"","Aluminium oxide {GLO}| market for | Alloc Def, U wo bauxite","Aluminium, primary, ingot {CA-QC}| production | Alloc Def, U own","Aluminium, primary, ingot {GLO}| production | Alloc Def, U own","Aluminium, primary, liquid {CA-QC}| aluminium production, primary, liquid, prebake | Alloc Def, U own","Aluminium, primary, liquid {CA-QC}| aluminium production, primary, liquid, Soderberg | Alloc Def, U own","Aluminium, primary, liquid {GLO}| aluminium production, primary, liquid, prebake | Alloc Def, U own","Aluminium, primary, liquid {GLO}| aluminium production, primary, liquid, Soderberg | Alloc Def, U own","Anode, paste, for aluminium electrolysis {GLO}| production | Alloc Def, S","Anode, prebake, for aluminium electrolysis {CA-QC}| production | Alloc Def, S","Anode, prebake, for aluminium electrolysis {GLO}| production | Alloc Def, S","Bauxite, without water {GLO}| market for | Alloc Def, S"
"IPCC kg CO2 eq","1.51946518830272","0.490958055489086","0.18039595642584","2.18921482251955","2.00326911294731","2.09962542532088","2.73735374823399","0.285429975885469","0.603274492568507","0.523897229021256","0.134883480807744"
