"","Electricity, high voltage, aluminium industry {CA-QC}| electricity production, hydro, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {CA-QC}| electricity production, nuclear, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {CN}| electricity production, coal, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {CN}| electricity production, hydro, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 1}| electricity production, coal, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 1}| electricity production, hydro, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 2, without Quebec}| electricity production, coal, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 2, without Quebec}| electricity production, hydro, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 2, without Quebec}| electricity production, natural gas, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 2, without Quebec}| electricity production, nuclear, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 2, without Quebec}| electricity production, oil, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 3}| electricity production, hydro, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 3}| electricity production, natural gas, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 4&5 without China}| electricity production, coal, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 4&5 without China}| electricity production, hydro, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 8}| electricity production, natural gas, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {IAI Area 8}| electricity production, oil, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {UN-EUROPE}| electricity production, coal, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {UN-EUROPE}| electricity production, hydro, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {UN-EUROPE}| electricity production, natural gas, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {UN-EUROPE}| electricity production, nuclear, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {UN-EUROPE}| electricity production, oil, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {UN-OCEANIA}| electricity production, coal, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {UN-OCEANIA}| electricity production, hydro, aluminium industry | Alloc Def, S","Electricity, high voltage, aluminium industry {UN-OCEANIA}| electricity production, oil, aluminium industry | Alloc Def, S","Electricity, medium voltage, aluminium industry {CA-QC}| market for | Alloc Def, U own","Electricity, medium voltage, aluminium industry {CN}| market for | Alloc Def, U own","Electricity, medium voltage, aluminium industry {IAI Area 1}| market for | Alloc Def, U own","Electricity, medium voltage, aluminium industry {IAI Area 2, without Quebec}| market for | Alloc Def, U own","Electricity, medium voltage, aluminium industry {IAI Area 3}| market for | Alloc Def, U own","Electricity, medium voltage, aluminium industry {IAI Area 4&5 without China}| market for | Alloc Def, U own","Electricity, medium voltage, aluminium industry {IAI Area 8}| market for | Alloc Def, U own","Electricity, medium voltage, aluminium industry {UN-EUROPE}| market for | Alloc Def, U own","Electricity, medium voltage, aluminium industry {UN-OCEANIA}| market for | Alloc Def, U own"
"kg CO2 eq","0.00185142857147645","0.0177422963188831","1.40736731550494","0.0117131539090868","1.12580443304383","0.017811751014672","1.16827014661632","0.0646512647775048","0.72309717699279","0.0150327545218385","0.969892360003839","0.160923017867023","0.764517997722591","1.56369069700792","0.0321847688685351","0.800369539947312","0.930940741649414","1.38846772146539","0.0162683480842591","0.641224791569688","0.014868573614954","0.962028722637715","1.25711171019686","0.0161258552605566","1.23379104923414","0.00682152597712185","0.0103419590423352","0.00641475209703928","0.00678780912950176","0.00448385798717595","0.00951384079163665","0.00686220002731068","0.00567659030788141","0.00619641255395116"
