Total,"9,966","89,123","32,096","26,302","49,241","23,851",ND,ND,"81,000","230,579"

1994,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"19,147,000"
Reporting Production (tonnes),"575,188","5,559,111","1,975,213","1,578,963","3,081,481","1,582,716",0,0,"4,794,328","14,352,672"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,316","61,153","30,700","5,343","21,828","6,332",ND,ND,ND,"131,672"
Coal,"2,749","27,184",0,"7,085","9,346","17,238",ND,ND,ND,"63,602"
Oil,0,0,0,615,"2,705",0,ND,ND,ND,"3,320"
Natural Gas,0,81,184,"12,162","1,733",455,ND,ND,ND,"14,615"
Nuclear,0,458,0,2,"12,345",0,ND,ND,ND,"12,805"
Total,"9,065","88,876","30,884","25,207","47,957","24,025",ND,ND,"75,500","226,014"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"29,524","2,912","21,228","7,133","1,022",ND,ND,ND,"61,819"
Purchased from Supplier(s),"9,065","59,352","27,972","3,979","40,824","23,003",ND,ND,ND,"164,195"
Total,"9,065","88,876","30,884","25,207","47,957","24,025",ND,ND,"75,500","226,014"

1993,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"19,724,000"
Reporting Production (tonnes),"616,100","5,998,860","1,950,220","1,526,372","3,237,935","1,653,222",0,0,"4,741,291","14,982,709"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,929","64,049","30,096","4,823","21,396","6,771",ND,ND,ND,"134,064"
Coal,"2,777","30,948",0,"6,948","12,398","18,023",ND,ND,ND,"71,094"
Oil,0,0,0,990,"2,124",0,ND,ND,ND,"3,114"
Natural Gas,0,86,65,"11,413","2,131",496,ND,ND,ND,"14,191"
Nuclear,0,987,0,0,"11,618",0,ND,ND,ND,"12,605"
Total,"9,706","96,070","30,161","24,174","49,667","25,290",ND,ND,"74,500","235,068"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"29,873","3,000","18,976","6,639","1,102",ND,ND,ND,"59,590"
Purchased from Supplier(s),"9,706","66,197","27,161","5,198","43,028","24,188",ND,ND,ND,"175,478"
Total,"9,706","96,070","30,161","24,174","49,667","25,290",ND,ND,"74,500","235,068"

1992,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"19,455,000"
Reporting Production (tonnes),"616,566","6,013,617","1,947,908","1,370,346","3,313,773","1,487,016",0,0,"4,705,774","14,749,226"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,864","61,737","30,578","5,136","21,867","6,407",ND,ND,ND,"132,589"
Coal,"2,646","33,988",0,"7,179","13,819","16,564",ND,ND,ND,"74,196"
Oil,0,0,4,619,"2,192",0,ND,ND,ND,"2,815"
Natural Gas,0,91,108,"9,287","1,866",0,ND,ND,ND,"11,352"
Nuclear,0,"1,389",0,0,"11,295",0,ND,ND,ND,"12,684"
Total,"9,510","97,205","30,690","22,221","51,039","22,971",ND,ND,"74,500","233,636"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"27,175","3,107","17,058","10,629","1,174",ND,ND,ND,"59,143"
Purchased from Supplier(s),"9,510","70,030","27,583","5,163","40,410","21,797",ND,ND,ND,"174,493"
Total,"9,510","97,205","30,690","22,221","51,039","22,971",ND,ND,"74,500","233,636"

1991,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"19,650,000"
Reporting Production (tonnes),"611,399","5,946,067","1,995,722","1,219,542","3,501,081","1,502,528",0,0,"4,873,661","14,776,339"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,834","61,324","31,054","5,010","23,711","6,185",ND,ND,ND,"134,118"
Coal,"2,632","34,019",0,"7,112","16,030","16,980",ND,ND,ND,"76,773"
Oil,0,0,597,71,"2,185",200,ND,ND,ND,"3,053"
Natural Gas,0,68,174,"7,484","2,358",0,ND,ND,ND,"10,084"
Nuclear,0,"1,352",0,6,"10,796",0,ND,ND,ND,"12,154"
Total,"9,466","96,763","31,825","19,683","55,080","23,365",ND,ND,"78,000","236,182"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"28,124","2,785","15,577","10,413","1,184",ND,ND,ND,"58,083"
Purchased from Supplier(s),"9,466","68,639","29,040","4,106","44,667","22,181",ND,ND,ND,"178,099"
Total,"9,466","96,763","31,825","19,683","55,080","23,365",ND,ND,"78,000","236,182"

1990,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"19,514,000"
Reporting Production (tonnes),"601,428","5,626,389","1,788,772","1,111,261","3,560,670","1,498,752",0,0,"5,326,728","14,187,272"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,787","56,803","27,809","5,078","24,187","6,098",ND,ND,ND,"126,762"
Coal,"2,589","34,293",0,"6,310","17,907","16,824",ND,ND,ND,"77,923"
Oil,0,0,46,69,"2,227",155,ND,ND,ND,"2,497"
Natural Gas,0,66,886,"6,407","2,120",0,ND,ND,ND,"9,479"
Nuclear,0,"1,350",0,5,"10,164",0,ND,ND,ND,"11,519"
Total,"9,376","92,512","28,741","17,869","56,605","23,077",ND,ND,"85,500","228,180"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"27,701","2,478","13,957","9,701","1,026",ND,ND,ND,"54,863"
Purchased from Supplier(s),"9,376","64,811","26,263","3,912","46,904","22,051",ND,ND,ND,"173,317"
Total,"9,376","92,512","28,741","17,869","56,605","23,077",ND,ND,"85,500","228,180"

1989,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"19,138,000"
Reporting Production (tonnes),"606,300","5,593,575","1,697,651","1,090,264","3,587,385","1,504,295",0,0,"5,058,530","14,079,470"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,870","57,486","25,463","5,377","24,282","6,417",ND,ND,ND,"125,895"
Coal,"2,687","35,043",42,"6,096","19,389","16,546",ND,ND,ND,"79,803"
Oil,0,0,855,172,"1,663",0,ND,ND,ND,"2,690"
Natural Gas,0,190,576,"5,959","1,724",0,ND,ND,ND,"8,449"
Nuclear,0,"1,564",0,128,"10,304",0,ND,ND,ND,"11,996"
Total,"9,557","94,283","26,936","17,732","57,362","22,963",ND,ND,"82,000","228,833"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"28,174","2,914","13,255","11,225","1,207",ND,ND,ND,"56,775"
Purchased from Supplier(s),"9,557","66,109","24,022","4,477","46,137","21,756",ND,ND,ND,"172,058"
Total,"9,557","94,283","26,936","17,732","57,362","22,963",ND,ND,"82,000","228,833"

1988,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"18,577,000"
Reporting Production (tonnes),"598,459","5,482,774","1,551,901","977,137","3,490,299","1,405,935",0,0,"5,070,495","13,506,505"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,645","57,110","23,312","5,066","24,473","6,319",ND,ND,ND,"122,925"
Coal,"2,696","31,947",0,"5,132","17,550","15,757",ND,ND,ND,"73,082"
Oil,0,0,834,146,2957,0,ND,ND,ND,"3,937"
Natural Gas,0,78,788,"5,681","1,739",0,ND,ND,ND,"8,286"
Nuclear,0,"2,101",0,124,"9,674",0,ND,ND,ND,"11,899"
Total,"9,341","91,236","24,934","16,149","56,393","22,076",ND,ND,"82,500","220,129"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"27,217","2,684","12,144","10,932","2,543",ND,ND,ND,"55,520"
Purchased from Supplier(s),"9,341","64,019","22,250","4,005","45,461","19,533",ND,ND,ND,"164,609"
Total,"9,341","91,236","24,934","16,149","56,393","22,076",ND,ND,"82,500","220,129"

1987,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"16,497,000"
Reporting Production (tonnes),"572,277","4,858,706","1,491,816","884,598","3,453,483","1,274,381",0,0,"3,961,739","12,535,261"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,421","52,557","22,702","4,728","23,477","6,252",ND,ND,ND,"116,137"
Coal,"2,661","27,420",0,"4,126","17,291","13,717",ND,ND,ND,"65,215"
Oil,0,25,720,193,"3,149",0,ND,ND,ND,"4,087"
Natural Gas,0,9,330,"5,514","1,869",0,ND,ND,ND,"7,722"
Nuclear,0,"1,803",0,122,"9,588",0,ND,ND,ND,"11,513"
Total,"9,082","81,814","23,752","14,683","55,374","19,969",ND,ND,"64,500","204,674"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"26,834","2,034","11,111","11,111","1,841",ND,ND,ND,"52,931"
Purchased from Supplier(s),"9,082","54,980","21,718","3,572","44,263","18,128",ND,ND,ND,"151,743"
Total,"9,082","81,814","23,752","14,683","55,374","19,969",ND,ND,"64,500","204,674"

1986,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"15,583,000"
Reporting Production (tonnes),"557,465","4,430,493","1,334,015","1,044,736","3,402,077","1,116,685",0,0,"3,697,529","11,885,471"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,144","47,852","21,145","5,286","23,270","6,111",ND,ND,ND,"109,808"
Coal,"2,738","23,764",0,"5,782","16,224","11,684",ND,ND,ND,"60,192"
Oil,0,20,0,397,"3,332",0,ND,ND,ND,"3,749"
Natural Gas,0,8,817,"5,603","2,923",0,ND,ND,ND,"9,351"
Nuclear,0,"2,403",0,219,"9,429",0,ND,ND,ND,"12,051"
Total,"8,882","74,047","21,962","17,287","55,178","17,795",ND,ND,"61,000","195,151"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"25,745","1,747","12,477","13,187","1,078",ND,ND,ND,"54,234"
Purchased from Supplier(s),"8,882","48,302","20,215","4,810","41,991","16,717",ND,ND,ND,"140,917"
Total,"8,882","74,047","21,962","17,287","55,178","17,795",ND,ND,"61,000","195,151"

1985,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"15,486,000"
Reporting Production (tonnes),"474,400","4,770,426","1,151,830","1,152,487","3,323,300","1,093,297",0,0,"3,520,260","11,965,740"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"5,082","49,208","18,506","6,791","23,346","6,098",ND,ND,ND,"109,031"
Coal,"2,695","25,713",0,"5,929","17,235","11,288",ND,ND,ND,"62,860"
Oil,0,"1,817",0,951,"2,332",0,ND,ND,ND,"5,100"
Natural Gas,0,108,250,"5,504","3,031",0,ND,ND,ND,"8,893"
Nuclear,0,"4,037",0,275,"8,193",0,ND,ND,ND,"12,505"
Total,"7,777","80,883","18,756","19,450","54,137","17,386",ND,ND,"58,000","198,389"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"26,917","1,765","13,022","14,686","1,113",ND,ND,ND,"57,503"
Purchased from Supplier(s),"7,777","53,966","16,991","6,428","39,451","16,273",ND,ND,ND,"140,886"
Total,"7,777","80,883","18,756","19,450","54,137","17,386",ND,ND,"58,000","198,389"

1984,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"15,781,000"
Reporting Production (tonnes),"413,150","5,316,726","1,045,283","1,187,432","3,507,860","999,706",0,0,"3,310,843","12,470,157"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"4,022","54,854","16,784","6,239","25,169","6,031",ND,ND,ND,"113,099"
Coal,"2,539","32,297",0,"5,759","17,945","9,831",ND,ND,ND,"68,371"
Oil,0,147,0,"1,597","2,763",0,ND,ND,ND,"4,507"
Natural Gas,0,336,314,"5,762","3,446",0,ND,ND,ND,"9,858"
Nuclear,0,"4,478",0,310,"7,331",0,ND,ND,ND,"12,119"
Total,"6,561","92,112","17,098","19,667","56,654","15,862",ND,ND,"55,000","207,954"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"28,691","1,984","12,814","14,378","1,131",ND,ND,ND,"58,998"
Purchased from Supplier(s),"6,561","63,421","15,114","6,853","42,276","14,731",ND,ND,ND,"148,956"
Total,"6,561","92,112","17,098","19,667","56,654","15,862",ND,ND,"55,000","207,954"

1983,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"13,967,000"
Reporting Production (tonnes),"437,699","4,441,242","946,594","983,389","3,321,818","687,650",0,0,"3,148,608","10,818,392"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"4,365","45,401","15,525","5,069","24,560","5,531",ND,ND,ND,"100,451"
Coal,"2,487","26,318",0,"4,551","15,667","5,682",ND,ND,ND,"54,705"
Oil,0,491,8,"1,336","3,122",234,ND,ND,ND,"5,191"
Natural Gas,0,432,469,"5,442","3,869",0,ND,ND,ND,"10,212"
Nuclear,0,"4,031",0,316,"7,113",0,ND,ND,ND,"11,460"
Total,"6,852","76,673","16,002","16,714","54,331","11,447",ND,ND,"53,000","182,019"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"26,015","2,506","11,576","14,415","1,173",ND,ND,ND,"55,685"
Purchased from Supplier(s),"6,852","50,658","13,496","5,138","39,916","10,274",ND,ND,ND,"126,334"
Total,"6,852","76,673","16,002","16,714","54,331","11,447",ND,ND,"53,000","182,019"

1982,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"13,544,000"
Reporting Production (tonnes),"502,948","4,337,508","794,244","1,003,987","3,309,673","547,598",0,0,"3,048,042","10,495,958"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,412","42,453","13,470","4,069","24,580","4,759",ND,ND,ND,"95,743"
Coal,"1,646","23,915",0,"4,396","14,928","4,259",ND,ND,ND,"49,144"
Oil,0,850,43,"2,434","4,380",0,ND,ND,ND,"7,707"
Natural Gas,0,"3,053",96,"5,321","3,905",0,ND,ND,ND,"12,375"
Nuclear,0,"3,505",0,341,"6,404",0,ND,ND,ND,"10,250"
Total,"8,058","73,776","13,609","16,561","54,197","9,018",ND,ND,"51,000","175,219"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"25,363","1,997","10,079","14,158","1,190",ND,ND,ND,"52,787"
Purchased from Supplier(s),"8,058","48,413","11,612","6,482","40,039","7,828",ND,ND,ND,"122,432"
Total,"8,058","73,776","13,609","16,561","54,197","9,018",ND,ND,"51,000","175,219"

1981,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"15,116,000"
Reporting Production (tonnes),"482,151","5,562,148","793,462","1,320,530","3,554,237","536,150",0,0,"2,867,322","12,248,678"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"6,544","52,066","13,217","3,970","27,818","4,544",ND,ND,ND,"108,159"
Coal,"1,338","31,758",0,"4,103","15,304","4,085",ND,ND,ND,"56,588"
Oil,0,871,218,"8,273","4,664",0,ND,ND,ND,"14,026"
Natural Gas,0,"5,885",368,"4,230","4,205",0,ND,ND,ND,"14,688"
Nuclear,0,"4,815",0,374,"6,830",0,ND,ND,ND,"12,019"
Total,"7,882","95,395","13,803","20,950","58,821","8,629",ND,ND,"48,000","205,480"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"28,456","1,856","9,376","15,661","1,144",ND,ND,ND,"56,493"
Purchased from Supplier(s),"7,882","66,939","11,947","11,574","43,160","7,485",ND,ND,ND,"148,987"
Total,"7,882","95,395","13,803","20,950","58,821","8,629",ND,ND,"48,000","205,480"

1980,Africa,North America,South America,Asia (ex China),Europe,Oceania,GCC,China,Estimated Unreported,World Reported
Aluminium Production (tonnes),ND,ND,ND,ND,ND,ND,ND,ND,-,"15,390,000"
Reporting Production (tonnes),"437,261","5,719,943","820,806","1,570,545","3,598,367","459,953",0,0,"2,783,125","12,606,875"
POWER MIX,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Hydro,"5,877","52,430","13,334","4,435","27,782","4,516",ND,ND,ND,"108,374"
Coal,"1,332","31,567",0,"4,112","14,326","3,155",ND,ND,ND,"54,492"
Oil,0,"1,861",637,12871,5853,0,ND,ND,ND,"21,222"
Natural Gas,0,"9,354",268,"2,761","4,193",0,ND,ND,ND,"16,576"
Nuclear,0,"4,758",0,447,"7,826",0,ND,ND,ND,"13,031"
Total,"7,209","99,970","14,239","24,626","59,980","7,671",ND,ND,"47,000","213,695"
POWER SOURCE,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh,GWh
Self-Generated,0,"31,201","2,137","10,525","15,380","1,197",ND,ND,ND,"60,440"
Purchased from Supplier(s),"7,209","68,769","12,102","14,101","44,600","6,474",ND,ND,ND,"153,255"
Total,"7,209","99,970","14,239","24,626","59,980","7,671",ND,ND,"47,000","213,695"

