"Size","Technology","Material","Source","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Car","BEV300","Total","GREET",2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217,2481.54689570217
"Car","FFV","HSS/AHSS","TEDB&DUCK",126.520478995576,125.293381642824,124.232773553223,126.557688935974,125.952320857486,125.640255097042,123.244287561001,122.692633937653,123.259837616738,125.305256007102,128.269335044056,127.490993031207,130.764046419252,129.928285010725,130.840341180483,130.759405731504,134.041752758814,137.246017575096,148.513662933521,156.061150894102,161.299728991169,167.561804627882,174.448064313218,180.876136148746,187.720796165257,193.945333394868,199.846289241965,204.695913201153,208.026298952244,212.586351143468,221.952147614226,244.935669184044,246.791887556806,261.530911281071,262.341209866407,290.788616533042
"Car","FFV","Cast Iron","TEDB&DUCK",181.970811207165,180.205911939606,178.680469450218,182.024329207513,181.153645495312,180.704810176092,177.258758124909,176.465330387811,177.281123328387,180.222990500463,184.486141186571,183.36667397779,188.074213696856,186.872161802232,188.183946284832,188.067539127484,178.722338008679,173.739179833719,172.087259312408,174.468363224558,170.787948434334,151.754086713892,139.794724342808,132.11822162074,129.719380725556,129.560223249135,132.298244254032,127.243405895211,119.724504357609,83.574022953095,94.1013569650207,110.785047666646,114.029254096873,114.041984713348,109.544634904472,116.655060793042
"Car","FFV","Mild steel and other steels","TEDB&DUCK",674.385390159864,667.844658307048,662.191355331982,674.583728329082,671.356967009157,669.693579458911,656.922480942443,653.982030930177,657.005366578733,667.907951600355,683.707224679861,679.558469583608,697.004652238263,692.549837586559,697.411322152323,696.979916226807,697.580655931738,692.576727446589,694.635331532846,701.074708821236,689.081933203252,688.821285590644,686.372403376857,685.36327621666,687.395150233306,687.301183206471,691.468163040099,692.72574495506,691.299627736353,649.524327943475,654.34192885294,629.661926043958,588.065156897147,591.164630660267,599.868034676974,588.401681000612
"Car","FFV","Wrought Aluminum","TEDB&DUCK",15.0101026081801,15.4828216071218,15.8409058283872,16.342600148462,16.7312637473008,17.1262549427468,17.6418744296321,18.3283592103152,18.7014022907445,19.2638476757604,19.9273994400476,21.0982360036634,22.1649396042751,23.1650102007066,23.9203142083537,25.0129705260706,25.8777064508677,25.842314443032,27.6262915023911,29.5151651092499,30.4081617978569,31.6442839584856,32.6619542354504,33.7424432880394,34.9799481584121,35.8234017117252,37.0519016438157,35.498144136884,35.9591154639731,37.7251520929596,39.2001638816837,41.0448533147364,42.544315024262,43.8328222742042,46.1728611755026,41.7331439765323
"Car","FFV","Cast Aluminum","TEDB&DUCK",37.2899064795554,38.464292006543,39.3538879987461,40.6002575116844,41.5658224802282,42.5471072271028,43.828071318215,45.5335195712708,46.4602781648112,47.8575727972724,49.5060480862505,52.4147814307036,55.0648151144533,57.549311056111,59.4257283294639,62.1402368818411,64.2885181166156,64.2005930239784,68.632563906637,73.3251314386591,75.5436214699372,78.6145451651576,81.1427643549691,83.8270455204604,86.9014043099227,88.9968133117075,92.0488009478767,88.1887692320497,89.3339697763513,93.721370879025,97.3857729882944,101.968572869014,105.69371641916,108.894781468668,114.708188216493,117.28423628293
"Car","FFV","Other","TEDB&DUCK",371.639364355328,367.908115761083,364.693468175355,371.476321631266,369.603693761126,368.598445743169,361.396541251125,359.621927661285,361.225324538701,367.167930110657,375.810611940464,373.265288957992,382.740392157669,380.060027412191,382.606390410939,382.142617812933,394.879758208149,396.664792126665,400.751149026795,403.358050997535,415.504941829721,428.784334105563,434.741900179467,443.146532940799,457.348996726856,451.090778052479,463.643392334445,462.344049355037,474.522702839031,511.180921609954,497.109282442209,512.028347573332,499.285236940431,487.600003511346,481.834700894427,458.070760217389
"Car","FFV","Total","EPA:Glo",1406.81605380567,1395.19918126422,1384.99286033791,1411.58492576398,1406.36371335061,1404.31045264506,1380.29201362733,1376.62380169851,1383.93333251811,1407.72554869161,1441.70676037725,1437.19444298496,1475.81305923077,1470.12463306852,1482.38804256639,1485.10268630664,1495.39073097025,1490.26962593935,1512.24625972684,1537.80257509875,1542.62633264102,1547.18034016162,1549.16181080277,1559.07365729452,1584.06567790338,1586.71773133967,1616.35679307859,1610.6960251647,1618.86622074443,1588.31214662198,1604.09065114028,1640.42441829215,1596.40956693468,1607.0651339089,1614.46962973428,1612.93349880355
"Car","ICEV-D","HSS/AHSS","TEDB&DUCK",142.233811251349,146.154159889394,146.448903892681,148.143411022967,129.857610421628,132.936482964214,117.36903769928,145.776883201285,0,111.032400648691,126.782056754242,136.936401203283,146.355531490856,0,200.17761457694,162.792309831789,147.535176190675,148.310592239114,144.39637141671,153.653309214886,142.285253671645,152.215159600967,164.07634258156,168.668524365707,179.348451851855,197.738078626327,197.911326729945,265.672418448685,250.048523792314,215.551053168614,220.370611442994,244.109944045602,248.329204506009,259.735881569527,269.020006160328,304.895395275788
"Car","ICEV-D","Cast Iron","TEDB&DUCK",204.570850663628,210.209376754766,210.633298682683,213.070460156796,186.7705125482,191.198767472824,168.808553131458,209.66675041056,0,159.694748049662,182.347031067508,196.951736260992,210.49900380932,0,287.909777130661,234.139555221052,196.713569351517,187.745780253171,167.316429484882,171.776519711487,150.654974555905,137.855238433081,131.483299471769,123.201357332544,123.933898553407,132.093869768561,131.017299063563,165.14772008471,143.90937937736,84.7395355731009,93.4308309016241,110.411570013813,114.73956555307,113.259252186928,112.333469727608,122.314247701556
"Car","ICEV-D","Mild steel and other steels","TEDB&DUCK",758.141330606402,779.037756756692,780.60881506466,789.640956432277,692.173124577559,708.584275383881,625.605948617095,777.026778861822,0,591.830108661475,675.779664195464,729.904827152863,780.111117109874,0,1066.99610829375,867.723203804618,767.803187155267,748.411257633969,675.377735286782,690.257943120914,607.850975817448,625.733544440931,645.564478106144,639.107042616424,656.737338234416,700.741868989176,684.7731927266,899.080597681619,830.94518474,658.582511030388,649.679367846172,627.539214873363,591.728334572407,587.107144410359,615.13973525685,616.536118325199
"Car","ICEV-D","Wrought Aluminum","TEDB&DUCK",16.8742967002988,18.060640993449,18.6736819027921,19.1299995388067,17.2500348923056,18.1208172227824,16.8008584088945,21.7767847516504,0,17.0696052290828,19.6963419659486,22.6613381964325,24.8077480398985,0,36.5965985334298,31.1405456832268,28.4827070823893,27.9256843119575,26.8603990356847,29.0597805096116,26.823560350392,28.7460483246533,30.7200542099275,31.4651133038737,33.41984306601,36.5239549740207,36.6931557248809,46.0726238047474,43.2230145127371,38.2512622322389,38.9208402627708,40.9064832386322,42.8093322305668,43.5319736367043,47.3483498997321,43.7577081955005
"Car","ICEV-D","Cast Aluminum","TEDB&DUCK",41.9211621857596,44.8684217014952,46.3914118351596,47.5250511190563,42.854616300397,45.0179187451007,41.738717928717,54.1005140345879,0,42.4063711788711,48.9320272533845,56.2980283416597,61.630398440584,0,90.9176820708549,77.3630978123371,70.7601747377824,69.376351618208,66.7298415067706,72.1938101162129,66.638322403587,71.4143987995743,76.3184622009697,78.1694278246061,83.0256031570212,90.737212182846,91.1575610865507,114.459166455697,107.379823510737,95.0283971135412,96.6918435796362,101.624817244407,106.352104112872,108.147377013833,117.628479019195,121.653661586522
"Car","ICEV-D","Other","TEDB&DUCK",417.795471712807,429.163143898834,429.910378264396,434.835448271827,381.063660820781,390.003832492428,344.16819727647,427.28370940296,0,325.345783732219,371.453101518907,400.919344564989,428.375956932815,0,585.364069394368,475.758352455907,434.63065427231,428.643331734719,389.640997451185,397.13470635811,366.524025922577,389.512848678239,408.894539639783,413.237884114444,436.951239258282,459.91219369299,459.154279294039,600.070904331171,570.378370179424,518.309785271059,493.567094093557,510.302201766988,502.395386406177,484.253337951378,494.101457673718,475.476817688713
"Car","ICEV-D","Total","EPA",1581.53692312024,1627.49349999463,1632.66648964237,1652.34532654173,1449.96955956087,1485.86209428123,1314.49131306192,1635.63142066286,0,1247.3790175,1424.99022275545,1543.67167572022,1651.77975582335,0,2267.96185,1848.91706480893,1645.92547043587,1610.41299940155,1470.32177565234,1514.07607357345,1360.77711,1405.47723827745,1457.05717621015,1453.84935101145,1513.41637563441,1617.74717661617,1600.70681622629,2090.50342871613,1945.88429805846,1610.46254438894,1592.66058653409,1634.8942328177,1606.3539273811,1596.03496676873,1655.57149773743,1684.63394877328
"Car","CNG","HSS/AHSS","TEDB&DUCK",126.520478995576,125.293381642824,124.232773553223,126.557688935974,125.952320857486,125.640255097042,123.244287561001,122.692633937653,123.259837616738,125.305256007102,128.269335044056,127.490993031207,130.764046419252,129.928285010725,130.840341180483,130.759405731504,134.041752758814,137.246017575096,148.513662933521,156.061150894102,161.299728991169,167.561804627882,174.448064313218,180.876136148746,187.720796165257,193.945333394868,199.846289241965,204.695913201153,208.026298952244,212.586351143468,221.952147614226,244.935669184044,246.791887556806,261.530911281071,262.341209866407,290.788616533042
"Car","CNG","Cast Iron","TEDB&DUCK",181.970811207165,180.205911939606,178.680469450218,182.024329207513,181.153645495312,180.704810176092,177.258758124909,176.465330387811,177.281123328387,180.222990500463,184.486141186571,183.36667397779,188.074213696856,186.872161802232,188.183946284832,188.067539127484,178.722338008679,173.739179833719,172.087259312408,174.468363224558,170.787948434334,151.754086713892,139.794724342808,132.11822162074,129.719380725556,129.560223249135,132.298244254032,127.243405895211,119.724504357609,83.574022953095,94.1013569650207,110.785047666646,114.029254096873,114.041984713348,109.544634904472,116.655060793042
"Car","CNG","Mild steel and other steels","TEDB&DUCK",674.385390159864,667.844658307048,662.191355331982,674.583728329082,671.356967009157,669.693579458911,656.922480942443,653.982030930177,657.005366578733,667.907951600355,683.707224679861,679.558469583608,697.004652238263,692.549837586559,697.411322152323,696.979916226807,697.580655931738,692.576727446589,694.635331532846,701.074708821236,689.081933203252,688.821285590644,686.372403376857,685.36327621666,687.395150233306,687.301183206471,691.468163040099,692.72574495506,691.299627736353,649.524327943475,654.34192885294,629.661926043958,588.065156897147,591.164630660267,599.868034676974,588.401681000612
"Car","CNG","Wrought Aluminum","TEDB&DUCK",15.0101026081801,15.4828216071218,15.8409058283872,16.342600148462,16.7312637473008,17.1262549427468,17.6418744296321,18.3283592103152,18.7014022907445,19.2638476757604,19.9273994400476,21.0982360036634,22.1649396042751,23.1650102007066,23.9203142083537,25.0129705260706,25.8777064508677,25.842314443032,27.6262915023911,29.5151651092499,30.4081617978569,31.6442839584856,32.6619542354504,33.7424432880394,34.9799481584121,35.8234017117252,37.0519016438157,35.498144136884,35.9591154639731,37.7251520929596,39.2001638816837,41.0448533147364,42.544315024262,43.8328222742042,46.1728611755026,41.7331439765323
"Car","CNG","Cast Aluminum","TEDB&DUCK",37.2899064795554,38.464292006543,39.3538879987461,40.6002575116844,41.5658224802282,42.5471072271028,43.828071318215,45.5335195712708,46.4602781648112,47.8575727972724,49.5060480862505,52.4147814307036,55.0648151144533,57.549311056111,59.4257283294639,62.1402368818411,64.2885181166156,64.2005930239784,68.632563906637,73.3251314386591,75.5436214699372,78.6145451651576,81.1427643549691,83.8270455204604,86.9014043099227,88.9968133117075,92.0488009478767,88.1887692320497,89.3339697763513,93.721370879025,97.3857729882944,101.968572869014,105.69371641916,108.894781468668,114.708188216493,117.28423628293
"Car","CNG","Other","TEDB&DUCK",371.639364355328,367.908115761083,364.693468175355,371.476321631266,369.603693761126,368.598445743169,361.396541251125,359.621927661285,361.225324538701,367.167930110657,375.810611940464,373.265288957992,382.740392157669,380.060027412191,382.606390410939,382.142617812933,394.879758208149,396.664792126665,400.751149026795,403.358050997535,415.504941829721,428.784334105563,434.741900179467,443.146532940799,457.348996726856,451.090778052479,463.643392334445,462.344049355037,474.522702839031,511.180921609954,497.109282442209,512.028347573332,499.285236940431,487.600003511346,481.834700894427,458.070760217389
"Car","CNG","Total","EPA:Glo",1406.81605380567,1395.19918126422,1384.99286033791,1411.58492576398,1406.36371335061,1404.31045264506,1380.29201362733,1376.62380169851,1383.93333251811,1407.72554869161,1441.70676037725,1437.19444298496,1475.81305923077,1470.12463306852,1482.38804256639,1485.10268630664,1495.39073097025,1490.26962593935,1512.24625972684,1537.80257509875,1542.62633264102,1547.18034016162,1549.16181080277,1559.07365729452,1584.06567790338,1586.71773133967,1616.35679307859,1610.6960251647,1618.86622074443,1588.31214662198,1604.09065114028,1640.42441829215,1596.40956693468,1607.0651339089,1614.46962973428,1612.93349880355
"Car","HEV","HSS/AHSS","TEDB&DUCK",275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738,275.46993268738
"Car","HEV","Cast Iron","TEDB&DUCK",78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562,78.2021082608562
"Car","HEV","Mild steel and other steels","TEDB&DUCK",621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021,621.999764708021
"Car","HEV","Wrought Aluminum","TEDB&DUCK",33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188,33.4882562512188
