"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"PHEV40","Car",2023,"sales","LOP",2018,"vehicle",37211
"BEV100","Light truck",2023,"sales","LOP",2018,"vehicle",47473
"BEV300","Light truck",2023,"sales","LOP",2018,"vehicle",47294
"CNG","Light truck",2023,"sales","LOP",2018,"vehicle",65629
"FCV","Light truck",2023,"sales","LOP",2018,"vehicle",21401
"FFV","Light truck",2023,"sales","LOP",2018,"vehicle",1075979
"HEV","Light truck",2023,"sales","LOP",2018,"vehicle",66215
"ICEV-D","Light truck",2023,"sales","LOP",2018,"vehicle",285370
"ICEV-G","Light truck",2023,"sales","LOP",2018,"vehicle",6900540
"PHEV20","Light truck",2023,"sales","LOP",2018,"vehicle",55858
"PHEV40","Light truck",2023,"sales","LOP",2018,"vehicle",33336
"BEV100","Car",2024,"sales","LOP",2018,"vehicle",76002
"BEV300","Car",2024,"sales","LOP",2018,"vehicle",435960
"CNG","Car",2024,"sales","LOP",2018,"vehicle",26607
"FCV","Car",2024,"sales","LOP",2018,"vehicle",26300
"FFV","Car",2024,"sales","LOP",2018,"vehicle",351310
"HEV","Car",2024,"sales","LOP",2018,"vehicle",511294
"ICEV-D","Car",2024,"sales","LOP",2018,"vehicle",124063
"ICEV-G","Car",2024,"sales","LOP",2018,"vehicle",6490294
"PHEV20","Car",2024,"sales","LOP",2018,"vehicle",67160
"PHEV40","Car",2024,"sales","LOP",2018,"vehicle",43508
"BEV100","Light truck",2024,"sales","LOP",2018,"vehicle",58009
"BEV300","Light truck",2024,"sales","LOP",2018,"vehicle",58133
"CNG","Light truck",2024,"sales","LOP",2018,"vehicle",66576
"FCV","Light truck",2024,"sales","LOP",2018,"vehicle",26297
"FFV","Light truck",2024,"sales","LOP",2018,"vehicle",1089313
"HEV","Light truck",2024,"sales","LOP",2018,"vehicle",69989
"ICEV-D","Light truck",2024,"sales","LOP",2018,"vehicle",290605
"ICEV-G","Light truck",2024,"sales","LOP",2018,"vehicle",6939047
"PHEV20","Light truck",2024,"sales","LOP",2018,"vehicle",64684
"PHEV40","Light truck",2024,"sales","LOP",2018,"vehicle",38614
"BEV100","Car",2025,"sales","LOP",2018,"vehicle",87693
"BEV300","Car",2025,"sales","LOP",2018,"vehicle",527523
"CNG","Car",2025,"sales","LOP",2018,"vehicle",26728
"FCV","Car",2025,"sales","LOP",2018,"vehicle",30663
"FFV","Car",2025,"sales","LOP",2018,"vehicle",348939
"HEV","Car",2025,"sales","LOP",2018,"vehicle",508067
"ICEV-D","Car",2025,"sales","LOP",2018,"vehicle",140694
"ICEV-G","Car",2025,"sales","LOP",2018,"vehicle",6392364
"PHEV20","Car",2025,"sales","LOP",2018,"vehicle",75402
"PHEV40","Car",2025,"sales","LOP",2018,"vehicle",49276
"BEV100","Light truck",2025,"sales","LOP",2018,"vehicle",67566
"BEV300","Light truck",2025,"sales","LOP",2018,"vehicle",67821
"CNG","Light truck",2025,"sales","LOP",2018,"vehicle",67046
"FCV","Light truck",2025,"sales","LOP",2018,"vehicle",30658
"FFV","Light truck",2025,"sales","LOP",2018,"vehicle",1099153
"HEV","Light truck",2025,"sales","LOP",2018,"vehicle",72257
"ICEV-D","Light truck",2025,"sales","LOP",2018,"vehicle",292209
"ICEV-G","Light truck",2025,"sales","LOP",2018,"vehicle",6969286
"PHEV20","Light truck",2025,"sales","LOP",2018,"vehicle",71961
"PHEV40","Light truck",2025,"sales","LOP",2018,"vehicle",42964
"BEV100","Car",2026,"sales","LOP",2018,"vehicle",84685
"BEV300","Car",2026,"sales","LOP",2018,"vehicle",565648
"CNG","Car",2026,"sales","LOP",2018,"vehicle",26994
"FCV","Car",2026,"sales","LOP",2018,"vehicle",29093
"FFV","Car",2026,"sales","LOP",2018,"vehicle",348616
"HEV","Car",2026,"sales","LOP",2018,"vehicle",522990
"ICEV-D","Car",2026,"sales","LOP",2018,"vehicle",166607
"ICEV-G","Car",2026,"sales","LOP",2018,"vehicle",6388259
"PHEV20","Car",2026,"sales","LOP",2018,"vehicle",73191
"PHEV40","Car",2026,"sales","LOP",2018,"vehicle",49369
"BEV100","Light truck",2026,"sales","LOP",2018,"vehicle",64731
"BEV300","Light truck",2026,"sales","LOP",2018,"vehicle",64511
"CNG","Light truck",2026,"sales","LOP",2018,"vehicle",68506
"FCV","Light truck",2026,"sales","LOP",2018,"vehicle",29088
"FFV","Light truck",2026,"sales","LOP",2018,"vehicle",1122720
"HEV","Light truck",2026,"sales","LOP",2018,"vehicle",76223
"ICEV-D","Light truck",2026,"sales","LOP",2018,"vehicle",297228
"ICEV-G","Light truck",2026,"sales","LOP",2018,"vehicle",7134673
"PHEV20","Light truck",2026,"sales","LOP",2018,"vehicle",68403
"PHEV40","Light truck",2026,"sales","LOP",2018,"vehicle",40770
"BEV100","Car",2027,"sales","LOP",2018,"vehicle",86009
"BEV300","Car",2027,"sales","LOP",2018,"vehicle",604843
"CNG","Car",2027,"sales","LOP",2018,"vehicle",27170
"FCV","Car",2027,"sales","LOP",2018,"vehicle",29265
"FFV","Car",2027,"sales","LOP",2018,"vehicle",348635
"HEV","Car",2027,"sales","LOP",2018,"vehicle",537259
"ICEV-D","Car",2027,"sales","LOP",2018,"vehicle",194765
"ICEV-G","Car",2027,"sales","LOP",2018,"vehicle",6359310
"PHEV20","Car",2027,"sales","LOP",2018,"vehicle",75355
"PHEV40","Car",2027,"sales","LOP",2018,"vehicle",52627
"BEV100","Light truck",2027,"sales","LOP",2018,"vehicle",65410
"BEV300","Light truck",2027,"sales","LOP",2018,"vehicle",65017
"CNG","Light truck",2027,"sales","LOP",2018,"vehicle",67903
"FCV","Light truck",2027,"sales","LOP",2018,"vehicle",29258
"FFV","Light truck",2027,"sales","LOP",2018,"vehicle",1113031
"HEV","Light truck",2027,"sales","LOP",2018,"vehicle",78063
"ICEV-D","Light truck",2027,"sales","LOP",2018,"vehicle",292330
"ICEV-G","Light truck",2027,"sales","LOP",2018,"vehicle",7062386
"PHEV20","Light truck",2027,"sales","LOP",2018,"vehicle",68897
"PHEV40","Light truck",2027,"sales","LOP",2018,"vehicle",41016
"BEV100","Car",2028,"sales","LOP",2018,"vehicle",87450
"BEV300","Car",2028,"sales","LOP",2018,"vehicle",646218
"CNG","Car",2028,"sales","LOP",2018,"vehicle",27512
"FCV","Car",2028,"sales","LOP",2018,"vehicle",29380
"FFV","Car",2028,"sales","LOP",2018,"vehicle",351713
"HEV","Car",2028,"sales","LOP",2018,"vehicle",554202
"ICEV-D","Car",2028,"sales","LOP",2018,"vehicle",230993
"ICEV-G","Car",2028,"sales","LOP",2018,"vehicle",6372749
"PHEV20","Car",2028,"sales","LOP",2018,"vehicle",77901
"PHEV40","Car",2028,"sales","LOP",2018,"vehicle",56837
"BEV100","Light truck",2028,"sales","LOP",2018,"vehicle",66030
"BEV300","Light truck",2028,"sales","LOP",2018,"vehicle",65412
"CNG","Light truck",2028,"sales","LOP",2018,"vehicle",67650
"FCV","Light truck",2028,"sales","LOP",2018,"vehicle",29370
"FFV","Light truck",2028,"sales","LOP",2018,"vehicle",1109487
"HEV","Light truck",2028,"sales","LOP",2018,"vehicle",80006
"ICEV-D","Light truck",2028,"sales","LOP",2018,"vehicle",289717
"ICEV-G","Light truck",2028,"sales","LOP",2018,"vehicle",7030175
"PHEV20","Light truck",2028,"sales","LOP",2018,"vehicle",69269
"PHEV40","Light truck",2028,"sales","LOP",2018,"vehicle",41184
"BEV100","Car",2029,"sales","LOP",2018,"vehicle",89542
"BEV300","Car",2029,"sales","LOP",2018,"vehicle",685225
"CNG","Car",2029,"sales","LOP",2018,"vehicle",27727
"FCV","Car",2029,"sales","LOP",2018,"vehicle",29956
"FFV","Car",2029,"sales","LOP",2018,"vehicle",352988
"HEV","Car",2029,"sales","LOP",2018,"vehicle",566692
"ICEV-D","Car",2029,"sales","LOP",2018,"vehicle",250510
"ICEV-G","Car",2029,"sales","LOP",2018,"vehicle",6364187
"PHEV20","Car",2029,"sales","LOP",2018,"vehicle",79791
"PHEV40","Car",2029,"sales","LOP",2018,"vehicle",64731
"BEV100","Light truck",2029,"sales","LOP",2018,"vehicle",67652
"BEV300","Light truck",2029,"sales","LOP",2018,"vehicle",66837
"CNG","Light truck",2029,"sales","LOP",2018,"vehicle",67572
"FCV","Light truck",2029,"sales","LOP",2018,"vehicle",29944
"FFV","Light truck",2029,"sales","LOP",2018,"vehicle",1109973
"HEV","Light truck",2029,"sales","LOP",2018,"vehicle",81712
"ICEV-D","Light truck",2029,"sales","LOP",2018,"vehicle",283560
"ICEV-G","Light truck",2029,"sales","LOP",2018,"vehicle",7022107
"PHEV20","Light truck",2029,"sales","LOP",2018,"vehicle",70729
"PHEV40","Light truck",2029,"sales","LOP",2018,"vehicle",42000
"BEV100","Car",2030,"sales","LOP",2018,"vehicle",91837
"BEV300","Car",2030,"sales","LOP",2018,"vehicle",724135
"CNG","Car",2030,"sales","LOP",2018,"vehicle",28144
"FCV","Car",2030,"sales","LOP",2018,"vehicle",30396
"FFV","Car",2030,"sales","LOP",2018,"vehicle",356527
"HEV","Car",2030,"sales","LOP",2018,"vehicle",582435
"ICEV-D","Car",2030,"sales","LOP",2018,"vehicle",267230
"ICEV-G","Car",2030,"sales","LOP",2018,"vehicle",6413745
"PHEV20","Car",2030,"sales","LOP",2018,"vehicle",81362
"PHEV40","Car",2030,"sales","LOP",2018,"vehicle",72517
"BEV100","Light truck",2030,"sales","LOP",2018,"vehicle",69070
"BEV300","Light truck",2030,"sales","LOP",2018,"vehicle",67991
"CNG","Light truck",2030,"sales","LOP",2018,"vehicle",67866
"FCV","Light truck",2030,"sales","LOP",2018,"vehicle",30381
"FFV","Light truck",2030,"sales","LOP",2018,"vehicle",1116459
"HEV","Light truck",2030,"sales","LOP",2018,"vehicle",83665
"ICEV-D","Light truck",2030,"sales","LOP",2018,"vehicle",282657
"ICEV-G","Light truck",2030,"sales","LOP",2018,"vehicle",7052873
"PHEV20","Light truck",2030,"sales","LOP",2018,"vehicle",71884
"PHEV40","Light truck",2030,"sales","LOP",2018,"vehicle",42628
"BEV100","Car",2031,"sales","LOP",2018,"vehicle",93258
"BEV300","Car",2031,"sales","LOP",2018,"vehicle",769208
"CNG","Car",2031,"sales","LOP",2018,"vehicle",28519
"FCV","Car",2031,"sales","LOP",2018,"vehicle",30530
"FFV","Car",2031,"sales","LOP",2018,"vehicle",359897
"HEV","Car",2031,"sales","LOP",2018,"vehicle",597957
"ICEV-D","Car",2031,"sales","LOP",2018,"vehicle",268571
"ICEV-G","Car",2031,"sales","LOP",2018,"vehicle",6462860
"PHEV20","Car",2031,"sales","LOP",2018,"vehicle",82182
"PHEV40","Car",2031,"sales","LOP",2018,"vehicle",75130
"BEV100","Light truck",2031,"sales","LOP",2018,"vehicle",69871
"BEV300","Light truck",2031,"sales","LOP",2018,"vehicle",68493
"CNG","Light truck",2031,"sales","LOP",2018,"vehicle",67782
"FCV","Light truck",2031,"sales","LOP",2018,"vehicle",30512
"FFV","Light truck",2031,"sales","LOP",2018,"vehicle",1116208
"HEV","Light truck",2031,"sales","LOP",2018,"vehicle",84917
"ICEV-D","Light truck",2031,"sales","LOP",2018,"vehicle",280132
"ICEV-G","Light truck",2031,"sales","LOP",2018,"vehicle",7042976
"PHEV20","Light truck",2031,"sales","LOP",2018,"vehicle",72353
"PHEV40","Light truck",2031,"sales","LOP",2018,"vehicle",42831
"BEV100","Car",2032,"sales","LOP",2018,"vehicle",94714
"BEV300","Car",2032,"sales","LOP",2018,"vehicle",809697
"CNG","Car",2032,"sales","LOP",2018,"vehicle",28703
"FCV","Car",2032,"sales","LOP",2018,"vehicle",30911
"FFV","Car",2032,"sales","LOP",2018,"vehicle",361128
"HEV","Car",2032,"sales","LOP",2018,"vehicle",607490
"ICEV-D","Car",2032,"sales","LOP",2018,"vehicle",269020
"ICEV-G","Car",2032,"sales","LOP",2018,"vehicle",6467680
"PHEV20","Car",2032,"sales","LOP",2018,"vehicle",83384
"PHEV40","Car",2032,"sales","LOP",2018,"vehicle",77670
"BEV100","Light truck",2032,"sales","LOP",2018,"vehicle",71190
"BEV300","Light truck",2032,"sales","LOP",2018,"vehicle",69551
"CNG","Light truck",2032,"sales","LOP",2018,"vehicle",67633
"FCV","Light truck",2032,"sales","LOP",2018,"vehicle",30888
"FFV","Light truck",2032,"sales","LOP",2018,"vehicle",1115275
"HEV","Light truck",2032,"sales","LOP",2018,"vehicle",85717
"ICEV-D","Light truck",2032,"sales","LOP",2018,"vehicle",277666
"ICEV-G","Light truck",2032,"sales","LOP",2018,"vehicle",7027386
"PHEV20","Light truck",2032,"sales","LOP",2018,"vehicle",73437
"PHEV40","Light truck",2032,"sales","LOP",2018,"vehicle",43382
"BEV100","Car",2033,"sales","LOP",2018,"vehicle",95369
"BEV300","Car",2033,"sales","LOP",2018,"vehicle",857893
"CNG","Car",2033,"sales","LOP",2018,"vehicle",28973
"FCV","Car",2033,"sales","LOP",2018,"vehicle",30861
"FFV","Car",2033,"sales","LOP",2018,"vehicle",363630
"HEV","Car",2033,"sales","LOP",2018,"vehicle",616678
"ICEV-D","Car",2033,"sales","LOP",2018,"vehicle",264589
"ICEV-G","Car",2033,"sales","LOP",2018,"vehicle",6502492
"PHEV20","Car",2033,"sales","LOP",2018,"vehicle",83601
"PHEV40","Car",2033,"sales","LOP",2018,"vehicle",79726
"BEV100","Light truck",2033,"sales","LOP",2018,"vehicle",71696
"BEV300","Light truck",2033,"sales","LOP",2018,"vehicle",69691
"CNG","Light truck",2033,"sales","LOP",2018,"vehicle",67539
"FCV","Light truck",2033,"sales","LOP",2018,"vehicle",30834
"FFV","Light truck",2033,"sales","LOP",2018,"vehicle",1115080
"HEV","Light truck",2033,"sales","LOP",2018,"vehicle",86531
"ICEV-D","Light truck",2033,"sales","LOP",2018,"vehicle",276673
"ICEV-G","Light truck",2033,"sales","LOP",2018,"vehicle",7019169
"PHEV20","Light truck",2033,"sales","LOP",2018,"vehicle",73551
"PHEV40","Light truck",2033,"sales","LOP",2018,"vehicle",43335
"BEV100","Car",2034,"sales","LOP",2018,"vehicle",96528
"BEV300","Car",2034,"sales","LOP",2018,"vehicle",912527
"CNG","Car",2034,"sales","LOP",2018,"vehicle",29423
"FCV","Car",2034,"sales","LOP",2018,"vehicle",31019
"FFV","Car",2034,"sales","LOP",2018,"vehicle",367925
"HEV","Car",2034,"sales","LOP",2018,"vehicle",627740
"ICEV-D","Car",2034,"sales","LOP",2018,"vehicle",269186
"ICEV-G","Car",2034,"sales","LOP",2018,"vehicle",6568001
"PHEV20","Car",2034,"sales","LOP",2018,"vehicle",84314
"PHEV40","Car",2034,"sales","LOP",2018,"vehicle",82233
"BEV100","Light truck",2034,"sales","LOP",2018,"vehicle",72726
"BEV300","Light truck",2034,"sales","LOP",2018,"vehicle",70321
"CNG","Light truck",2034,"sales","LOP",2018,"vehicle",67788
"FCV","Light truck",2034,"sales","LOP",2018,"vehicle",30987
"FFV","Light truck",2034,"sales","LOP",2018,"vehicle",1120670
"HEV","Light truck",2034,"sales","LOP",2018,"vehicle",87642
"ICEV-D","Light truck",2034,"sales","LOP",2018,"vehicle",276444
"ICEV-G","Light truck",2034,"sales","LOP",2018,"vehicle",7047579
"PHEV20","Light truck",2034,"sales","LOP",2018,"vehicle",74184
"PHEV40","Light truck",2034,"sales","LOP",2018,"vehicle",43584
"BEV100","Car",2035,"sales","LOP",2018,"vehicle",97580
"BEV300","Car",2035,"sales","LOP",2018,"vehicle",964730
"CNG","Car",2035,"sales","LOP",2018,"vehicle",29788
"FCV","Car",2035,"sales","LOP",2018,"vehicle",31134
"FFV","Car",2035,"sales","LOP",2018,"vehicle",371272
"HEV","Car",2035,"sales","LOP",2018,"vehicle",636370
"ICEV-D","Car",2035,"sales","LOP",2018,"vehicle",265656
"ICEV-G","Car",2035,"sales","LOP",2018,"vehicle",6621222
"PHEV20","Car",2035,"sales","LOP",2018,"vehicle",84869
"PHEV40","Car",2035,"sales","LOP",2018,"vehicle",84518
"BEV100","Light truck",2035,"sales","LOP",2018,"vehicle",73697
"BEV300","Light truck",2035,"sales","LOP",2018,"vehicle",70876
"CNG","Light truck",2035,"sales","LOP",2018,"vehicle",67840
"FCV","Light truck",2035,"sales","LOP",2018,"vehicle",31097
"FFV","Light truck",2035,"sales","LOP",2018,"vehicle",1122943
"HEV","Light truck",2035,"sales","LOP",2018,"vehicle",88387
"ICEV-D","Light truck",2035,"sales","LOP",2018,"vehicle",275526
"ICEV-G","Light truck",2035,"sales","LOP",2018,"vehicle",7055316
"PHEV20","Light truck",2035,"sales","LOP",2018,"vehicle",74744
"PHEV40","Light truck",2035,"sales","LOP",2018,"vehicle",43780
"BEV100","Car",2036,"sales","LOP",2018,"vehicle",99007
"BEV300","Car",2036,"sales","LOP",2018,"vehicle",1014409
"CNG","Car",2036,"sales","LOP",2018,"vehicle",30100
"FCV","Car",2036,"sales","LOP",2018,"vehicle",31435
"FFV","Car",2036,"sales","LOP",2018,"vehicle",374048
"HEV","Car",2036,"sales","LOP",2018,"vehicle",643440
"ICEV-D","Car",2036,"sales","LOP",2018,"vehicle",262175
"ICEV-G","Car",2036,"sales","LOP",2018,"vehicle",6662559
"PHEV20","Car",2036,"sales","LOP",2018,"vehicle",85807
"PHEV40","Car",2036,"sales","LOP",2018,"vehicle",86907
"BEV100","Light truck",2036,"sales","LOP",2018,"vehicle",75079
"BEV300","Light truck",2036,"sales","LOP",2018,"vehicle",71851
"CNG","Light truck",2036,"sales","LOP",2018,"vehicle",67750
"FCV","Light truck",2036,"sales","LOP",2018,"vehicle",31392
"FFV","Light truck",2036,"sales","LOP",2018,"vehicle",1122815
"HEV","Light truck",2036,"sales","LOP",2018,"vehicle",88882
"ICEV-D","Light truck",2036,"sales","LOP",2018,"vehicle",275083
