Size,Technology,Fuel type,Range,Drive Cycle,Data,Unit,Source,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Car,FFV,Ethanol,NA,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.137179995,9.408581381,9.408581381,9.408581381,9.408581381,9.408581381,9.408581381,8.633866843,8.711649427,8.711649427,8.110846018,8.40051909,7.58756563,8.110846018,8.40051909,7.840484484
Car,FFV,Ethanol,NA,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.227647124,9.604593493,9.604593493,9.408581381,9.408581381,9.408581381,9.408581381,10.22671889,9.046712866,9.046712866,8.711649427,8.879181147,8.40051909,8.40051909,8.40051909,8.40051909
Car,FFV,Ethanol,NA,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.318114252,9.800605605,9.800605605,9.604593493,9.800605605,9.800605605,10.02218451,10.22671889,10.22671889,9.408581381,9.318114252,9.702599549,8.711649427,9.046712866,9.046712866,8.795415287
Car,FFV,Ethanol,NA,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.408581381,9.800605605,9.800605605,9.800605605,10.22671889,10.69156975,10.22671889,10.22671889,10.22671889,9.800605605,9.800605605,13.06747414,12.37971234,12.37971234,11.76072673,11.76072673
Light truck,FFV,Ethanol,NA,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37971234,10.69156975,10.69156975,11.76072673,14.70090841,12.37971234,11.76072673,12.37971234,12.37971234,9.046712866,9.046712866,9.046712866,9.046712866,9.046712866,9.046712866,8.711649427
Light truck,FFV,Ethanol,NA,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06747414,12.37971234,12.72359324,14.70090841,15.68096897,15.68096897,15.68096897,14.70090841,14.70090841,14.70090841,13.83614909,13.06747414,13.25964288,12.89553369,12.37971234,11.76072673
Light truck,FFV,Ethanol,NA,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,13.06747414,14.70090841,16.80103818,16.80103818,15.68096897,16.80103818,15.68096897,15.68096897,15.68096897,15.19093869,14.70090841,14.70090841,14.70090841,13.83614909,13.06747414
Light truck,FFV,Ethanol,NA,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29735406,13.83614909,16.80103818,16.80103818,16.80103818,16.80103818,16.80103818,16.80103818,16.80103818,15.96098627,16.80103818,16.80103818,16.80103818,16.80103818,16.80103818,13.83614909
Light truck,FFV,Ethanol,NA,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.68096897,15.68096897,16.80103818,16.80103818,19.60121121,19.60121121,19.60121121,16.80103818,16.80103818,16.80103818,16.80103818,19.60121121,19.60121121,19.60121121,19.60121121,19.60121121
Light truck,FFV,Ethanol,NA,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.70090841,12.37971234,12.37971234,13.83614909,16.80103818,14.70090841,13.83614909,14.70090841,13.83614909,10.69156975,10.69156975,10.69156975,10.69156975,10.69156975,10.69156975,9.800605605
Light truck,FFV,Ethanol,NA,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.70090841,13.83614909,14.26852875,16.80103818,18.09342573,18.09342573,17.44723196,16.80103818,16.80103818,16.80103818,15.68096897,14.70090841,15.68096897,14.70090841,13.83614909,13.83614909
Light truck,FFV,Ethanol,NA,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.68096897,14.70090841,16.80103818,18.09342573,18.09342573,18.09342573,18.09342573,17.44723196,16.80103818,16.80103818,16.80103818,16.80103818,16.80103818,16.80103818,15.68096897,14.70090841
Light truck,FFV,Ethanol,NA,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.96098627,15.68096897,18.09342573,18.09342573,18.09342573,18.09342573,19.60121121,18.09342573,18.4703721,18.09342573,18.09342573,18.09342573,18.09342573,18.09342573,18.09342573,15.68096897
Light truck,FFV,Ethanol,NA,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.80103818,18.09342573,19.60121121,19.60121121,21.3831395,21.3831395,21.3831395,19.60121121,19.60121121,19.60121121,19.60121121,23.52145345,23.52145345,23.52145345,23.52145345,23.52145345
Light truck,FFV,Ethanol,NA,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.22671889,9.408581381,9.408581381,9.800605605,11.76072673,10.22671889,9.800605605,10.22671889,9.800605605,7.350454204,7.350454204,7.58756563,7.58756563,7.58756563,7.58756563,7.58756563
Light truck,FFV,Ethanol,NA,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07341153,10.22671889,10.45914432,12.37971234,13.06747414,13.06747414,13.45181162,12.37971234,12.37971234,11.76072673,11.20069212,10.69156975,11.20069212,10.22671889,10.22671889,9.800605605
Light truck,FFV,Ethanol,NA,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76072673,10.69156975,12.37971234,13.83614909,13.83614909,13.83614909,13.83614909,13.06747414,12.37971234,12.37971234,12.07021953,12.72359324,13.06747414,12.37971234,11.20069212,10.69156975
Light truck,FFV,Ethanol,NA,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.08741358,11.76072673,13.83614909,13.83614909,13.83614909,13.83614909,13.83614909,13.83614909,13.83614909,13.06747414,13.06747414,13.83614909,13.83614909,13.83614909,13.83614909,12.37971234
Light truck,FFV,Ethanol,NA,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,13.83614909,14.70090841,14.70090841,16.80103818,16.80103818,16.80103818,14.70090841,14.70090841,14.70090841,14.70090841,15.68096897,16.80103818,15.68096897,15.68096897,15.68096897
Car,BEV,Electricity,Glo,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,24.85484768,24.85484768,27.96170364,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,20.50524934,18.64113576,17.39839338,16.77702218,16.77702218
Car,BEV,Electricity,Glo,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,34.48610116,24.85484768,29.04910323,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,20.97127773,19.88387814,18.01976457,18.01976457,18.69887668
Car,BEV,Electricity,Glo,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,44.11735463,24.85484768,30.13650281,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,22.68004851,21.12662053,19.88387814,19.88387814,20.19456374
Car,BEV,Electricity,Glo,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,50.33106655,24.85484768,31.2239024,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,24.23347649,23.6121053,21.90333452,21.74799172,22.21402011
Car,BEV,Electricity,Glo,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,56.54477847,24.85484768,32.31130198,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,24.23347649,28.58307483,28.58307483,24.85484768,24.85484768
Car,BEV,Electricity,Glo,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,26.71896126,25.47621887,24.85484768,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,19.88387814,16.77702218,14.91290861,15.5342798,15.5342798
Car,BEV,Electricity,Glo,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,34.79678675,25.47621887,25.78690447,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,19.88387814,19.26250695,16.62167939,16.77702218,17.13668736
Car,BEV,Electricity,Glo,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,42.87461225,25.47621887,26.71896126,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,21.12662053,19.88387814,17.39839338,17.39839338,19.88387814
Car,BEV,Electricity,Glo,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,51.26312334,25.47621887,27.65101804,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,22.36936291,23.6121053,22.36936291,22.36936291,23.3014197
Car,BEV,Electricity,Glo,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,59.65163443,25.47621887,28.58307483,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,22.36936291,27.34033245,27.34033245,24.85484768,24.23347649
Car,BEV,Electricity,Glo,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,22.36936291,22.9907341,31.68993079,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,21.74799172,21.12662053,19.26250695,18.64113576,18.64113576
Car,BEV,Electricity,Glo,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,33.86472996,22.9907341,32.93267318,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,22.68004851,21.12662053,20.34990654,19.88387814,19.88614615
Car,BEV,Electricity,Glo,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,45.36009702,22.9907341,34.17541556,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,24.85484768,22.9907341,21.43730612,21.12662053,21.43730612
Car,BEV,Electricity,Glo,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,49.08832417,22.9907341,35.41815794,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,26.71896126,22.9907341,22.36936291,22.36936291,22.46169867
Car,BEV,Electricity,Glo,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,52.81655132,22.9907341,36.66090033,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,26.71896126,31.0685596,31.0685596,25.47621887,25.47621887
Car,BEV,Electricity,100,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,24.85484768,24.85484768,27.96170364,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,20.50524934,18.64113576,17.39839338,16.77702218,16.77702218
Car,BEV,Electricity,100,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,29.67047442,24.85484768,29.04910323,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,20.97127773,19.57319255,18.01976457,18.01976457,18.12511805
Car,BEV,Electricity,100,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,34.48610116,24.85484768,30.13650281,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,22.68004851,20.50524934,18.64113576,18.64113576,18.99118522
Car,BEV,Electricity,100,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,39.30172789,24.85484768,31.2239024,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,24.23347649,22.9907341,19.88387814,19.88387814,19.80014838
Car,BEV,Electricity,100,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11735463,44.11735463,24.85484768,32.31130198,NA,NA,NA,NA,NA,NA,21.12662053,NA,NA,24.23347649,28.58307483,28.58307483,24.85484768,24.85484768
Car,BEV,Electricity,100,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,26.71896126,25.47621887,24.85484768,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,19.88387814,16.77702218,14.91290861,15.5342798,15.5342798
Car,BEV,Electricity,100,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,30.757874,25.47621887,25.78690447,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,19.88387814,18.64113576,16.15565099,16.31099379,16.58814088
Car,BEV,Electricity,100,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,34.79678675,25.47621887,26.71896126,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,21.12662053,19.57319255,17.39839338,17.08770778,17.16267621
Car,BEV,Electricity,100,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,38.8356995,25.47621887,27.65101804,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,22.36936291,21.74799172,17.39839338,17.39839338,17.43373386
Car,BEV,Electricity,100,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225,42.87461225,25.47621887,28.58307483,NA,NA,NA,NA,NA,NA,20.50524934,NA,NA,22.36936291,27.34033245,27.34033245,24.85484768,24.23347649
Car,BEV,Electricity,100,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,22.36936291,22.9907341,31.68993079,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,21.74799172,21.12662053,19.26250695,18.64113576,18.64113576
Car,BEV,Electricity,100,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,28.11704644,22.9907341,32.93267318,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,22.68004851,21.12662053,19.88387814,19.41784975,19.50088048
Car,BEV,Electricity,100,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,33.86472996,22.9907341,34.17541556,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,24.85484768,22.05867732,21.12662053,20.81593493,20.89599861
Car,BEV,Electricity,100,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,39.61241349,22.9907341,35.41815794,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,26.71896126,25.01019048,22.36936291,22.05867732,22.46169867
Car,BEV,Electricity,100,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36009702,45.36009702,22.9907341,36.66090033,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA,26.71896126,31.0685596,31.0685596,25.47621887,25.47621887
Car,BEV,Electricity,200,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.54477847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.54477847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.54477847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.54477847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.54477847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.65163443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.65163443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.65163443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.65163443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.65163443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,NA,NA
Car,BEV,Electricity,200,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.81655132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74799172,NA,NA
Car,BEV,Electricity,200,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.81655132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74799172,NA,NA
Car,BEV,Electricity,200,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.81655132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74799172,NA,NA
Car,BEV,Electricity,200,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.81655132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74799172,NA,NA
Car,BEV,Electricity,200,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.81655132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74799172,NA,NA
Car,BEV,Electricity,300,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,21.74799172,21.74799172,20.50524934
Car,BEV,Electricity,300,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,22.21402011,22.68004851,21.12662053
Car,BEV,Electricity,300,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,22.68004851,23.6121053,22.05867732
Car,BEV,Electricity,300,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,23.1460769,23.6121053,22.68004851
Car,BEV,Electricity,300,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,23.6121053,23.6121053,23.6121053
Car,BEV,Electricity,300,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,22.36936291,22.36936291,20.50524934
Car,BEV,Electricity,300,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,22.68004851,22.9907341,21.74799172
Car,BEV,Electricity,300,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,22.9907341,23.6121053,22.9907341
Car,BEV,Electricity,300,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,23.3014197,23.92279089,23.6121053
Car,BEV,Electricity,300,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6121053,23.6121053,24.23347649,23.6121053
Car,BEV,Electricity,300,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,21.74799172,21.74799172,19.88387814
Car,BEV,Electricity,300,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,22.05867732,22.05867732,20.34990654
Car,BEV,Electricity,300,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,22.36936291,22.36936291,21.74799172
Car,BEV,Electricity,300,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,22.68004851,22.68004851,22.05867732
Car,BEV,Electricity,300,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,22.9907341,22.9907341,22.9907341
Car,BEV,Electricity,400,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Car,BEV,Electricity,400,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
