"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"FCV","Light truck",2028,"sales","LOP",2018,"vehicle",27134
"FFV","Light truck",2028,"sales","LOP",2018,"vehicle",1025025
"HEV","Light truck",2028,"sales","LOP",2018,"vehicle",73915
"ICEV-D","Light truck",2028,"sales","LOP",2018,"vehicle",267661
"ICEV-G","Light truck",2028,"sales","LOP",2018,"vehicle",6494989
"PHEV20","Light truck",2028,"sales","LOP",2018,"vehicle",63995
"PHEV40","Light truck",2028,"sales","LOP",2018,"vehicle",38048
"BEV100","Car",2029,"sales","LOP",2018,"vehicle",381061
"BEV300","Car",2029,"sales","LOP",2018,"vehicle",2916091
"CNG","Car",2029,"sales","LOP",2018,"vehicle",18687
"FCV","Car",2029,"sales","LOP",2018,"vehicle",20189
"FFV","Car",2029,"sales","LOP",2018,"vehicle",237902
"HEV","Car",2029,"sales","LOP",2018,"vehicle",381931
"ICEV-D","Car",2029,"sales","LOP",2018,"vehicle",168835
"ICEV-G","Car",2029,"sales","LOP",2018,"vehicle",4289248
"PHEV20","Car",2029,"sales","LOP",2018,"vehicle",53776
"PHEV40","Car",2029,"sales","LOP",2018,"vehicle",43626
"BEV100","Light truck",2029,"sales","LOP",2018,"vehicle",523757
"BEV300","Light truck",2029,"sales","LOP",2018,"vehicle",517448
"CNG","Light truck",2029,"sales","LOP",2018,"vehicle",60535
"FCV","Light truck",2029,"sales","LOP",2018,"vehicle",26825
"FFV","Light truck",2029,"sales","LOP",2018,"vehicle",994392
"HEV","Light truck",2029,"sales","LOP",2018,"vehicle",73203
"ICEV-D","Light truck",2029,"sales","LOP",2018,"vehicle",254033
"ICEV-G","Light truck",2029,"sales","LOP",2018,"vehicle",6290899
"PHEV20","Light truck",2029,"sales","LOP",2018,"vehicle",63364
"PHEV40","Light truck",2029,"sales","LOP",2018,"vehicle",37626
"BEV100","Car",2030,"sales","LOP",2018,"vehicle",429217
"BEV300","Car",2030,"sales","LOP",2018,"vehicle",3384384
"CNG","Car",2030,"sales","LOP",2018,"vehicle",17372
"FCV","Car",2030,"sales","LOP",2018,"vehicle",18762
"FFV","Car",2030,"sales","LOP",2018,"vehicle",220075
"HEV","Car",2030,"sales","LOP",2018,"vehicle",359523
"ICEV-D","Car",2030,"sales","LOP",2018,"vehicle",164954
"ICEV-G","Car",2030,"sales","LOP",2018,"vehicle",3959051
"PHEV20","Car",2030,"sales","LOP",2018,"vehicle",50222
"PHEV40","Car",2030,"sales","LOP",2018,"vehicle",44763
"BEV100","Light truck",2030,"sales","LOP",2018,"vehicle",640604
"BEV300","Light truck",2030,"sales","LOP",2018,"vehicle",630596
"CNG","Light truck",2030,"sales","LOP",2018,"vehicle",59067
"FCV","Light truck",2030,"sales","LOP",2018,"vehicle",26442
"FFV","Light truck",2030,"sales","LOP",2018,"vehicle",971721
"HEV","Light truck",2030,"sales","LOP",2018,"vehicle",72818
"ICEV-D","Light truck",2030,"sales","LOP",2018,"vehicle",246013
"ICEV-G","Light truck",2030,"sales","LOP",2018,"vehicle",6138542
"PHEV20","Light truck",2030,"sales","LOP",2018,"vehicle",62564
"PHEV40","Light truck",2030,"sales","LOP",2018,"vehicle",37101
"BEV100","Car",2031,"sales","LOP",2018,"vehicle",482840
"BEV300","Car",2031,"sales","LOP",2018,"vehicle",3982550
"CNG","Car",2031,"sales","LOP",2018,"vehicle",15521
"FCV","Car",2031,"sales","LOP",2018,"vehicle",16616
"FFV","Car",2031,"sales","LOP",2018,"vehicle",195877
"HEV","Car",2031,"sales","LOP",2018,"vehicle",325443
"ICEV-D","Car",2031,"sales","LOP",2018,"vehicle",146172
"ICEV-G","Car",2031,"sales","LOP",2018,"vehicle",3517471
"PHEV20","Car",2031,"sales","LOP",2018,"vehicle",44728
"PHEV40","Car",2031,"sales","LOP",2018,"vehicle",40890
"BEV100","Light truck",2031,"sales","LOP",2018,"vehicle",792273
"BEV300","Light truck",2031,"sales","LOP",2018,"vehicle",776647
"CNG","Light truck",2031,"sales","LOP",2018,"vehicle",56684
"FCV","Light truck",2031,"sales","LOP",2018,"vehicle",25516
"FFV","Light truck",2031,"sales","LOP",2018,"vehicle",933459
"HEV","Light truck",2031,"sales","LOP",2018,"vehicle",71014
"ICEV-D","Light truck",2031,"sales","LOP",2018,"vehicle",234268
"ICEV-G","Light truck",2031,"sales","LOP",2018,"vehicle",5889884
"PHEV20","Light truck",2031,"sales","LOP",2018,"vehicle",60507
"PHEV40","Light truck",2031,"sales","LOP",2018,"vehicle",35818
"BEV100","Car",2032,"sales","LOP",2018,"vehicle",532914
"BEV300","Car",2032,"sales","LOP",2018,"vehicle",4555809
"CNG","Car",2032,"sales","LOP",2018,"vehicle",13550
"FCV","Car",2032,"sales","LOP",2018,"vehicle",14592
"FFV","Car",2032,"sales","LOP",2018,"vehicle",170480
"HEV","Car",2032,"sales","LOP",2018,"vehicle",286781
"ICEV-D","Car",2032,"sales","LOP",2018,"vehicle",126998
"ICEV-G","Car",2032,"sales","LOP",2018,"vehicle",3053241
"PHEV20","Car",2032,"sales","LOP",2018,"vehicle",39363
"PHEV40","Car",2032,"sales","LOP",2018,"vehicle",36666
"BEV100","Light truck",2032,"sales","LOP",2018,"vehicle",952024
"BEV300","Light truck",2032,"sales","LOP",2018,"vehicle",930106
"CNG","Light truck",2032,"sales","LOP",2018,"vehicle",54128
"FCV","Light truck",2032,"sales","LOP",2018,"vehicle",24720
"FFV","Light truck",2032,"sales","LOP",2018,"vehicle",892589
"HEV","Light truck",2032,"sales","LOP",2018,"vehicle",68601
"ICEV-D","Light truck",2032,"sales","LOP",2018,"vehicle",222224
"ICEV-G","Light truck",2032,"sales","LOP",2018,"vehicle",5624235
"PHEV20","Light truck",2032,"sales","LOP",2018,"vehicle",58773
"PHEV40","Light truck",2032,"sales","LOP",2018,"vehicle",34719
"BEV100","Car",2033,"sales","LOP",2018,"vehicle",571140
"BEV300","Car",2033,"sales","LOP",2018,"vehicle",5137702
"CNG","Car",2033,"sales","LOP",2018,"vehicle",11686
"FCV","Car",2033,"sales","LOP",2018,"vehicle",12447
"FFV","Car",2033,"sales","LOP",2018,"vehicle",146672
"HEV","Car",2033,"sales","LOP",2018,"vehicle",248740
"ICEV-D","Car",2033,"sales","LOP",2018,"vehicle",106723
"ICEV-G","Car",2033,"sales","LOP",2018,"vehicle",2622819
"PHEV20","Car",2033,"sales","LOP",2018,"vehicle",33720
"PHEV40","Car",2033,"sales","LOP",2018,"vehicle",32157
"BEV100","Light truck",2033,"sales","LOP",2018,"vehicle",1125794
"BEV300","Light truck",2033,"sales","LOP",2018,"vehicle",1094311
"CNG","Light truck",2033,"sales","LOP",2018,"vehicle",51425
"FCV","Light truck",2033,"sales","LOP",2018,"vehicle",23477
"FFV","Light truck",2033,"sales","LOP",2018,"vehicle",849039
"HEV","Light truck",2033,"sales","LOP",2018,"vehicle",65886
"ICEV-D","Light truck",2033,"sales","LOP",2018,"vehicle",210663
"ICEV-G","Light truck",2033,"sales","LOP",2018,"vehicle",5344503
"PHEV20","Light truck",2033,"sales","LOP",2018,"vehicle",56002
"PHEV40","Light truck",2033,"sales","LOP",2018,"vehicle",32995
"BEV100","Car",2034,"sales","LOP",2018,"vehicle",607508
"BEV300","Car",2034,"sales","LOP",2018,"vehicle",5743078
"CNG","Car",2034,"sales","LOP",2018,"vehicle",9923
"FCV","Car",2034,"sales","LOP",2018,"vehicle",10461
"FFV","Car",2034,"sales","LOP",2018,"vehicle",124088
"HEV","Car",2034,"sales","LOP",2018,"vehicle",211715
"ICEV-D","Car",2034,"sales","LOP",2018,"vehicle",90787
"ICEV-G","Car",2034,"sales","LOP",2018,"vehicle",2215162
"PHEV20","Car",2034,"sales","LOP",2018,"vehicle",28436
"PHEV40","Car",2034,"sales","LOP",2018,"vehicle",27734
"BEV100","Light truck",2034,"sales","LOP",2018,"vehicle",1318756
"BEV300","Light truck",2034,"sales","LOP",2018,"vehicle",1275145
"CNG","Light truck",2034,"sales","LOP",2018,"vehicle",48798
"FCV","Light truck",2034,"sales","LOP",2018,"vehicle",22306
"FFV","Light truck",2034,"sales","LOP",2018,"vehicle",806732
"HEV","Light truck",2034,"sales","LOP",2018,"vehicle",63090
"ICEV-D","Light truck",2034,"sales","LOP",2018,"vehicle",199002
"ICEV-G","Light truck",2034,"sales","LOP",2018,"vehicle",5073315
"PHEV20","Light truck",2034,"sales","LOP",2018,"vehicle",53402
"PHEV40","Light truck",2034,"sales","LOP",2018,"vehicle",31374
"BEV100","Car",2035,"sales","LOP",2018,"vehicle",639795
"BEV300","Car",2035,"sales","LOP",2018,"vehicle",6325372
"CNG","Car",2035,"sales","LOP",2018,"vehicle",8146
"FCV","Car",2035,"sales","LOP",2018,"vehicle",8514
"FFV","Car",2035,"sales","LOP",2018,"vehicle",101535
"HEV","Car",2035,"sales","LOP",2018,"vehicle",174033
"ICEV-D","Car",2035,"sales","LOP",2018,"vehicle",72651
"ICEV-G","Car",2035,"sales","LOP",2018,"vehicle",1810766
"PHEV20","Car",2035,"sales","LOP",2018,"vehicle",23209
"PHEV40","Car",2035,"sales","LOP",2018,"vehicle",23113
"BEV100","Light truck",2035,"sales","LOP",2018,"vehicle",1521659
"BEV300","Light truck",2035,"sales","LOP",2018,"vehicle",1463412
"CNG","Light truck",2035,"sales","LOP",2018,"vehicle",45841
"FCV","Light truck",2035,"sales","LOP",2018,"vehicle",21013
"FFV","Light truck",2035,"sales","LOP",2018,"vehicle",758804
"HEV","Light truck",2035,"sales","LOP",2018,"vehicle",59725
"ICEV-D","Light truck",2035,"sales","LOP",2018,"vehicle",186180
"ICEV-G","Light truck",2035,"sales","LOP",2018,"vehicle",4767478
"PHEV20","Light truck",2035,"sales","LOP",2018,"vehicle",50506
"PHEV40","Light truck",2035,"sales","LOP",2018,"vehicle",29583
"BEV100","Car",2036,"sales","LOP",2018,"vehicle",629472
"BEV300","Car",2036,"sales","LOP",2018,"vehicle",6449464
"CNG","Car",2036,"sales","LOP",2018,"vehicle",8139
"FCV","Car",2036,"sales","LOP",2018,"vehicle",8500
"FFV","Car",2036,"sales","LOP",2018,"vehicle",101144
"HEV","Car",2036,"sales","LOP",2018,"vehicle",173988
"ICEV-D","Car",2036,"sales","LOP",2018,"vehicle",70893
"ICEV-G","Car",2036,"sales","LOP",2018,"vehicle",1801582
"PHEV20","Car",2036,"sales","LOP",2018,"vehicle",23202
"PHEV40","Car",2036,"sales","LOP",2018,"vehicle",23500
"BEV100","Light truck",2036,"sales","LOP",2018,"vehicle",1550241
"BEV300","Light truck",2036,"sales","LOP",2018,"vehicle",1483588
"CNG","Light truck",2036,"sales","LOP",2018,"vehicle",45401
"FCV","Light truck",2036,"sales","LOP",2018,"vehicle",21036
