Size,Technology,Aeo_case,Fc_impro,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Car,PHEV40,HOP,Med,0,0,-0.166128322,-1.206252818,-0.583033599,-2.996934798,-1.312568036,-1.438009814,-1.393942936,-0.891707257,-0.854096086,-1.284060839,-0.068891878,0.160337245,0.084873119,0.101816653,0.10251062,0.088846849,0.071223904,0.037035241,0.036812416,0.037542013,0.049599305,0.003083078,0.025872092,0.049833915,0.017234419,0.072501731,0.030129699,0.089097712,0.028669145,0.052595147,0.054020176,0.032325877,0.036521655,0.023260446
Car,PHEV40,HOP,High,0,0,-1.946990393,-1.925194961,-0.626893193,-4.118649961,-1.904266184,-2.700457767,-3.137732394,-2.066310456,-1.582451787,-2.404575185,-0.215309208,0.197461553,0.125980729,0.178630558,0.168587423,0.129533484,0.090361751,0.025600783,0.049121845,0.03382945,0.06114011,-0.011877643,0.004869418,0.047734358,0.002991486,0.092968115,0.038352773,0.117586484,0.041017772,0.072388229,0.074748086,0.044311597,0.050515853,0.032031145
Car,FCV,HOP,Med,0,0,-0.354394804,-0.329454956,-0.401553901,-0.835326557,-0.677179458,-1.20675729,-2.001400652,-1.104123937,-0.485305621,-0.066033619,-0.052846042,-0.003296458,0.000289766,-0.001062455,-0.001030241,-0.001267003,-0.003918096,-0.004127571,-0.001318716,-0.002760865,-0.001889662,-0.002332912,-0.002641147,-0.001702576,-0.002094923,-0.000950901,-0.001032893,-0.001845653,-0.002177747,-0.001908839,-0.000189949,-0.001512288,0,-0.000807511
Car,FCV,HOP,High,0,0,-0.611333953,-0.56831251,-0.692683783,-1.440945183,-1.168140136,-2.081666254,-3.452432591,-1.904622876,-0.837156189,-0.113908535,-0.091159857,-0.005686418,0.000499848,-0.001832743,-0.001777174,-0.00218559,-0.006758749,-0.007120093,-0.002274796,-0.004762515,-0.003259682,-0.004024292,-0.004556,-0.002936958,-0.00361376,-0.001640312,-0.001781748,-0.003183766,-0.003756632,-0.003292764,-0.000327664,-0.002608709,0,-0.001392963
Light truck,ICEV-G,HOP,Med,0,0,-1.210574524,-1.726295952,-1.378746928,-2.651485684,-3.858289281,-2.568582687,-2.436650946,-3.616767881,-2.546989133,-0.110905195,-0.174096454,-0.163254943,-0.021301524,-0.03265825,0.013833014,0.062465776,0.073720255,0.067199152,0.136251365,0.118491083,0.124539351,0.023733573,0.017132234,0.032195198,0.026441969,0.053378141,0.046270167,0.060095276,0.04449859,0.051284995,0.072317732,0.050907752,0.058335639,0.044255933
Light truck,ICEV-G,HOP,High,0,0,-2.94729343,-2.787969246,-2.962533992,-5.581466828,-9.076832316,-7.106274869,-6.870525646,-6.687431228,-1.676760684,-0.70892855,-0.616644012,-0.401027784,-0.193486316,-0.201331665,-0.006374064,0.052771487,0.044414283,0.034575968,0.041053361,0.018486915,0.024937435,0.007341777,0.003059167,0.013459915,0.008793155,0.027792036,0.023365067,0.033092092,0.025854011,0.033626214,0.043582759,0.032960294,0.034953483,0.027751046
Light truck,BEV100,HOP,Med,0,0,-0.198554481,-0.228026584,-0.4421709,-0.738671694,-0.519658418,-0.729375573,-1.092303635,-0.749342929,-1.41124884,-0.031643188,-0.029774285,-0.009040612,-0.001324824,2.45E-05,0.000240331,0.001328106,0.001148456,0.000830328,0.000279247,0.000363534,0.000254706,0.000243593,0.000321396,0.000187559,0.000119945,-3.52E-05,-2.13E-05,8.47E-05,0.000138007,0.000466357,0,0.00063957,0,0.000148199
Light truck,BEV100,HOP,High,0,0,-0.611354545,-0.568305479,-0.692685951,-1.440938313,-1.168129837,-2.081683484,-3.45240297,-1.904643086,-0.837159889,-0.113905101,-0.091157458,-0.005682683,0.000486137,-0.001824942,-0.001771985,-0.002212973,-0.00674431,-0.00711718,-0.002280229,-0.004777767,-0.003228514,-0.004029846,-0.0045597,-0.002951863,-0.00360324,-0.001621334,-0.001801558,-0.003169036,-0.003758619,-0.003296152,-0.000329124,-0.002600603,0,-0.0014046
Light truck,BEV300,HOP,Med,0,0,-0.789462326,-0.962554765,-0.611467609,-0.891120494,-1.545059365,-0.889782281,-1.252353676,-1.234639773,-0.100853959,-0.003759362,-0.024186401,-0.071478226,-0.058362164,-0.060928248,-0.047117423,-0.046604718,-0.041984678,-0.031794465,-0.008107881,-0.024835282,-0.014809032,-0.017692698,-0.020211469,-0.011513751,-0.009021855,-0.004236587,-0.003020338,-0.004950811,-0.005548027,-0.005045035,6.73E-05,-0.002829245,-2.78E-05,-0.000865291
Light truck,BEV300,HOP,High,0,0,-1.426561812,-0.830243324,-0.752107064,-1.349848237,-2.645488152,-1.736498843,-1.549063957,-2.475832769,-1.65396068,-0.026724305,-0.065869143,-0.083972501,-0.037170421,-0.039618349,-0.01780232,-0.011228802,-0.013094171,-0.010334097,-0.004896195,-0.007103103,-0.005040628,-0.005304117,-0.005663627,-0.003325197,-0.000380643,-0.000760373,-0.000698741,8.34E-05,0.001209898,0.001251603,3.44E-05,0.000442277,0,0.00015226
Light truck,FFV,HOP,Med,0,0,-1.228710622,-1.707743428,-1.381121352,-2.65544696,-3.861520123,-2.55303761,-2.386535681,-3.584984262,-2.681773599,-0.109313843,-0.163815832,-0.165022208,-0.018493595,-0.029715137,0.01467017,0.064607458,0.075935098,0.058797685,0.072919891,0.122213558,0.128394532,0.10952311,0.019375224,0.033093248,0.027098629,0.054898186,0.047443946,0.066463464,0.049722538,0.05304581,0.073679344,0.052165907,0.05936376,0.045125238
Light truck,FFV,HOP,High,0,0,-2.962245381,-2.763557595,-2.964473422,-5.586194045,-9.080263294,-7.068743324,-6.834364309,-6.640567514,-1.81953229,-0.710228223,-0.607702653,-0.387927594,-0.191144823,-0.195140239,-0.005367569,0.053375444,0.04462121,0.034432856,0.041335622,0.01821141,0.024846544,0.007263466,0.002606956,0.013025419,0.008570089,0.02751147,0.02307018,0.032584575,0.025589898,0.032864968,0.042971702,0.032087292,0.034348765,0.027214589
Light truck,ICEV-D,HOP,Med,0,0,-0.527932233,-0.849366012,-0.821779819,-1.370533268,-2.315765449,-1.835679205,-1.073309371,-1.837580563,-2.229285315,-0.074914401,-0.114708863,-0.095276752,-0.032060163,0.036967678,0.061854347,0.089985886,0.124538078,0.11351789,0.114135673,0.101686045,0.107769023,0.092529498,0.088690984,0.095758565,0.023515587,0.043994782,0.038152831,0.053403784,0.044358078,0.050119747,0.060271132,0.047350475,0.048761666,0.039057629
Light truck,ICEV-D,HOP,High,0,0,-1.407157859,-1.239095979,-1.589364508,-2.778358712,-4.510542712,-4.666299027,-4.243761854,-3.907780475,-1.109529688,-0.537991169,-0.509809693,-0.364989715,-0.193074838,-0.165075278,-0.01167025,0.043482186,0.041698971,0.037220437,0.042536893,0.020712114,0.02648923,0.008994786,0.004355699,0.014435285,0.009903925,0.028985246,0.024666322,0.034552271,0.027792249,0.03442392,0.044329338,0.033568576,0.035766927,0.028412906
Light truck,CNG,HOP,Med,0,0,-1.747407151,-1.652326007,-1.17354703,-2.045669189,-3.545893137,-3.619381805,-4.590541098,-5.189131476,-0.409739343,-0.593599789,-0.591120495,-0.458023057,-0.402651146,-0.372393972,-0.206704758,-0.171847278,-0.148934199,-0.106064567,0.019674865,-0.03107653,-0.009814878,-0.035798443,-0.043525463,-0.020768527,-0.025833897,0.012447203,0.010721859,0.003440972,-0.005742592,0.00049373,0.043073997,0.014409601,0.035121365,0.021820812
Light truck,CNG,HOP,High,0,0,-2.943523495,-2.782690104,-2.957177534,-5.577280981,-9.072776845,-7.106103978,-6.867085217,-6.679977624,-1.672079975,-0.709681798,-0.61756105,-0.402677758,-0.195530485,-0.202896675,-0.007626376,0.051751066,0.043738505,0.034169064,0.040784301,0.01834726,0.024826429,0.007326075,0.00310251,0.013515281,0.008880663,0.027945592,0.023593388,0.033504668,0.02636303,0.03427675,0.044360181,0.033721344,0.035751581,0.028486629
Light truck,HEV,HOP,Med,0,0,-0.996046733,-0.703491584,-1.03421831,-1.90164898,-5.136266251,-3.012553152,-1.096803122,-2.42254273,-1.484645705,-0.205525308,-0.228691149,-0.180742659,-0.131364298,-0.143490808,-0.102675391,-0.072082922,0.037806798,0.032955481,0.050659779,0.016413876,0.029445074,0.005375652,-0.007444954,0.010884226,0.003743123,0.03259881,0.026139739,0.033768999,0.023237283,0.033724714,0.057291119,0.036280351,0.04600355,0.034107811
Light truck,HEV,HOP,High,0,0,-3.583759261,-2.276068424,-2.122538946,-4.682336893,-6.870533069,-2.923912575,-3.035135388,-4.952671657,-3.941652676,-0.298251134,-0.334896896,-0.206382075,-0.174895289,-0.145492262,-0.108664617,-0.056828429,-0.031557561,-0.036833785,0.012129647,0.018559357,0.031552887,-0.000469475,-0.005588077,0.016714461,0.005928365,0.052109731,0.046264972,0.059604334,0.040461968,0.052215087,0.091005225,0.057061342,0.073334855,0.053559836
Light truck,PHEV20,HOP,Med,0,0,-1.383845376,-1.358598963,-1.105519204,-1.735705613,-2.76317098,-2.103783314,-1.381147783,-1.811353093,-3.119537099,-1.751274208,-0.064635883,0.073852994,0.020300267,-0.040403252,-0.012934996,-0.003432524,0.013908413,0.017115204,0.049349257,0.074621091,0.123456156,-0.027035392,0.009986995,0.03258592,0.01266008,0.055301687,0.031910086,0.069712351,0.029919342,0.047513542,0.052739882,0.034286384,0.038263079,0.027726809
Light truck,PHEV20,HOP,High,0,0,-1.809873703,-1.776854971,-1.445862499,-2.270057045,-3.613836184,-2.751450532,-1.806345633,-2.368993232,-4.079912581,-2.290418561,-0.084534578,0.096589253,0.026549873,-0.05284173,-0.016917142,-0.004489255,0.018190234,0.022384262,0.064541837,0.097593815,0.161463162,-0.035358463,0.013061574,0.042617767,0.016557591,0.072326771,0.041733872,0.091173879,0.03913026,0.062140981,0.068976294,0.044841733,0.050042686,0.036262738
Light truck,PHEV40,HOP,Med,0,0,-0.166128322,-1.206252818,-0.583033599,-2.996934798,-1.312568036,-1.438009814,-1.393942936,-0.891707257,-0.854096086,-1.284060839,-0.068891878,0.160337245,0.084873119,0.101816653,0.10251062,0.088846849,0.071223904,0.037035241,0.036812416,0.037542013,0.049599305,0.003083078,0.025872092,0.049833915,0.017234419,0.072501731,0.030129699,0.089097712,0.028669145,0.052595147,0.054020176,0.032325877,0.036521655,0.023260446
Light truck,PHEV40,HOP,High,0,0,-1.946990393,-1.925194961,-0.626893193,-4.118649961,-1.904266184,-2.700457767,-3.137732394,-2.066310456,-1.582451787,-2.404575185,-0.215309208,0.197461553,0.125980729,0.178630558,0.168587423,0.129533484,0.090361751,0.025600783,0.049121845,0.03382945,0.06114011,-0.011877643,0.004869418,0.047734358,0.002991486,0.092968115,0.038352773,0.117586484,0.041017772,0.072388229,0.074748086,0.044311597,0.050515853,0.032031145
Light truck,FCV,HOP,Med,0,0,-0.574519256,-0.329907921,-0.458207675,-0.95014453,-2.082513393,-1.491767576,-0.881716371,-1.684790697,-0.227711046,-0.004088758,-0.070252528,-0.125263289,-0.092521182,-0.11562467,-0.056967271,0.003988711,0.003787621,0.00280624,0.000406124,0.002381922,0.001584557,0.002130359,0.002662492,0.002020677,0.001955519,0.000598447,0.000662533,0.001497887,0.001802324,0.001816109,1.37E-05,0.001095178,0,0.000415415
Light truck,FCV,HOP,High,0,0,-0.934155012,-0.536422644,-0.745035074,-1.544913014,-3.386118574,-2.425579549,-1.43365041,-2.739430677,-0.370252889,-0.006648227,-0.114228985,-0.203675209,-0.150437301,-0.188003037,-0.092627464,0.006485552,0.006158585,0.004562881,0.000660348,0.003872951,0.002576453,0.003463914,0.00432915,0.003285574,0.003179629,0.000973061,0.001077263,0.00243553,0.002930536,0.002952952,2.23E-05,0.001780734,0,0.000675456
Car,ICEV-G,LOP,Med,0,0,0.56028597,-1.140006756,-1.842914228,-2.037964449,-1.759344206,-2.627339529,-3.792880016,-2.075229504,-3.822840865,0.046602997,-0.027995179,0.042717787,0.147666506,0.132777843,0.140307094,0.143360863,0.140546084,0.141001458,0.177521237,0.177626663,0.169360661,0.17863201,0.18313594,0.179930929,0.185211782,0.188133471,0.206336216,0.205598106,0.208299576,0.210132163,0.214643564,0.213481664,0.216235052,0.213913691
Car,ICEV-G,LOP,High,0,0,-0.149306841,-2.225183944,-3.616866022,-3.978268698,-5.01117524,-5.705043789,-5.595035356,-2.578945991,-5.113289697,-0.081542898,0.20236963,0.207573152,0.219994087,0.186732609,0.178535939,0.214700613,0.173781617,0.198168482,0.207629484,0.203361693,0.201290123,0.182878551,0.170440591,0.192237201,0.171308119,0.199302836,0.209622807,0.203890465,0.203982404,0.198619419,0.209764045,0.210679919,0.209826108,0.193221293
Car,BEV100,LOP,Med,0,0,-0.20809906,-0.537311807,-0.737772027,-0.573295957,-0.598015837,-0.959021443,-1.493977381,-0.493552158,-1.228347437,-0.0025678,-0.003572028,-0.000562704,0.000393462,-0.006058463,-0.004181695,-0.00446481,-0.003901977,-0.00405593,-0.001423275,-0.001452637,-0.002150919,-0.001489169,-0.001007219,-0.001547894,-0.000636114,-0.001003789,-0.000485265,-0.00073873,-0.00051513,-0.000397067,-0.000348877,-0.001073595,-0.000779647,-0.000790236
Car,BEV100,LOP,High,0,0,-0.611354545,-0.994127948,-1.178229865,-1.38086054,-1.552029299,-2.237771234,-3.812951075,-0.647553578,-2.766148301,-0.021926353,0.001264556,0.002133504,0.00182793,0.000935051,0.000789434,0.000336277,-0.000102512,-0.000306576,2.97E-05,-5.84E-05,-0.000212687,-0.000160952,-0.000116882,-0.000189693,-8.81E-05,-0.000131252,-4.41E-05,-0.000123587,-4.41E-05,-5.17E-05,0,-0.000182027,-8.81E-05,-0.000145621
Car,BEV300,LOP,Med,0,0,-0.328727741,-0.700441679,-0.689690637,-0.803948985,-0.831880404,-0.946853923,-1.406209195,-0.919707681,-0.39360088,-0.001631935,-0.002236404,-0.000328528,0.000917864,0.000960921,0.000686198,0.000564662,0.000429829,0.000357665,0.000217132,0.000169021,0.000115846,-2.41E-05,-1.46E-05,0,-4.43E-06,-2.47E-05,-1.39E-05,-2.47E-05,-2.41E-05,0,-9.50E-06,-2.91E-05,-1.46E-05,-3.86E-05
Car,BEV300,LOP,High,0,0,-0.213083455,-1.398301889,-1.70002759,-1.304195485,-1.677695447,-2.021115292,-2.09410437,-0.502853256,-2.067550774,-0.010667693,0.00480951,0.001001587,0.000275966,0.000134897,7.41E-05,4.67E-05,2.03E-05,2.03E-05,7.05E-06,1.32E-05,0,-2.03E-05,0,-1.32E-05,0,0,1.32E-05,0,0,0,0,0,0,-1.32E-05
Car,FFV,LOP,Med,0,0,0.562951743,-1.130932889,-1.859402929,-2.048496346,-1.768019989,-2.636972887,-3.799615462,-2.073843401,-3.877242772,0.048080842,-0.024743262,0.003655984,0.09528931,0.131530702,0.146535569,0.140994032,0.140045043,0.138497554,0.175512827,0.175025115,0.166660555,0.175775159,0.180177254,0.1770396,0.182158906,0.18350092,0.200059608,0.202620822,0.2053703,0.207193404,0.211761685,0.210485645,0.213224594,0.210676636
Car,FFV,LOP,High,0,0,-0.145078808,-2.205567109,-3.644304721,-3.995166538,-5.024720542,-5.719797579,-5.595766254,-2.569339286,-5.236999222,-0.081772901,0.202494281,0.20784482,0.221464353,0.187133813,0.179111572,0.219897032,0.180409665,0.195975644,0.208516364,0.204339359,0.202439558,0.184091679,0.171595533,0.193622948,0.172462538,0.191845629,0.204907499,0.205151261,0.205347106,0.200049735,0.211350289,0.212210068,0.211460623,0.194739484
Car,ICEV-D,LOP,Med,0,0,0.159043017,-0.57428468,-1.435375079,-1.588770861,-1.641119371,-1.517090634,-1.974977043,-1.578005703,-2.626074422,0.167803499,0.137942629,0.145100552,0.159086156,0.136987213,0.129949446,0.159756166,0.143946258,0.146724366,0.148483726,0.145312802,0.141485565,0.130986616,0.177976168,0.268655267,0.261242199,0.269862605,0.276097706,0.271226813,0.274073238,0.276447788,0.283379959,0.277719049,0.280489331,0.272605952
Car,ICEV-D,LOP,High,0,0,0.028939443,-1.104484587,-0.963380172,-1.927876486,-2.263659262,-2.920379312,-4.61853156,-2.483815993,-3.478228508,0.221222616,0.17915911,0.190804943,0.210557868,0.181511504,0.173123475,0.213664887,0.193001555,0.197243814,0.200415678,0.196496512,0.191863537,0.178370298,0.167172301,0.184587244,0.167271127,0.189498302,0.195695396,0.187909206,0.190136552,0.189054935,0.284273794,0.29339859,0.295025276,0.282213856
Car,CNG,LOP,Med,0,0,1.585869923,-2.041836195,-2.874382071,-3.099073462,-2.86753102,-2.494283485,-3.077337186,-2.439122413,-3.408848901,0.022909269,0.169641077,0.175432541,0.187400922,0.152810642,0.132534993,0.161335134,0.145110135,0.144914879,0.158045529,0.154215829,0.16190656,0.14749703,0.216768734,0.306401899,0.294249966,0.305765724,0.308171399,0.304613281,0.305504325,0.304067008,0.310043228,0.301048628,0.302576195,0.294039176
Car,CNG,LOP,High,0,0,-0.132450827,-2.135334898,-3.708712291,-4.026800811,-5.050697492,-5.749869416,-5.582097558,-2.536806052,-5.577081261,-0.079867291,0.202166208,0.207797001,0.224561151,0.187281517,0.179575989,0.219914749,0.198941562,0.201345621,0.209349978,0.205206912,0.203303005,0.18504991,0.172591803,0.19479562,0.17369962,0.195420068,0.20575388,0.198330622,0.199987181,0.197796638,0.210923974,0.230855585,0.459773413,0.45682143
Car,HEV,LOP,Med,0,0,0.336499975,-1.02902049,-1.813754052,-2.337037901,-1.96437642,-2.455296882,-3.359112147,-1.863140251,-2.36957563,0.106853895,0.088738135,0.090499382,0.081257272,0.025130332,0.052362967,0.061105372,0.053575248,0.051449917,0.072231056,0.068737346,0.060159527,0.060923118,0.058622047,0.058386408,0.054596512,0.058049464,0.06466781,0.059161762,0.067003791,0.069532853,0.073449371,0.072756495,0.072415303,0.066033252
Car,HEV,LOP,High,0,0,0.306972798,-1.702700082,-4.36933473,-4.170152509,-5.576280415,-5.80988918,-5.308003464,-1.751232938,-7.3570602,0.023771538,0.250893613,0.250426442,0.259389045,0.221058709,0.202787335,0.236630809,0.211200402,0.211193275,0.209947914,0.203605177,0.197320258,0.181770462,0.169761039,0.187271929,0.162913505,0.182435315,0.194998736,0.186897364,0.189292457,0.188898298,0.200171456,0.193236759,0.195314452,0.179105436
Car,PHEV20,LOP,Med,0,0,0.483957801,0.18606759,-2.317571508,-2.345869681,-1.61372085,-1.781893723,-2.780509805,-2.031305882,-1.468162921,-1.062286604,0.033731766,0.072754444,0.06923654,0.00586098,0.035152864,0.061543887,0.03360744,0.041329661,0.058127312,0.053360398,0.046341381,0.043914987,0.042988353,0.053378198,0.035327397,0.05306147,0.054956858,0.045213753,0.055052667,0.056390835,0.063658932,0.056801986,0.059518559,0.048023363
Car,PHEV20,LOP,High,0,0,-2.305810204,1.012985364,-5.298766234,-4.269988105,-4.057812817,-4.195809522,-4.630795307,-2.979424495,-2.818561838,-4.273881672,0.026062624,0.186362592,0.20454516,0.128905989,0.134573661,0.211075987,0.13689632,0.161595085,0.161812075,0.152013778,0.147173427,0.127436309,0.120488623,0.162379433,0.099268088,0.158786097,0.169098031,0.142800301,0.150645455,0.148489697,0.168261386,0.146066742,0.155535719,0.125797478
Car,PHEV40,LOP,Med,0,0,-0.182746507,0.353255607,-3.453770304,-2.732830094,-1.786769446,-1.88530256,-2.150452056,-0.947324779,-1.714697164,-1.60783552,0.009205756,0.086686897,0.093033864,0.042325221,0.051309864,0.099279511,0.049896878,0.067364148,0.067582085,0.061485734,0.059033291,0.04832602,0.045961104,0.070921325,0.031033308,0.069032387,0.065058361,0.052212822,0.059269514,0.057461704,0.068300883,0.054150253,0.059893901,0.043114144
Car,PHEV40,LOP,High,0,0,-1.951289097,0.347029476,-4.262020009,-3.651708847,-3.245562734,-3.387977062,-3.69207235,-1.966288991,-2.729428443,-2.552206975,2.96E-05,0.107569698,0.12153465,0.058008722,0.069252694,0.134651176,0.068574974,0.093087955,0.09352091,0.085677448,0.082877976,0.068052781,0.065104536,0.101261811,0.043217205,0.100135683,0.107365607,0.08842237,0.090086596,0.08798107,0.104090142,0.084279947,0.093010642,0.068679492
Car,FCV,LOP,Med,0,0,-0.18679643,-0.728776885,-0.633272401,-0.614708986,-0.975278229,-1.268935639,-1.206849852,-0.274968031,-1.491839624,-0.004237449,0.001299289,0.000928239,0.000697309,0.000230942,-1.23E-05,0,1.23E-05,8.97E-06,1.23E-05,4.48E-06,3.81E-05,3.92E-05,3.36E-05,6.39E-05,4.71E-05,5.61E-05,3.81E-05,4.26E-05,3.48E-05,2.13E-05,2.13E-05,4.71E-05,3.81E-05,3.92E-05
Car,FCV,LOP,High,0,0,-0.611333953,-0.994144978,-1.178237928,-1.380852225,-1.552031089,-2.237769886,-3.812947903,-0.647552409,-2.766164597,-0.02191698,0.001274829,0.002118923,0.001830013,0.000949164,0.000774047,0.000341493,-0.000113831,-0.000280198,1.23E-05,-4.55E-05,-0.000208397,-0.000173372,-0.000106825,-0.000194386,-9.28E-05,-0.000113829,-5.25E-05,-0.000106824,-7.36E-05,-4.73E-05,-7.00E-06,-0.00015936,-0.000106824,-0.000147102
Light truck,ICEV-G,LOP,Med,0,0,-1.243128358,-1.636589057,-1.43183248,-2.810543873,-3.970296105,-3.319070992,-2.852073552,-3.866061172,-4.685490674,0.069590697,0.054596326,0.06634456,0.074333607,0.048177788,0.052920507,0.072868212,0.067699303,0.077912759,0.091075046,0.090841892,0.088410814,0.085222636,0.082351996,0.090782833,0.08458314,0.094846359,0.28345588,0.317996132,0.319569095,0.321367088,0.32438568,0.323273869,0.324330631,0.322322357
Light truck,ICEV-G,LOP,High,0,0,-2.946671428,-2.717988324,-3.001313363,-5.718370287,-8.998204448,-7.500608294,-6.313515043,-6.073781542,-4.585792365,-0.538633389,-0.300717386,-0.105186248,-0.065477138,-0.033332439,0.010448737,0.014811548,0.011577752,0.009553164,0.037448579,0.036021644,0.027364524,0.042370956,0.051383653,0.074531548,0.069742079,0.078101392,0.0785637,0.077769072,0.078184858,0.07923044,0.08344772,0.085066708,0.085152501,0.080370967
Light truck,BEV100,LOP,Med,0,0,-0.20809906,-0.537311807,-0.737772027,-0.573295957,-0.598015837,-0.959021443,-1.493977381,-0.493552158,-1.228347437,-0.0025678,-0.003572028,-0.000562704,0.000393462,-0.006058463,-0.004181695,-0.00446481,-0.003901977,-0.00405593,-0.001423275,-0.001452637,-0.002150919,-0.001489169,-0.001007219,-0.001547894,-0.000636114,-0.001003789,-0.000485265,-0.00073873,-0.00051513,-0.000397067,-0.000348877,-0.001073595,-0.000779647,-0.000790236
Light truck,BEV100,LOP,High,0,0,-0.611354545,-0.994127948,-1.178229865,-1.38086054,-1.552029299,-2.237771234,-3.812951075,-0.647553578,-2.766148301,-0.021926353,0.001264556,0.002133504,0.00182793,0.000935051,0.000789434,0.000336277,-0.000102512,-0.000306576,2.97E-05,-5.84E-05,-0.000212687,-0.000160952,-0.000116882,-0.000189693,-8.81E-05,-0.000131252,-4.41E-05,-0.000123587,-4.41E-05,-5.17E-05,0,-0.000182027,-8.81E-05,-0.000145621
Light truck,BEV300,LOP,Med,0,0,-0.77575712,-1.006151017,-0.682272908,-0.879962378,-1.508941816,-1.053561285,-0.750060344,-0.688340364,-0.570538689,-0.004607633,-0.011268077,-0.019066225,-0.031694157,-0.044229489,-0.038213744,-0.033171205,-0.028835392,-0.025581507,-0.016094158,-0.01076758,-0.006709598,-0.004935078,-0.003409376,-0.003906726,-0.002348723,-0.002563713,-0.000927702,-0.001415056,-0.001513506,-0.000961676,-0.000894316,-0.002768269,-0.001949962,-0.002033162
Light truck,BEV300,LOP,High,0,0,-1.426553179,-0.937278852,-0.831016918,-1.395379984,-2.729676926,-2.225948647,-1.988112428,-2.571267392,-1.987717536,-0.005059054,-0.004102141,-0.006715826,-0.007578899,-0.009944935,-0.008912179,-0.008511042,-0.007414283,-0.004845371,-0.001368465,-0.001636241,-0.002702762,-0.002022659,-0.001389524,-0.001909408,-0.000955155,-0.001278125,-0.000540141,-0.000814345,-0.000603624,-0.000407628,-0.00036438,-0.00103976,-0.000778434,-0.00079407
Light truck,FFV,LOP,Med,0,0,-1.26227113,-1.615529284,-1.434009479,-2.821719205,-3.980830302,-3.32489184,-2.848079776,-3.863220118,-4.787908834,0.072072054,0.055937582,0.072453873,0.076819567,0.052588805,0.055509138,0.076321657,0.071110168,0.080875872,0.095027371,0.094847353,0.092574795,0.089230395,0.086248838,0.095303385,0.088790167,0.099681743,0.107289783,0.28942442,0.330334616,0.332176817,0.334563923,0.332454528,0.335315754,0.333305943
Light truck,FFV,LOP,High,0,0,-2.961633129,-2.695948247,-3.0014927,-5.725176209,-9.010953665,-7.505569721,-6.29854892,-6.077860573,-4.721414871,-0.54244228,-0.289777494,-0.098189792,-0.059623194,-0.032071039,0.011918313,0.016642652,0.013294969,0.01149166,0.039562914,0.044838294,0.039563576,0.044177155,0.043989072,0.057261377,0.06315436,0.081350819,0.082169036,0.081389658,0.081969808,0.083091995,0.087648577,0.089323982,0.089553701,0.084536627
Light truck,ICEV-D,LOP,Med,0,0,-0.559884505,-0.61093587,-0.823286067,-1.476331021,-2.437407415,-2.493691681,-1.886374444,-2.39817154,-3.577650572,0.064295821,0.049302385,0.055016446,0.06780465,0.053720714,0.054103156,0.071970636,0.065164901,0.069138467,0.123183333,0.312883134,0.313969499,0.314949514,0.315178688,0.317651226,0.317100063,0.331252532,0.345269982,0.342808586,0.344097582,0.345562321,0.347210399,0.34545107,0.346717931,0.345710404
Light truck,ICEV-D,LOP,High,0,0,-1.406997427,-1.037658405,-1.541002687,-2.81249483,-4.458715266,-4.698056821,-4.654812631,-3.832194251,-2.630632588,-0.363169217,-0.218963837,-0.068294863,-0.001224839,-0.029450765,0.012407835,0.015066743,0.011269124,0.0083046,0.03804355,0.044542691,0.035680099,0.040707618,0.040881801,0.036648193,0.043805267,0.051618918,0.059342176,0.064946082,0.070231686,0.069672118,0.073143721,0.074397134,0.074210165,0.069873318
Light truck,CNG,LOP,Med,0,0,-1.677940792,-1.571563856,-1.084647265,-2.123818714,-3.207319426,-3.579875557,-4.129989471,-4.282457468,-2.299981448,-0.307274027,-0.307838582,-0.336579819,-0.330021515,-0.348580603,-0.261032181,-0.181884309,-0.146457635,-0.112930512,-0.057528056,-0.042458707,-0.0336961,-0.018239379,-0.006214456,-0.004547313,0.01214628,0.019727924,0.038355298,0.032134262,0.036711225,0.041973775,0.04555328,0.035473032,0.039626396,0.035230609
Light truck,CNG,LOP,High,0,0,-3.00207667,-2.631627947,-3.002175444,-5.744342638,-9.046165762,-7.516246568,-6.252571261,-6.085038518,-5.099217526,-0.554351684,-0.259090476,-0.098394467,-0.02684759,-0.027040631,0.020981184,0.026118894,0.022987462,0.021719904,0.04861695,0.047283782,0.039234056,0.051354378,0.059476952,0.056813984,0.058164424,0.062672651,0.075405144,0.083103105,0.083765442,0.084759239,0.089316854,0.091121493,0.091334774,0.086392639
Light truck,HEV,LOP,Med,0,0,-1.58294301,-0.947037972,-1.293379325,-2.878362374,-3.86008698,-3.038098278,-2.138106233,-3.118781271,-6.497596494,0.120889681,0.090504012,0.090433909,0.092814604,0.078523252,0.076214798,0.094291412,0.085984838,0.08768844,0.094611606,0.094160168,0.092515431,0.087795773,0.084247772,0.093409296,0.083684515,0.093777505,0.156705787,0.308521789,0.309754284,0.310913645,0.313179329,0.311322204,0.312568443,0.310568026
