"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"PHEV40","Car",2033,"sales","REF",2018,"vehicle",95900
"BEV100","Light truck",2033,"sales","REF",2018,"vehicle",68340
"BEV300","Light truck",2033,"sales","REF",2018,"vehicle",66494
"CNG","Light truck",2033,"sales","REF",2018,"vehicle",51437
"FCV","Light truck",2033,"sales","REF",2018,"vehicle",29325
"FFV","Light truck",2033,"sales","REF",2018,"vehicle",995866
"HEV","Light truck",2033,"sales","REF",2018,"vehicle",71323
"ICEV-D","Light truck",2033,"sales","REF",2018,"vehicle",181056
"ICEV-G","Light truck",2033,"sales","REF",2018,"vehicle",5081472
"PHEV20","Light truck",2033,"sales","REF",2018,"vehicle",69939
"PHEV40","Light truck",2033,"sales","REF",2018,"vehicle",41296
"BEV100","Car",2034,"sales","REF",2018,"vehicle",103825
"BEV300","Car",2034,"sales","REF",2018,"vehicle",1154745
"CNG","Car",2034,"sales","REF",2018,"vehicle",32288
"FCV","Car",2034,"sales","REF",2018,"vehicle",29604
"FFV","Car",2034,"sales","REF",2018,"vehicle",443528
"HEV","Car",2034,"sales","REF",2018,"vehicle",710894
"ICEV-D","Car",2034,"sales","REF",2018,"vehicle",264904
"ICEV-G","Car",2034,"sales","REF",2018,"vehicle",6762909
"PHEV20","Car",2034,"sales","REF",2018,"vehicle",83555
"PHEV40","Car",2034,"sales","REF",2018,"vehicle",99343
"BEV100","Light truck",2034,"sales","REF",2018,"vehicle",69552
"BEV300","Light truck",2034,"sales","REF",2018,"vehicle",67307
"CNG","Light truck",2034,"sales","REF",2018,"vehicle",51360
"FCV","Light truck",2034,"sales","REF",2018,"vehicle",29550
"FFV","Light truck",2034,"sales","REF",2018,"vehicle",1012733
"HEV","Light truck",2034,"sales","REF",2018,"vehicle",71869
"ICEV-D","Light truck",2034,"sales","REF",2018,"vehicle",178795
"ICEV-G","Light truck",2034,"sales","REF",2018,"vehicle",5054599
"PHEV20","Light truck",2034,"sales","REF",2018,"vehicle",70716
"PHEV40","Light truck",2034,"sales","REF",2018,"vehicle",41661
"BEV100","Car",2035,"sales","REF",2018,"vehicle",104711
"BEV300","Car",2035,"sales","REF",2018,"vehicle",1215543
"CNG","Car",2035,"sales","REF",2018,"vehicle",32426
"FCV","Car",2035,"sales","REF",2018,"vehicle",29667
"FFV","Car",2035,"sales","REF",2018,"vehicle",448450
"HEV","Car",2035,"sales","REF",2018,"vehicle",713654
"ICEV-D","Car",2035,"sales","REF",2018,"vehicle",257186
"ICEV-G","Car",2035,"sales","REF",2018,"vehicle",6742975
"PHEV20","Car",2035,"sales","REF",2018,"vehicle",83892
"PHEV40","Car",2035,"sales","REF",2018,"vehicle",102134
"BEV100","Light truck",2035,"sales","REF",2018,"vehicle",70444
"BEV300","Light truck",2035,"sales","REF",2018,"vehicle",67767
"CNG","Light truck",2035,"sales","REF",2018,"vehicle",51320
"FCV","Light truck",2035,"sales","REF",2018,"vehicle",29604
"FFV","Light truck",2035,"sales","REF",2018,"vehicle",1029160
"HEV","Light truck",2035,"sales","REF",2018,"vehicle",72308
"ICEV-D","Light truck",2035,"sales","REF",2018,"vehicle",176248
"ICEV-G","Light truck",2035,"sales","REF",2018,"vehicle",5037554
"PHEV20","Light truck",2035,"sales","REF",2018,"vehicle",71119
"PHEV40","Light truck",2035,"sales","REF",2018,"vehicle",41796
"BEV100","Car",2036,"sales","REF",2018,"vehicle",105846
"BEV300","Car",2036,"sales","REF",2018,"vehicle",1272337
"CNG","Car",2036,"sales","REF",2018,"vehicle",32561
"FCV","Car",2036,"sales","REF",2018,"vehicle",29827
"FFV","Car",2036,"sales","REF",2018,"vehicle",449834
"HEV","Car",2036,"sales","REF",2018,"vehicle",716178
"ICEV-D","Car",2036,"sales","REF",2018,"vehicle",248883
"ICEV-G","Car",2036,"sales","REF",2018,"vehicle",6735059
"PHEV20","Car",2036,"sales","REF",2018,"vehicle",84428
"PHEV40","Car",2036,"sales","REF",2018,"vehicle",104825
"BEV100","Light truck",2036,"sales","REF",2018,"vehicle",71597
"BEV300","Light truck",2036,"sales","REF",2018,"vehicle",68465
"CNG","Light truck",2036,"sales","REF",2018,"vehicle",51376
"FCV","Light truck",2036,"sales","REF",2018,"vehicle",29753
"FFV","Light truck",2036,"sales","REF",2018,"vehicle",1034294
"HEV","Light truck",2036,"sales","REF",2018,"vehicle",72902
"ICEV-D","Light truck",2036,"sales","REF",2018,"vehicle",174431
"ICEV-G","Light truck",2036,"sales","REF",2018,"vehicle",5043305
"PHEV20","Light truck",2036,"sales","REF",2018,"vehicle",71773
"PHEV40","Light truck",2036,"sales","REF",2018,"vehicle",42075
"BEV100","Car",2037,"sales","REF",2018,"vehicle",107660
"BEV300","Car",2037,"sales","REF",2018,"vehicle",1334505
"CNG","Car",2037,"sales","REF",2018,"vehicle",32780
"FCV","Car",2037,"sales","REF",2018,"vehicle",29923
"FFV","Car",2037,"sales","REF",2018,"vehicle",451114
"HEV","Car",2037,"sales","REF",2018,"vehicle",720711
