"Scenario","Size","Technology","Subcomponent","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"Steel Intensive","Car","HEV","Body",0,-1.85016743545566,-3.7004076362594,-5.55071437614311,-7.40108082914838,-9.25149946466706,-11.1019619129615,-12.952458789063,-14.8029794560852,-16.6535116968922,-18.5040412404106,-20.354551043174,-22.2050201251734,-24.0554215025684,-25.9057179810405,-27.7558514162344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","HEV","Chassis",0,-0.861462446765358,-1.72988431029694,-2.60585277953237,-3.49005863180258,-4.3833255752794,-5.28665166607516,-6.2012696618936,-7.12873841858919,-8.0710880103685,-9.03106436641031,-10.012575212092,-11.0215946837617,-12.0683084870878,-13.1736715319987,-14.4029419831426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","HEV","Exterior",0,-0.00247937609966442,-0.00495882457123997,-0.00743833893083945,-0.00991791215784588,-0.0123975365998135,-0.0148772038503253,-0.0173569045887376,-0.0198366283643381,-0.0223163632963548,-0.0247960956401698,-0.0272758091281204,-0.0297554838991019,-0.0322350945938439,-0.0347146064711481,-0.037193965472369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","HEV","Weld blanks and fasteners - G",0,-0.30744263635868,-0.614885272717359,-0.922327909076039,-1.22977054543472,-1.5372131817934,-1.84465581815208,-2.15209845451076,-2.45954109086944,-2.76698372722812,-3.0744263635868,-3.38186899994547,-3.68931163630415,-3.99675427266283,-4.30419690902151,-4.61163954538019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","PHEV20","Body",0,-2.17342574705219,-4.34322721977105,-6.5099812976627,-8.67354041341179,-10.833777121248,-12.9907217160754,-15.1447600931442,-17.296126440099,-19.4449407486983,-21.591466479365,-23.7357917320994,-25.8781856322241,-28.0190105739659,-30.1583085977023,-32.2960637206124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","PHEV20","Chassis",0,-1.01197579529196,-2.02944085446245,-3.0534696626795,-4.08473090913424,-5.12405543876702,-6.17258585136864,-7.23199860482907,-8.30423336330995,-9.39168328163845,-10.4976728412609,-11.6267205745323,-12.785856226898,-13.9870192357506,-15.2542174934231,-16.6621065407435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","PHEV20","Exterior",0,-0.00291256874830736,-0.00582153281853692,-0.00872747931163786,-0.0116302760925038,-0.0145298120684529,-0.0174261313898469,-0.0203196238356327,-0.0232105289044355,-0.0260989739668034,-0.0289852230094994,-0.0318693702119077,-0.0347516810998556,-0.0376325071116739,-0.0405118947281267,-0.0433898356572655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","PHEV20","Weld blanks and fasteners - G",0,-0.36115852478995,-0.7223170495799,-1.08347557436985,-1.4446340991598,-1.80579262394975,-2.1669511487397,-2.52810967352966,-2.88926819831961,-3.25042672310956,-3.61158524789951,-3.97274377268945,-4.3339022974794,-4.69506082226935,-5.0562193470593,-5.41737787184925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","PHEV40","Body",0,-2.17860909496636,-4.34991715404607,-6.51432721655937,-8.67216866398934,-10.8228603186591,-12.9666755554654,-15.1049871347814,-17.2385397928525,-19.367636538433,-21.4926569830758,-23.6135635197855,-25.7308965081246,-27.8457102463359,-29.9581269561287,-32.0681766682234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","PHEV40","Chassis",0,-1.01438923068758,-2.03162487167361,-3.05261560794156,-4.07833314672678,-5.10922381112027,-6.14654742184177,-7.19265227056064,-8.24979748345976,-9.32044025816293,-10.4078992995946,-11.5164613977474,-12.6531809051183,-13.8302765980544,-15.0712723884498,-16.4491926994765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","PHEV40","Exterior",0,-0.00291951485961306,-0.00583176815963782,-0.0087371909575964,-0.0116361381710774,-0.0145280681608924,-0.0174132793470889,-0.0202931371301958,-0.0231683867604175,-0.0260393411678024,-0.0289063841344159,-0.0317694976012959,-0.0346292133672463,-0.0374865448925306,-0.0403416183564502,-0.0431944724259168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","PHEV40","Weld blanks and fasteners - G",0,-0.362019842591437,-0.724039685182881,-1.08605952777432,-1.44807937036577,-1.81009921295721,-2.17211905554866,-2.5341388981401,-2.89615874073154,-3.25817858332298,-3.62019842591442,-3.98221826850587,-4.34423811109731,-4.70625795368876,-5.06827779628019,-5.43029763887164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","FCV","Body",0,-2.36780310923325,-4.73483957493727,-7.10109839962661,-9.466567751301,-11.8312348201732,-14.1950856351064,-16.5581048232349,-18.9202752868656,-21.2815777552285,-23.6419901376877,-26.0014865425644,-28.3600356869499,-30.7175980721905,-33.0741202348925,-35.4295200656485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","FCV","Chassis",0,-1.10248046790235,-2.21324491792348,-3.33303308568094,-4.46271570652948,-5.60333166945622,-6.75614046992752,-7.9226986593178,-9.10497563778461,-10.3055375455518,-11.5278573159804,-12.7768799684852,-14.0601695494607,-15.3906294420677,-16.7948197775976,-18.3554986062168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","FCV","Exterior",0,-0.00317305035493121,-0.00634533821153127,-0.00951685603606478,-0.0126875955688064,-0.0158575476944094,-0.0190267022754185,-0.0221950479337139,-0.0253625717561263,-0.0285292588850226,-0.0316950919262666,-0.034860050049133,-0.0380241075243717,-0.0411872311220094,-0.0443493748037156,-0.0475104661407997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Car","FCV","Weld blanks and fasteners - G",0,-0.393458244011136,-0.786916488022264,-1.1803747320334,-1.57383297604454,-1.96729122005566,-2.3607494640668,-2.75420770807794,-3.14766595208906,-3.54112419610019,-3.93458244011133,-4.32804068412246,-4.72149892813358,-5.11495717214472,-5.50841541615585,-5.90187366016698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","ICEV-G","Body",0,-2.6928916444183,-5.38448523191596,-8.07476709522371,-10.7637226143593,-13.4513360543958,-16.1375903576131,-18.8224668713126,-21.5059449819591,-24.1880016075884,-26.8686104653457,-29.5477409602621,-32.225356384141,-34.9014107160758,-37.575842109535,-40.2485562583252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","ICEV-G","Chassis",0,-1.25384599275651,-2.5168047565956,-3.78971202146153,-5.07355175206931,-6.36949821158134,-7.67897535041618,-9.00374337125749,-10.3460298531324,-11.7087380057888,-13.0957978266813,-14.5128063825379,-15.9683269931102,-17.47697085671,-19.0688198843014,-20.8376253140984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","ICEV-G","Exterior",0,-0.00360869565327704,-0.00721610026815966,-0.0108222059936196,-0.0144270041597778,-0.0180304851312201,-0.0216326381185965,-0.0252334509312462,-0.0288329096439313,-0.0324309981333641,-0.0360276974078317,-0.0396229845878935,-0.0432168312506533,-0.0468092004821443,-0.0504000408645666,-0.0539892710877155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","ICEV-G","Weld blanks and fasteners - G",0,-0.447478261006339,-0.89495652201267,-1.34243478301901,-1.78991304402534,-2.23739130503168,-2.68486956603801,-3.13234782704434,-3.57982608805068,-4.02730434905702,-4.47478261006335,-4.92226087106968,-5.36973913207602,-5.81721739308236,-6.26469565408869,-6.71217391509502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","BEV100","Body",0,-2.60193758950754,-5.18172821898509,-7.74144587476633,-10.2828932265741,-12.807112648423,-15.3162502842064,-17.8116615740204,-20.294080558774,-22.7633805899386,-25.2220887965569,-27.6691831742004,-30.10831196128,-32.5399382233452,-34.964488129979,-37.382308718684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","BEV100","Chassis",0,-1.21149658092219,-2.41667050110738,-3.61761907261155,-4.8163853562358,-6.01462924952114,-7.21505330180798,-8.42008373092307,-9.63209190311073,-10.8533663714104,-12.0891399550705,-13.3433132878284,-14.6261043293882,-15.9504762085426,-17.3427950230446,-18.8846553817434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","BEV100","Exterior",0,-0.00348680976036775,-0.00695159230811271,-0.0103964982892393,-0.0138233927267706,-0.0172333786689407,-0.0206286285143804,-0.0240105267544308,-0.0273798443013078,-0.0307365159918831,-0.0340830242291119,-0.0374184392337042,-0.0407462806191106,-0.0440670215482939,-0.0473810963717725,-0.0506888615098262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","BEV100","Weld blanks and fasteners - G",0,-0.432364410284812,-0.864728820569624,-1.29709323085444,-1.72945764113926,-2.16182205142407,-2.59418646170887,-3.02655087199369,-3.4589152822785,-3.89127969256332,-4.32364410284813,-4.75600851313294,-5.18837292341776,-5.62073733370257,-6.05310174398738,-6.4854661542722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","BEV300","Body",0,-2.60660381746652,-5.13563189412309,-7.59042324614609,-9.97923458765308,-12.31320182734,-14.5976489654831,-16.8325195258349,-19.0269261115938,-21.1872795699125,-23.3150320594586,-25.416217518853,-27.4956169900072,-29.55494947062,-31.5956936006758,-33.6191277948859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","BEV300","Chassis",0,-1.21366923842203,-2.38089936369181,-3.5040970004257,-4.58935262887468,-5.64507861538999,-6.6756520131251,-7.68164283911989,-8.67082332531834,-9.64947160551588,-10.6207340486433,-11.5924301879143,-12.5734084464253,-13.5739329784983,-14.6138508793889,-15.7531606602578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","BEV300","Exterior",0,-0.00349306288851636,-0.00690896948403719,-0.010251365735499,-0.0135287164443625,-0.0167522399526518,-0.0199273784087026,-0.0230542937684817,-0.0261420271011801,-0.0291969353344257,-0.0322205610984696,-0.0352188107142339,-0.038196346388311,-0.0411548904845418,-0.0440959238846474,-0.0470207267765375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","BEV300","Weld blanks and fasteners - G",0,-0.433139798175702,-0.866279596351404,-1.29941939452711,-1.73255919270281,-2.16569899087851,-2.59883878905421,-3.03197858722991,-3.46511838540561,-3.89825818358131,-4.33139798175701,-4.76453777993271,-5.19767757810841,-5.63081737628411,-6.06395717445982,-6.49709697263552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","FFV","Body",0,-2.69864260026213,-5.39597762749645,-8.09199136607288,-10.786669145473,-13.4799951777093,-16.1719523490272,-18.8625219471337,-21.5516832945511,-24.239413239928,-26.9256854239983,-29.6104691659577,-32.2937276584597,-34.9754147612158,-37.65546847399,-40.333794266544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","FFV","Chassis",0,-1.25652371391709,-2.52217477715499,-3.79779061573799,-5.08435719507787,-6.38305117043876,-7.69529939835252,-9.02286568044411,-10.36798215853,-11.7335579996878,-13.1235312798955,-14.5435105913089,-16.0020769175468,-17.5138716471511,-19.1090389515858,-20.8815244260417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","FFV","Exterior",0,-0.00361640240575412,-0.0072315043084572,-0.0108452978508566,-0.0144577743551295,-0.0180689241758856,-0.0216787365113547,-0.0252871991555068,-0.0288942981640545,-0.0325000173899568,-0.0361043378116221,-0.0397072365114255,-0.0433086850163562,-0.0469086463440931,-0.0505070689771756,-0.0541038714411499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","FFV","Weld blanks and fasteners - G",0,-0.448433898313709,-0.896867796627419,-1.34530169494112,-1.79373559325482,-2.24216949156853,-2.69060338988224,-3.13903728819594,-3.58747118650965,-4.03590508482336,-4.48433898313706,-4.93277288145077,-5.38120677976448,-5.82964067807819,-6.27807457639189,-6.7265084747056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","ICEV-D","Body",0,-3.2127305461247,-6.42329724151148,-9.6316820448825,-12.8378657651446,-16.041827867446,-19.2435462247039,-22.4429967922172,-25.6401531702854,-28.834985997349,-32.027462074224,-35.2175430353492,-38.4051831948681,-41.5903257199719,-44.7728948402961,-47.9527759479178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","ICEV-D","Chassis",0,-1.49588986597905,-3.00220618877745,-4.5199379458345,-6.05024987421109,-7.59453237664536,-9.15447198944548,-10.7321541059408,-12.3302185910004,-13.9521069546668,-15.6024791731161,-17.2879737687672,-19.0187502172607,-20.8121478277975,-22.7038747037727,-24.8052454932737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","ICEV-D","Exterior",0,-0.00430532241465187,-0.00860849267839114,-0.0129095023991681,-0.0172083422105516,-0.0215050015964806,-0.0257994686661931,-0.0300917298587109,-0.034381769544467,-0.038669569471395,-0.0429551079635218,-0.0472383587022875,-0.0515192887466043,-0.0557978550075404,-0.0600739970561222,-0.0643476187133842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","ICEV-D","Weld blanks and fasteners - G",0,-0.533859979417144,-1.0677199588343,-1.60157993825146,-2.13543991766861,-2.66929989708575,-3.20315987650291,-3.73701985592007,-4.27087983533721,-4.80473981475437,-5.33859979417153,-5.87245977358867,-6.40631975300583,-6.94017973242299,-7.47403971184014,-8.00789969125729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","CNG","Body",0,-2.69864260026213,-5.39597762749645,-8.09199136607288,-10.786669145473,-13.4799951777093,-16.1719523490272,-18.8625219471337,-21.5516832945511,-24.239413239928,-26.9256854239983,-29.6104691659577,-32.2937276584597,-34.9754147612158,-37.65546847399,-40.333794266544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","CNG","Chassis",0,-1.25652371391709,-2.52217477715499,-3.79779061573799,-5.08435719507787,-6.38305117043876,-7.69529939835252,-9.02286568044411,-10.36798215853,-11.7335579996878,-13.1235312798955,-14.5435105913089,-16.0020769175468,-17.5138716471511,-19.1090389515858,-20.8815244260417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","CNG","Exterior",0,-0.00361640240575412,-0.0072315043084572,-0.0108452978508566,-0.0144577743551295,-0.0180689241758856,-0.0216787365113547,-0.0252871991555068,-0.0288942981640545,-0.0325000173899568,-0.0361043378116221,-0.0397072365114255,-0.0433086850163562,-0.0469086463440931,-0.0505070689771756,-0.0541038714411499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","CNG","Weld blanks and fasteners - G",0,-0.448433898313709,-0.896867796627419,-1.34530169494112,-1.79373559325482,-2.24216949156853,-2.69060338988224,-3.13903728819594,-3.58747118650965,-4.03590508482336,-4.48433898313706,-4.93277288145077,-5.38120677976448,-5.82964067807819,-6.27807457639189,-6.7265084747056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","HEV","Body",0,-2.51120936709276,-5.02139138692769,-7.53053361116622,-10.0386226827704,-12.5456441804963,-15.0515824196502,-17.556420191165,-20.0601384108686,-22.5627156328718,-25.0641273473784,-27.5643449153904,-30.0633338420578,-32.5610507095253,-35.0574369335344,-37.5524028181594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","HEV","Chassis",0,-1.16925231968702,-2.34713519567248,-3.53443021920958,-4.7320575183137,-5.94111506143702,-7.16293414788623,-8.3991602882266,-9.6518757141481,-10.9237939460824,-12.2185878625691,-13.5414878686551,-14.9004955958098,-16.3092626859622,-17.7958931590456,-19.4479671545948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
