"Scenario","Size","Technology","Subcomponent","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"Steel Intensive","Light truck","HEV","Exterior",0,-0.00336522650151494,-0.00672943121058012,-0.0100926062980875,-0.0134547431486496,-0.0168158322199332,-0.020175862861997,-0.023534823080098,-0.0268926992151393,-0.030249475499275,-0.0336051334131966,-0.0369596507089014,-0.0403129998223406,-0.0436651450476688,-0.047016036773222,-0.0503655967301171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","HEV","Weld blanks and fasteners - G",0,-0.417288086187448,-0.834576172374895,-1.25186425856235,-1.6691523447498,-2.08644043093724,-2.5037285171247,-2.92101660331215,-3.33830468949959,-3.75559277568705,-4.1728808618745,-4.59016894806195,-5.00745703424941,-5.42474512043686,-5.84203320662431,-6.25932129281176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","PHEV20","Body",0,-2.60727999976234,-5.20861957826253,-7.80365244938957,-10.3931538887745,-12.9775916751945,-15.5567803200902,-18.130586674424,-20.6996449608881,-23.2649331472027,-25.8267232625668,-28.3839309100963,-30.9373660289385,-33.4881617377536,-36.0363697983877,-38.5819760701811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","PHEV20","Chassis",0,-1.21398407784898,-2.43339997654255,-3.65874761612275,-4.89149513602018,-6.13307278596329,-7.38466415952166,-8.64780067438716,-9.92503091828644,-11.219819318121,-12.5360728816591,-13.8781887756649,-15.254851585918,-16.680765268104,-18.1843713923531,-19.854143438792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","PHEV20","Exterior",0,-0.00349396902824139,-0.00698202975475937,-0.0104638454828461,-0.0139402081202746,-0.0174116009933201,-0.0208778650403119,-0.0243388937377276,-0.0277953247917893,-0.0312481217035057,-0.0346975620187493,-0.0381426252778212,-0.041584101647075,-0.0450230800552731,-0.0484596208334693,-0.0518937220673763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","PHEV20","Weld blanks and fasteners - G",0,-0.43325215950243,-0.866504319004861,-1.29975647850729,-1.73300863800972,-2.16626079751215,-2.59951295701458,-3.03276511651701,-3.46601727601944,-3.89926943552187,-4.3325215950243,-4.76577375452673,-5.19902591402916,-5.63227807353159,-6.06553023303402,-6.49878239253645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","PHEV40","Body",0,-2.61318735095278,-5.21090995714803,-7.79409099975032,-10.3635340555819,-12.9180986800517,-15.4583966416725,-17.9872754815834,-20.5062867732397,-23.0160742671907,-25.51743746821,-28.0103242960539,-30.4958619687599,-32.9761607146565,-35.4515136340149,-37.922045705342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","PHEV40","Chassis",0,-1.21673461875292,-2.43202691034247,-3.64721301778798,-4.86367801771951,-6.08154066756617,-7.30241276368827,-8.52988844966956,-9.76704491892997,-11.01688995929,-12.2834768907929,-13.5716790076936,-14.8899625955309,-16.2530902873234,-17.6882607374646,-19.2796935888978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","PHEV40","Exterior",0,-0.00350188536331331,-0.00698838959890224,-0.0104604945550548,-0.0139190560940889,-0.0173630150727249,-0.0207930343944227,-0.024211946345865,-0.0276213033648744,-0.0310217692158901,-0.0344141514824585,-0.0377984373339828,-0.0411757356681477,-0.0445480758355075,-0.0479157569092408,-0.0512789177574646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","PHEV40","Weld blanks and fasteners - G",0,-0.434233785051042,-0.868467570102091,-1.30270135515313,-1.73693514020418,-2.17116892525523,-2.60540271030627,-3.03963649535731,-3.47387028040836,-3.90810406545941,-4.34233785051045,-4.7765716355615,-5.21080542061254,-5.64503920566359,-6.07927299071464,-6.51350677576568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","FCV","Body",0,-2.82375619614436,-5.64599606130923,-8.46670477494729,-11.2858665123645,-14.1034642742451,-16.9194796682481,-19.7338926230047,-22.5466810036955,-25.3578200787005,-28.1672817499758,-30.9750333854452,-33.7810359264837,-36.5852405260325,-39.3875817050063,-42.1879598734328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","FCV","Chassis",0,-1.31477826016339,-2.63899976873631,-3.97353879272623,-5.31942476023846,-6.67788629780796,-8.05041340746845,-9.43884809839494,-10.8455216746345,-12.2734727846555,-13.7268151048216,-15.2114077725902,-16.7362157870008,-18.3165369251558,-19.9838691038923,-21.8363841433603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","FCV","Exterior",0,-0.00378406488506755,-0.0075666216378778,-0.011347662220949,-0.0151271777374617,-0.0189051582771498,-0.022681592718385,-0.0264564684682895,-0.0302297711125945,-0.0340014839286695,-0.0377715871812114,-0.0415400570512503,-0.0453068638964282,-0.049071969153843,-0.0528353190219661,-0.0565968282906084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steel Intensive","Light truck","FCV","Weld blanks and fasteners - G",0,-0.469224045748597,-0.938448091497193,-1.40767213724578,-1.87689618299439,-2.34612022874298,-2.81534427449157,-3.28456832024017,-3.75379236598876,-4.22301641173735,-4.69224045748595,-5.16146450323455,-5.63068854898314,-6.09991259473173,-6.56913664048033,-7.03836068622893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","ICEV-G","Body",0,-4.75755454568582,-9.50627073526948,-14.246050398586,-18.9767908741478,-23.6983844010353,-28.4107173484473,-33.1136692166496,-37.8071113053583,-42.4909048789989,-47.1648985333372,-51.8289242153005,-56.4827907850536,-61.1262725832736,-65.759086122568,-70.3808303437543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","ICEV-G","Chassis",0,-1.18222076913582,-2.37337672151506,-3.57446773248409,-4.78667575698944,-6.01141727501482,-7.25041756556482,-8.50581932098879,-9.78034774200751,-11.0775737241186,-12.4023594328887,-13.7616743278765,-15.1662590190818,-16.6345934911905,-18.2051069677749,-19.9990926849844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","ICEV-G","Exterior",0,-0.0057948422916283,-0.0115817453720624,-0.017360707925512,-0.0231317266214219,-0.0288947957177399,-0.0346499065485233,-0.0403970468472821,-0.0461361998300518,-0.0518673429127432,-0.0575904458448591,-0.0633054678541711,-0.0690123529781843,-0.0747110216950162,-0.0804013537200987,-0.0860831435958431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","ICEV-G","Weld blanks and fasteners - G",0,-0.718560444161881,-1.43712088832376,-2.15568133248563,-2.87424177664752,-3.59280222080939,-4.31136266497127,-5.02992310913314,-5.74848355329502,-6.4670439974569,-7.18560444161878,-7.90416488578065,-8.62272532994253,-9.34128577410441,-10.0598462182663,-10.7784066624282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","BEV100","Body",0,-5.28758059499711,-10.5393552832276,-15.7575457719516,-20.9440326560258,-26.0998817187294,-31.2275445101548,-36.3285417087133,-41.4036257797546,-46.4524567210213,-51.4780805578458,-56.4789894756177,-61.4597402209944,-66.4207467418798,-71.3623393248837,-76.2846678771531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","BEV100","Chassis",0,-1.31392872911022,-2.62778062864248,-3.94342064037329,-5.26277511221139,-6.58769993396419,-7.92091331647924,-9.26521312848183,-10.6237021567079,-11.9999159420058,-13.4000957912544,-14.8308132973581,-16.3050908648889,-17.8423087369852,-19.482557230443,-21.3520133874946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","BEV100","Exterior",0,-0.00644042971195091,-0.0128486961287635,-0.0192271213931789,-0.0255776847604992,-0.0319016208425182,-0.0382013344844623,-0.044478391995149,-0.0507336849278204,-0.0569671833206229,-0.0631816419021476,-0.0693760643774795,-0.0755543412750157,-0.0817169965878577,-0.0878644809138649,-0.0939970992629497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","BEV100","Weld blanks and fasteners - G",0,-0.798613284282411,-1.59722656856483,-2.39583985284724,-3.19445313712966,-3.99306642141207,-4.79167970569448,-5.59029298997689,-6.38890627425931,-7.18751955854172,-7.98613284282413,-8.78474612710654,-9.58335941138895,-10.3819726956714,-11.1805859799538,-11.9791992642362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","BEV300","Body",0,-5.29739315195548,-10.4633136483911,-15.5087929338313,-20.4441704000085,-25.279396083477,-30.0236649674011,-34.6838073092736,-39.2646322492038,-43.7718308755043,-48.2126984143422,-52.5984306568444,-56.9369930412284,-61.2313797912857,-65.4840098918826,-69.6968765165511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","BEV300","Chassis",0,-1.31636708447178,-2.59583620567076,-3.8431375819448,-5.06289022854503,-6.25976338725974,-7.4383973184872,-8.60285336418292,-9.75685239184878,-10.9051196381099,-12.0540551531465,-13.213406764058,-14.3947400653247,-15.6137708828091,-16.9019033717241,-18.3566478199179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","BEV300","Exterior",0,-0.00645238169684603,-0.0127866657331452,-0.0190139320472866,-0.0251444382108872,-0.0311879026080604,-0.0371532014471043,-0.0430470230837301,-0.0488742255991497,-0.0546403058163278,-0.0603519660005958,-0.0660189286218369,-0.0716481108035012,-0.0772423413256149,-0.0828039411891197,-0.0883348557342956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","BEV300","Weld blanks and fasteners - G",0,-0.800095330408972,-1.60019066081794,-2.40028599122692,-3.20038132163589,-4.00047665204487,-4.80057198245385,-5.60066731286282,-6.40076264327179,-7.20085797368076,-8.00095330408974,-8.80104863449871,-9.60114396490768,-10.4012392953167,-11.2013346257256,-12.0014299561346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","FFV","Body",0,-4.7641062747752,-9.51935081415121,-14.2656352289896,-19.0028566310431,-23.7309070239641,-28.4496725317467,-33.1590323982522,-37.8588576537078,-42.549009277386,-47.2293355605526,-51.8996681207425,-56.5598154548937,-61.2095514907688,-65.8485922460799,-70.4765360019932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","FFV","Chassis",0,-1.18384883038641,-2.37664083209557,-3.57937716156323,-4.79324129166145,-6.01965152573695,-7.26033536883176,-8.51743828432495,-9.79368900547024,-11.092663067249,-12.4192289670091,-13.7803652613061,-15.1868266118797,-16.657117236277,-18.2297168668205,-20.0260785275477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","FFV","Exterior",0,-0.00580282249163133,-0.0115976847711963,-0.0173845855556038,-0.0231635215444541,-0.0289344870228092,-0.0346974733480678,-0.0404524682724059,-0.0461994550245919,-0.0519384110255743,-0.0576693060196547,-0.0633920992152071,-0.0691067346097398,-0.0748131326091865,-0.0805111728008754,-0.0862006494816825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","FFV","Weld blanks and fasteners - G",0,-0.71954998896252,-1.43909997792505,-2.15864996688757,-2.8781999558501,-3.59774994481263,-4.31729993377515,-5.03684992273768,-5.75639991170021,-6.47594990066273,-7.19549988962526,-7.91504987858778,-8.63459986755031,-9.35414985651283,-10.0736998454754,-10.7932498344379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","ICEV-D","Body",0,-4.99522327628114,-9.98075863795287,-14.9564999713668,-19.9223363889818,-24.8781515892244,-29.823823045839,-34.7592209571449,-39.6842068460323,-44.5986316315854,-49.5023328620128,-54.3951305331934,-59.2768203261213,-64.1471615987098,-69.0058529048998,-73.8524692459824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","ICEV-D","Chassis",0,-1.24127987330075,-2.49178414184911,-3.75255914515526,-5.02484189205524,-6.31011499424397,-7.61018446699336,-8.92729350525315,-10.264295431424,-11.6249294110326,-13.0142872583824,-14.4396683750474,-15.9123230203868,-17.4516100968554,-19.0977907741752,-20.9779538145386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","ICEV-D","Exterior",0,-0.00608432984205365,-0.0121599573418081,-0.0182268823834448,-0.0242851027447202,-0.0303346136807789,-0.0363754073863873,-0.0424074722858521,-0.0484307920705405,-0.0544453443524731,-0.0604510987050375,-0.0664480136650667,-0.0724360318308328,-0.0784150710735929,-0.0843850064710665,-0.0903456236653497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","ICEV-D","Weld blanks and fasteners - G",0,-0.754456900414766,-1.50891380082953,-2.26337070124431,-3.01782760165907,-3.77228450207384,-4.5267414024886,-5.28119830290337,-6.03565520331814,-6.7901121037329,-7.54456900414768,-8.29902590456244,-9.05348280497721,-9.80793970539197,-10.5623966058067,-11.3168535062215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","CNG","Body",0,-4.7641062747752,-9.51935081415121,-14.2656352289896,-19.0028566310431,-23.7309070239641,-28.4496725317467,-33.1590323982522,-37.8588576537078,-42.549009277386,-47.2293355605526,-51.8996681207425,-56.5598154548937,-61.2095514907688,-65.8485922460799,-70.4765360019932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","CNG","Chassis",0,-1.18384883038641,-2.37664083209557,-3.57937716156323,-4.79324129166145,-6.01965152573695,-7.26033536883176,-8.51743828432495,-9.79368900547024,-11.092663067249,-12.4192289670091,-13.7803652613061,-15.1868266118797,-16.657117236277,-18.2297168668205,-20.0260785275477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","CNG","Exterior",0,-0.00580282249163133,-0.0115976847711963,-0.0173845855556038,-0.0231635215444541,-0.0289344870228092,-0.0346974733480678,-0.0404524682724059,-0.0461994550245919,-0.0519384110255743,-0.0576693060196547,-0.0633920992152071,-0.0691067346097398,-0.0748131326091865,-0.0805111728008754,-0.0862006494816825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","CNG","Weld blanks and fasteners - G",0,-0.71954998896252,-1.43909997792505,-2.15864996688757,-2.8781999558501,-3.59774994481263,-4.31729993377515,-5.03684992273768,-5.75639991170021,-6.47594990066273,-7.19549988962526,-7.91504987858778,-8.63459986755031,-9.35414985651283,-10.0736998454754,-10.7932498344379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","HEV","Body",0,-4.5131341469783,-9.01809173279861,-13.514781008212,-18.0031059351905,-22.4829655982125,-26.9542534578244,-31.4168563820612,-35.8706533546556,-40.3155136942172,-44.75129449709,-49.1778367709335,-53.5949591789456,-58.002446928126,-62.4000291116106,-66.7873206278049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","HEV","Chassis",0,-1.1214839201985,-2.25152398213493,-3.39107040120899,-4.54124635195649,-5.70339778017347,-6.87916394638341,-8.07058058316227,-9.28023669295612,-10.5115245035893,-11.7690626372191,-13.0594710881193,-14.3929513647598,-15.7870550089137,-17.2782788416391,-18.9818120758581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","HEV","Exterior",0,-0.00549713100954818,-0.0109869172770232,-0.016469356758968,-0.0219444454485398,-0.0274121769897064,-0.0328725421789287,-0.0383255283071691,-0.043771118268296,-0.0492092893118823,-0.0546400112286065,-0.060063243574028,-0.0654789311294905,-0.0708869957651928,-0.0762873197144103,-0.081679702396066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","HEV","Weld blanks and fasteners - G",0,-0.681644245183818,-1.36328849036763,-2.04493273555145,-2.72657698073526,-3.40822122591908,-4.08986547110289,-4.77150971628671,-5.45315396147052,-6.13479820665434,-6.81644245183816,-7.49808669702197,-8.17973094220579,-8.8613751873896,-9.54301943257342,-10.2246636777572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","PHEV20","Body",0,-5.3016617669133,-10.584757538158,-15.8506159221803,-21.0987711196855,-26.3287954867724,-31.540647783199,-36.7351174382181,-41.9126833003328,-47.0735267468778,-52.2181994804151,-57.3467892088781,-62.4598565324495,-67.5582025785441,-72.6417486661938,-77.710203579625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","PHEV20","Chassis",0,-1.31742780699426,-2.6414553539957,-3.97370327335864,-5.31530228583023,-6.66764780058429,-8.032616197121,-9.4128626505485,-10.8115585677878,-12.2326788363515,-13.6817544374683,-15.1664227604406,-16.6986239962829,-18.2988430816803,-20.0089016272068,-21.9606370455757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","PHEV20","Exterior",0,-0.00645758099624771,-0.0128984847553468,-0.0193240722792325,-0.0257341018132209,-0.0321283738692699,-0.0385070293902956,-0.0448709159389153,-0.0512206048991004,-0.057556411424855,-0.0638789510079434,-0.0701884522801706,-0.0764855209671964,-0.0827709422135854,-0.0890447980590636,-0.0953070081046192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","PHEV20","Weld blanks and fasteners - G",0,-0.80074004353429,-1.60148008706858,-2.40222013060287,-3.20296017413716,-4.00370021767145,-4.80444026120574,-5.60518030474003,-6.40592034827432,-7.20666039180862,-8.00740043534291,-8.8081404788772,-9.60888052241149,-10.4096205659458,-11.2103606094801,-12.0111006530144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","PHEV40","Body",0,-5.31430556553323,-10.6002615679561,-15.8587665996007,-21.0905302155996,-26.2939766773199,-31.4696546330214,-36.6209010705347,-41.7494779567373,-46.8560220030694,-51.9413668896754,-57.0052557446218,-62.0489420312156,-67.0749503013448,-72.0834162447037,-77.0741689411105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","PHEV40","Chassis",0,-1.32056970714189,-2.6440037518305,-3.97170404767627,-5.30519178353137,-6.64534321909116,-7.9941698131974,-9.35522102728038,-10.732064835625,-12.1287259232596,-13.5506773576527,-15.0051717131454,-16.5040755481985,-18.0680472798666,-19.7378991001801,-21.6421273162674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","PHEV40","Exterior",0,-0.00647298151730524,-0.012920497533301,-0.0193436220612071,-0.0257432455841311,-0.0321182587100921,-0.0384694084109753,-0.0447998001378735,-0.0511111515842089,-0.057404212045391,-0.0636798800739484,-0.0699381539395745,-0.0761802466686987,-0.0824083525921466,-0.0886227500958938,-0.0948234783564814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","PHEV40","Weld blanks and fasteners - G",0,-0.802649708145594,-1.6052994162912,-2.4079491244368,-3.2105988325824,-4.013248540728,-4.81589824887359,-5.6185479570192,-6.4211976651648,-7.2238473733104,-8.02649708145599,-8.82914678960159,-9.6317964977472,-10.4344462058928,-11.2370959140384,-12.039745622184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","FCV","Body",0,-5.77580864348658,-11.5392719064265,-17.2902572389658,-23.0286264086719,-28.7542347603422,-34.4669302800719,-40.1665523837965,-45.8529303051206,-51.5258808770574,-57.1852053518434,-62.8306845986966,-68.4620713416535,-74.079076382009,-79.6813405177742,-85.2683625790274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","FCV","Chassis",0,-1.43525016293847,-2.88072573112538,-4.33762626614214,-5.80737036464893,-7.29165880490882,-8.79256398801868,-10.3126607498318,-11.8552252236087,-13.4245519000619,-15.0264904833371,-16.6694292180955,-18.3663001423438,-20.1393621647836,-22.0349201107734,-24.1991787745912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","FCV","Exterior",0,-0.00703510592978773,-0.0140591224010436,-0.0210720516399689,-0.0280738934888447,-0.0350646449296121,-0.0420442994681096,-0.0490128463207427,-0.0559702693118922,-0.0629165453310705,-0.0698516420874924,-0.0767755146737557,-0.0836880999461869,-0.0905893064488339,-0.097478993698104,-0.104356918698286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Car","FCV","Weld blanks and fasteners - G",0,-0.872353135293253,-1.74470627058651,-2.61705940587976,-3.48941254117302,-4.36176567646627,-5.23411881175952,-6.10647194705277,-6.97882508234603,-7.85117821763928,-8.72353135293253,-9.59588448822578,-10.468237623519,-11.3405907588123,-12.2129438941055,-13.0852970293988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","ICEV-G","Body",0,-6.56880074831918,-13.1225005408146,-19.6609425302788,-26.1839633068161,-32.6913920578523,-39.1830495069349,-45.6587465411773,-52.1182823859073,-58.5614420944451,-64.9879929508836,-71.3976790397853,-77.7902124705529,-84.1652578023599,-90.5224002997105,-96.8610645703328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","ICEV-G","Chassis",0,-1.63230344463841,-3.27582769562389,-4.93192864453681,-6.60221000904556,-8.28859481404243,-9.9934266456213,-11.719617750699,-13.4708741974613,-15.2520548903669,-17.0697795105879,-18.9335421265416,-20.8579822951057,-22.8683026586573,-25.0169418321767,-27.4695037841289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","ICEV-G","Exterior",0,-0.00800099379126351,-0.0159884228792961,-0.0239622946864628,-0.0319226139574909,-0.0398693822221858,-0.0478025971008194,-0.055722251386392,-0.0636283318001958,-0.0715208172500397,-0.0793996762946421,-0.0872648632623694,-0.0951163119024869,-0.102953923999216,-0.110777545958157,-0.118586908342053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","ICEV-G","Weld blanks and fasteners - G",0,-0.992123230116903,-1.98424646023381,-2.97636969035071,-3.96849292046761,-4.96061615058451,-5.95273938070141,-6.94486261081831,-7.93698584093521,-8.92910907105212,-9.92123230116901,-10.9133555312859,-11.9054787614028,-12.8976019915197,-13.8897252216366,-14.8818484517535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","BEV100","Body",0,-6.34693550349994,-12.6267705027504,-18.844575949563,-25.0046097170805,-31.1095283110124,-37.1645848114832,-43.1730398753931,-49.1365802196617,-55.0546748706009,-60.9336505617875,-66.7706191129217,-72.5749330360174,-78.3475913132348,-84.0894729604857,-89.8011921909577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","BEV100","Chassis",0,-1.5771714019354,-3.1449602571941,-4.70639769924907,-6.26442409466733,-7.82163945147096,-9.38202328986313,-10.9492872866182,-12.5272125534142,-14.1196695908102,-15.7348110208487,-17.3795081824557,-19.0701856330182,-20.8289934143812,-22.7015893179106,-24.8314201686437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","BEV100","Exterior",0,-0.00773075535440171,-0.0154012364826386,-0.0230166014147386,-0.0305811951931574,-0.0380978884556171,-0.045571731723534,-0.0530059805872014,-0.0604025053313322,-0.0677613024603687,-0.075088005210155,-0.0823806532451812,-0.0896471467346913,-0.0968885943505029,-0.104105991624188,-0.11130011267921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","BEV100","Weld blanks and fasteners - G",0,-0.958613663945755,-1.91722732789151,-2.87584099183727,-3.83445465578303,-4.79306831972879,-5.75168198367454,-6.7102956476203,-7.66890931156605,-8.62752297551182,-9.58613663945757,-10.5447503034033,-11.5033639673491,-12.4619776312948,-13.4205912952406,-14.3792049591864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","BEV300","Body",0,-6.35831788562155,-12.5095502415345,-18.4620436505381,-24.2362045799208,-29.8596789115322,-35.3456294712558,-40.6935641441895,-45.9263665433818,-51.0601504586614,-56.0983167746426,-61.0562381613361,-65.9461466144036,-70.7722727216052,-75.5382194806058,-80.2470379347128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","BEV300","Chassis",0,-1.57999984844446,-3.09673065569706,-4.55369929972278,-5.95918793222751,-7.32454397370344,-8.65583093036719,-9.95407826247879,-11.229986661518,-12.4924233724364,-13.7462568372038,-15.0030239477246,-16.276330251941,-17.583006959266,-18.9563813881466,-20.4993843940631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","BEV300","Exterior",0,-0.00774461943282034,-0.0153032205906172,-0.0226852327783504,-0.0299105220555163,-0.0370048498331172,-0.0439809937867608,-0.050839874041742,-0.0576020540681341,-0.0642820319984736,-0.0708835623546804,-0.0774200390515674,-0.0839020411616858,-0.0903335788274831,-0.0967180894498796,-0.103058514383591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","BEV300","Weld blanks and fasteners - G",0,-0.960332809669552,-1.9206656193391,-2.88099842900866,-3.84133123867822,-4.80166404834777,-5.76199685801732,-6.72232966768687,-7.68266247735642,-8.64299528702598,-9.60332809669553,-10.5636609063651,-11.5239937160346,-12.4843265257042,-13.4446593353737,-14.4049921450433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aluminum Intensive","Light truck","FFV","Body",0,-6.58282911931917,-13.1505071324978,-19.7028767300602,-26.2397740233193,-32.7610277025142,-39.2664579732598,-45.7558751809728,-52.2290779815233,-58.6858508255405,-65.1259603533813,-71.5491499530658,-77.9551309656763,-84.3435670766576,-90.7140425028585,-97.065980454783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
