"Material","Scenario","rec_scen","Case","Year","value","Type"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2016,0.230680815527421,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2016,0.884436258003535,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2016,0.281321640766786,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2016,0.292423027335501,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2016,0.23566983772483,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2016,0.897478390641001,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2017,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2017,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2017,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2017,0.856144105713314,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2017,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2017,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2017,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2017,0.831868697778404,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2017,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2017,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2017,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2017,0.854139183812373,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2017,0.288331140969868,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2017,0.312116852664498,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2017,0.247928574688315,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2017,0.849656554210656,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2017,0.291999931291596,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2017,0.313127262454636,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2017,0.234377286728141,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2017,0.825812917045364,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2017,0.289881244848064,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2017,0.309652949121805,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2017,0.247709255610081,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2017,0.847687698390185,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2018,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2018,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2018,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2018,0.878924206967574,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2018,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2018,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2018,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2018,0.841687348961469,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2018,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2018,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2018,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2018,0.875725451737703,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2018,0.298079311929158,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2018,0.336043741787143,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2018,0.264385677224885,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2018,0.868625386924692,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2018,0.30693821417255,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2018,0.338503366479499,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2018,0.238431505887164,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2018,0.832369952687935,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2018,0.301631964855646,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2018,0.330253854884664,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2018,0.263863710212567,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2018,0.865512537347051,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2019,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2019,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2019,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2019,0.895413752226612,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2019,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2019,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2019,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2019,0.846185711342663,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2019,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2019,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2019,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2019,0.890971891981257,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2019,0.307724588581555,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2019,0.361265154149341,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2019,0.281432224959712,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2019,0.881190340398778,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2019,0.324383431251521,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2019,0.365959512984836,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2019,0.241512815647165,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2019,0.833629329165858,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2019,0.31404908592011,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2019,0.350620722114822,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2019,0.280472636830722,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2019,0.876906331361297,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2020,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2020,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2020,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2020,0.912642135916044,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2020,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2020,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2020,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2020,0.852121907373574,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2020,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2020,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2020,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2020,0.906886460306071,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2020,0.317869261813981,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2020,0.38864332857339,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2020,0.300017288197473,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2020,0.894203443315256,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2020,0.345627170119178,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2020,0.396550602211038,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2020,0.244435211079564,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2020,0.836118028183104,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2020,0.327817511171217,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2020,0.371409109877581,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2020,0.298465833752156,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2020,0.888701738814898,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2021,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2021,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2021,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2021,0.937552936850592,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2021,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2021,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2021,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2021,0.866117171345419,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2021,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2021,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2021,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2021,0.930302778312539,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2021,0.329444894492406,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2021,0.420535176542578,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2021,0.321551549614923,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2021,0.914251292681968,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2021,0.37276736137453,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2021,0.433014351485975,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2021,0.247955630557652,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2021,0.845939314526617,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2021,0.344058282436417,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2021,0.394439259177587,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2021,0.319211708912084,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2021,0.907381953894061,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2022,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2022,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2022,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2022,0.957969060422723,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2022,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2022,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2022,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2022,0.87835242445176,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2022,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2022,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2022,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2022,0.949236879035708,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2022,0.340931824024097,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2022,0.452304339285215,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2022,0.343441547736552,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2022,0.92971472145207,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2022,0.403893055714309,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2022,0.470582576061008,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2022,0.251644151977327,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2022,0.853508338776124,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2022,0.360855435613174,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2022,0.415703856713729,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2022,0.340164698363847,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2022,0.92151271153002,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2023,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2023,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2023,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2023,0.96827569766167,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2023,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2023,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2023,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2023,0.884214479486032,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2023,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2023,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2023,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2023,0.95822416722346,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2023,0.351402982206284,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2023,0.483515218661363,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2023,0.36367494133047,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2023,0.935491063848011,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2023,0.437658606869148,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2023,0.508909712164618,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2023,0.255141146912602,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2023,0.854551531465889,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2023,0.376912609861057,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2023,0.434933417501385,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2023,0.359376644918188,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2023,0.926130045531944,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2024,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2024,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2024,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2024,0.978831540750066,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2024,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2024,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2024,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2024,0.892371951037382,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2024,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2024,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2024,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2024,0.967465768751459,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2024,0.362086070275987,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2024,0.516336975711744,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2024,0.384530831129488,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2024,0.94139034495913,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2024,0.47688117795743,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2024,0.550613972999905,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2024,0.259213514881712,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2024,0.857103912240561,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2024,0.393682631146995,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2024,0.453845267054984,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2024,0.379079627233378,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2024,0.930893603497851,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2025,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2025,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2025,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2025,0.987637426144292,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2025,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2025,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2025,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2025,0.901574893455072,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2025,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2025,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2025,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2025,0.974977022198956,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2025,0.372792300653897,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2025,0.550545370545178,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2025,0.405397423776474,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2025,0.945583979918127,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2025,0.521957254302635,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2025,0.595851044829922,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2025,0.263841727213392,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2025,0.859848277704092,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2025,0.410806848518843,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2025,0.472154645790469,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2025,0.398676580170038,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2025,0.933986844289919,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2026,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2026,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2026,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2026,0.995055572901597,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2026,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2026,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2026,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2026,0.912061398871302,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2026,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2026,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2026,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2026,0.981211480878756,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2026,0.383464436109795,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2026,0.584050742249146,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2026,0.425727192381279,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2026,0.948453452530898,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2026,0.573305491000046,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2026,0.642351738384875,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2026,0.269222456761134,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2026,0.862804961494164,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2026,0.428030584585205,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2026,0.488533240571654,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2026,0.417675073045236,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2026,0.935872029567237,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2027,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2027,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2027,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2027,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2027,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2027,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2027,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2027,0.925083480896935,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2027,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2027,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2027,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2027,0.98841870956675,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2027,0.394830342958365,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2027,0.621373866353109,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2027,0.446840156802638,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2027,0.952133716660989,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2027,0.634957191295218,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2027,0.696082983005012,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2027,0.275453159887752,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2027,0.867098366053765,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2027,0.446419696433647,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2027,0.505963773329604,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2027,0.437340430939101,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2027,0.938594375775261,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2028,0.27,"Internal secondary material recovery"
