"Scenario","Size","Technology","Material","Year","value"
"Aluminum Maximum","Car","CNG","Wrought Aluminum",2030,310.119444436437
"Aluminum Maximum","Car","HEV","Cast Aluminum",2030,188.39404916033
"Aluminum Maximum","Car","HEV","Cast Iron",2030,28.4051974267283
"Aluminum Maximum","Car","HEV","HSS/AHSS",2030,91.6967821002321
"Aluminum Maximum","Car","HEV","Steel",2030,304.782790215179
"Aluminum Maximum","Car","HEV","Other",2030,518.413567435208
"Aluminum Maximum","Car","HEV","Wrought Aluminum",2030,289.344063199843
"Aluminum Maximum","Car","PHEV20","Cast Aluminum",2030,207.973376506622
"Aluminum Maximum","Car","PHEV20","Cast Iron",2030,30.9421708633489
"Aluminum Maximum","Car","PHEV20","HSS/AHSS",2030,105.067056800358
"Aluminum Maximum","Car","PHEV20","Steel",2030,359.69752290838
"Aluminum Maximum","Car","PHEV20","Other",2030,545.547388919833
"Aluminum Maximum","Car","PHEV20","Wrought Aluminum",2030,334.218210935933
"Aluminum Maximum","Car","PHEV40","Cast Aluminum",2030,221.348159941914
"Aluminum Maximum","Car","PHEV40","Cast Iron",2030,32.7452787746814
"Aluminum Maximum","Car","PHEV40","HSS/AHSS",2030,101.939887786292
"Aluminum Maximum","Car","PHEV40","Steel",2030,380.499866172249
"Aluminum Maximum","Car","PHEV40","Other",2030,572.31825921716
"Aluminum Maximum","Car","PHEV40","Wrought Aluminum",2030,327.809970665587
"Aluminum Maximum","Car","FCV","Cast Aluminum",2030,168.256944591477
"Aluminum Maximum","Car","FCV","Cast Iron",2030,0
"Aluminum Maximum","Car","FCV","HSS/AHSS",2030,116.768071441387
"Aluminum Maximum","Car","FCV","Steel",2030,247.688853434154
"Aluminum Maximum","Car","FCV","Other",2030,778.049328757176
"Aluminum Maximum","Car","FCV","Wrought Aluminum",2030,393.498086411313
"Aluminum Maximum","Light truck","ICEV-G","Cast Aluminum",2030,224.676298642874
"Aluminum Maximum","Light truck","ICEV-G","Cast Iron",2030,58.4905505990464
"Aluminum Maximum","Light truck","ICEV-G","HSS/AHSS",2030,132.012222894194
"Aluminum Maximum","Light truck","ICEV-G","Steel",2030,325.967806175289
"Aluminum Maximum","Light truck","ICEV-G","Other",2030,600.184518170765
"Aluminum Maximum","Light truck","ICEV-G","Wrought Aluminum",2030,420.005983546196
"Aluminum Maximum","Light truck","BEV100","Cast Aluminum",2030,176.521480679788
"Aluminum Maximum","Light truck","BEV100","Cast Iron",2030,0
"Aluminum Maximum","Light truck","BEV100","HSS/AHSS",2030,113.859749130946
"Aluminum Maximum","Light truck","BEV100","Steel",2030,201.249209381631
"Aluminum Maximum","Light truck","BEV100","Other",2030,664.807308385515
"Aluminum Maximum","Light truck","BEV100","Wrought Aluminum",2030,371.941324552846
"Aluminum Maximum","Light truck","BEV300","Cast Aluminum",2030,138.88647552165
"Aluminum Maximum","Light truck","BEV300","Cast Iron",2030,0
"Aluminum Maximum","Light truck","BEV300","HSS/AHSS",2030,79.2447803992004
"Aluminum Maximum","Light truck","BEV300","Steel",2030,124.408464456771
"Aluminum Maximum","Light truck","BEV300","Other",2030,827.694444537926
"Aluminum Maximum","Light truck","BEV300","Wrought Aluminum",2030,298.666061566274
"Aluminum Maximum","Light truck","FFV","Cast Aluminum",2030,225.068862324648
"Aluminum Maximum","Light truck","FFV","Cast Iron",2030,58.6028459816288
"Aluminum Maximum","Light truck","FFV","HSS/AHSS",2030,132.284283183829
"Aluminum Maximum","Light truck","FFV","Steel",2030,326.615001601376
"Aluminum Maximum","Light truck","FFV","Other",2030,601.131232388255
"Aluminum Maximum","Light truck","FFV","Wrought Aluminum",2030,420.879639566188
"Aluminum Maximum","Light truck","ICEV-D","Cast Aluminum",2030,260.046407461731
"Aluminum Maximum","Light truck","ICEV-D","Cast Iron",2030,68.5902321130156
"Aluminum Maximum","Light truck","ICEV-D","HSS/AHSS",2030,156.587642522916
"Aluminum Maximum","Light truck","ICEV-D","Steel",2030,384.363342235775
"Aluminum Maximum","Light truck","ICEV-D","Other",2030,685.701928762563
"Aluminum Maximum","Light truck","ICEV-D","Wrought Aluminum",2030,498.936801316343
"Aluminum Maximum","Light truck","CNG","Cast Aluminum",2030,225.068862324648
"Aluminum Maximum","Light truck","CNG","Cast Iron",2030,58.6028459816288
"Aluminum Maximum","Light truck","CNG","HSS/AHSS",2030,132.284283183829
"Aluminum Maximum","Light truck","CNG","Steel",2030,326.615001601376
"Aluminum Maximum","Light truck","CNG","Other",2030,601.131232388255
"Aluminum Maximum","Light truck","CNG","Wrought Aluminum",2030,420.879639566188
"Aluminum Maximum","Light truck","HEV","Cast Aluminum",2030,232.137056010834
"Aluminum Maximum","Light truck","HEV","Cast Iron",2030,33.8030110085592
"Aluminum Maximum","Light truck","HEV","HSS/AHSS",2030,123.014473265261
"Aluminum Maximum","Light truck","HEV","Steel",2030,377.934351748754
"Aluminum Maximum","Light truck","HEV","Other",2030,634.497484520202
"Aluminum Maximum","Light truck","HEV","Wrought Aluminum",2030,386.920424930967
"Aluminum Maximum","Light truck","PHEV20","Cast Aluminum",2030,231.327504662343
"Aluminum Maximum","Light truck","PHEV20","Cast Iron",2030,32.6557630290175
"Aluminum Maximum","Light truck","PHEV20","HSS/AHSS",2030,124.276192599645
"Aluminum Maximum","Light truck","PHEV20","Steel",2030,395.877789291462
"Aluminum Maximum","Light truck","PHEV20","Other",2030,614.982018961574
"Aluminum Maximum","Light truck","PHEV20","Wrought Aluminum",2030,394.394867164864
"Aluminum Maximum","Light truck","PHEV40","Cast Aluminum",2030,241.254740482857
"Aluminum Maximum","Light truck","PHEV40","Cast Iron",2030,33.7389524924785
"Aluminum Maximum","Light truck","PHEV40","HSS/AHSS",2030,116.883959604104
"Aluminum Maximum","Light truck","PHEV40","Steel",2030,412.331004770343
"Aluminum Maximum","Light truck","PHEV40","Other",2030,666.00847966308
"Aluminum Maximum","Light truck","PHEV40","Wrought Aluminum",2030,378.925126934402
"Aluminum Maximum","Light truck","FCV","Cast Aluminum",2030,191.334580806353
"Aluminum Maximum","Light truck","FCV","Cast Iron",2030,0
"Aluminum Maximum","Light truck","FCV","HSS/AHSS",2030,138.437663771121
"Aluminum Maximum","Light truck","FCV","Steel",2030,288.16042222249
"Aluminum Maximum","Light truck","FCV","Other",2030,890.526663864421
"Aluminum Maximum","Light truck","FCV","Wrought Aluminum",2030,466.654005751351
"No lightweighting","Car","ICEV-G","Cast Aluminum",2030,121.410434542029
"No lightweighting","Car","ICEV-G","Cast Iron",2030,121.083802526366
"No lightweighting","Car","ICEV-G","HSS/AHSS",2030,297.955052937096
"No lightweighting","Car","ICEV-G","Steel",2030,601.565867045667
"No lightweighting","Car","ICEV-G","Other",2030,511.561820019962
"No lightweighting","Car","ICEV-G","Wrought Aluminum",2030,43.9503811683775
"No lightweighting","Car","BEV100","Cast Aluminum",2030,132.717062584407
"No lightweighting","Car","BEV100","Cast Iron",2030,15.7533423765837
"No lightweighting","Car","BEV100","HSS/AHSS",2030,315.882169958454
"No lightweighting","Car","BEV100","Steel",2030,578.34238568607
"No lightweighting","Car","BEV100","Other",2030,614.192998937306
"No lightweighting","Car","BEV100","Wrought Aluminum",2030,37.7203098020926
"No lightweighting","Car","BEV300","Cast Aluminum",2030,117.621259487316
"No lightweighting","Car","BEV300","Cast Iron",2030,12.559236549437
"No lightweighting","Car","BEV300","HSS/AHSS",2030,266.583923204301
"No lightweighting","Car","BEV300","Steel",2030,489.486211201415
"No lightweighting","Car","BEV300","Other",2030,772.197025730259
"No lightweighting","Car","BEV300","Wrought Aluminum",2030,26.780919433565
"No lightweighting","Car","FFV","Cast Aluminum",2030,121.53494651082
"No lightweighting","Car","FFV","Cast Iron",2030,121.245088715668
"No lightweighting","Car","FFV","HSS/AHSS",2030,298.355265448486
"No lightweighting","Car","FFV","Steel",2030,602.36465506046
"No lightweighting","Car","FFV","Other",2030,512.055673281009
"No lightweighting","Car","FFV","Wrought Aluminum",2030,44.0078739076178
"No lightweighting","Car","ICEV-D","Cast Aluminum",2030,125.926603097838
"No lightweighting","Car","ICEV-D","Cast Iron",2030,126.933796513832
"No lightweighting","Car","ICEV-D","HSS/AHSS",2030,312.472769172824
"No lightweighting","Car","ICEV-D","Steel",2030,630.541332607413
"No lightweighting","Car","ICEV-D","Other",2030,529.476363038096
"No lightweighting","Car","ICEV-D","Wrought Aluminum",2030,46.0358779852696
"No lightweighting","Car","CNG","Cast Aluminum",2030,121.53494651082
"No lightweighting","Car","CNG","Cast Iron",2030,121.245088715668
"No lightweighting","Car","CNG","HSS/AHSS",2030,298.355265448486
"No lightweighting","Car","CNG","Steel",2030,602.36465506046
"No lightweighting","Car","CNG","Other",2030,512.055673281009
"No lightweighting","Car","CNG","Wrought Aluminum",2030,44.0078739076178
"No lightweighting","Car","HEV","Cast Aluminum",2030,137.43708335584
"No lightweighting","Car","HEV","Cast Iron",2030,80.5502222163288
"No lightweighting","Car","HEV","HSS/AHSS",2030,283.134603287486
"No lightweighting","Car","HEV","Steel",2030,637.469313406246
"No lightweighting","Car","HEV","Other",2030,557.481834554854
"No lightweighting","Car","HEV","Wrought Aluminum",2030,35.1779302384286
"No lightweighting","Car","PHEV20","Cast Aluminum",2030,152.376300948717
"No lightweighting","Car","PHEV20","Cast Iron",2030,90.0691625297432
"No lightweighting","Car","PHEV20","HSS/AHSS",2030,326.514480680138
"No lightweighting","Car","PHEV20","Steel",2030,746.089113430321
"No lightweighting","Car","PHEV20","Other",2030,585.235232449481
"No lightweighting","Car","PHEV20","Wrought Aluminum",2030,39.9815299729327
"No lightweighting","Car","PHEV40","Cast Aluminum",2030,169.892683599322
"No lightweighting","Car","PHEV40","Cast Iron",2030,94.7199175299864
"No lightweighting","Car","PHEV40","HSS/AHSS",2030,322.104026933801
"No lightweighting","Car","PHEV40","Steel",2030,768.788043385904
"No lightweighting","Car","PHEV40","Other",2030,619.670097520257
"No lightweighting","Car","PHEV40","Wrought Aluminum",2030,38.9315290089123
"No lightweighting","Car","FCV","Cast Aluminum",2030,127.186834690666
"No lightweighting","Car","FCV","Cast Iron",2030,18.1802615501057
"No lightweighting","Car","FCV","HSS/AHSS",2030,360.096996941871
"No lightweighting","Car","FCV","Steel",2030,669.439093860884
"No lightweighting","Car","FCV","Other",2030,845.084798679511
"No lightweighting","Car","FCV","Wrought Aluminum",2030,69.0258564283428
"No lightweighting","Light truck","ICEV-G","Cast Aluminum",2030,147.656325586335
"No lightweighting","Light truck","ICEV-G","Cast Iron",2030,151.701060800465
"No lightweighting","Light truck","ICEV-G","HSS/AHSS",2030,408.503438402158
"No lightweighting","Light truck","ICEV-G","Steel",2030,802.81755268425
"No lightweighting","Light truck","ICEV-G","Other",2030,639.086606446734
"No lightweighting","Light truck","ICEV-G","Wrought Aluminum",2030,55.5922427947103
"No lightweighting","Light truck","BEV100","Cast Aluminum",2030,143.546520582165
"No lightweighting","Light truck","BEV100","Cast Iron",2030,18.038264212544
"No lightweighting","Light truck","BEV100","HSS/AHSS",2030,365.685366813283
"No lightweighting","Light truck","BEV100","Steel",2030,644.699098400287
"No lightweighting","Light truck","BEV100","Other",2030,735.14358256175
"No lightweighting","Light truck","BEV100","Wrought Aluminum",2030,39.5795995790518
"No lightweighting","Light truck","BEV300","Cast Aluminum",2030,120.288606357052
"No lightweighting","Light truck","BEV300","Cast Iron",2030,13.4820661053747
"No lightweighting","Light truck","BEV300","HSS/AHSS",2030,295.328765634697
"No lightweighting","Light truck","BEV300","Steel",2030,515.54111191583
"No lightweighting","Light truck","BEV300","Other",2030,925.347263411797
"No lightweighting","Light truck","BEV300","Wrought Aluminum",2030,23.9721819887985
"No lightweighting","Light truck","FFV","Cast Aluminum",2030,147.905396570453
"No lightweighting","Light truck","FFV","Cast Iron",2030,152.016484280466
"No lightweighting","Light truck","FFV","HSS/AHSS",2030,409.360136406406
"No lightweighting","Light truck","FFV","Steel",2030,804.485925522134
"No lightweighting","Light truck","FFV","Other",2030,640.12482297081
"No lightweighting","Light truck","FFV","Wrought Aluminum",2030,55.7062497707105
"No lightweighting","Light truck","ICEV-D","Cast Aluminum",2030,170.163162843057
"No lightweighting","Light truck","ICEV-D","Cast Iron",2030,180.203361744548
"No lightweighting","Light truck","ICEV-D","HSS/AHSS",2030,485.938454780786
"No lightweighting","Light truck","ICEV-D","Steel",2030,953.610931560313
"No lightweighting","Light truck","ICEV-D","Other",2030,732.92857675513
"No lightweighting","Light truck","ICEV-D","Wrought Aluminum",2030,65.8964083922651
"No lightweighting","Light truck","CNG","Cast Aluminum",2030,147.905396570453
"No lightweighting","Light truck","CNG","Cast Iron",2030,152.016484280466
"No lightweighting","Light truck","CNG","HSS/AHSS",2030,409.360136406406
"No lightweighting","Light truck","CNG","Steel",2030,804.485925522134
"No lightweighting","Light truck","CNG","Other",2030,640.12482297081
"No lightweighting","Light truck","CNG","Wrought Aluminum",2030,55.7062497707105
"No lightweighting","Light truck","HEV","Cast Aluminum",2030,168.629875336256
"No lightweighting","Light truck","HEV","Cast Iron",2030,99.7016496318899
"No lightweighting","Light truck","HEV","HSS/AHSS",2030,381.570195983565
"No lightweighting","Light truck","HEV","Steel",2030,828.684822432498
"No lightweighting","Light truck","HEV","Other",2030,688.556200544027
"No lightweighting","Light truck","HEV","Wrought Aluminum",2030,44.5210596512527
"No lightweighting","Light truck","PHEV20","Cast Aluminum",2030,169.836124387909
"No lightweighting","Light truck","PHEV20","Cast Iron",2030,98.5965927234338
"No lightweighting","Light truck","PHEV20","HSS/AHSS",2030,388.62227669072
"No lightweighting","Light truck","PHEV20","Steel",2030,858.490500876464
"No lightweighting","Light truck","PHEV20","Other",2030,667.544205704494
"No lightweighting","Light truck","PHEV20","Wrought Aluminum",2030,44.5586912396182
"No lightweighting","Light truck","PHEV40","Cast Aluminum",2030,187.053498408707
"No lightweighting","Light truck","PHEV40","Cast Iron",2030,101.056862798429
"No lightweighting","Light truck","PHEV40","HSS/AHSS",2030,375.821096261799
"No lightweighting","Light truck","PHEV40","Steel",2030,871.612332571956
"No lightweighting","Light truck","PHEV40","Other",2030,730.45740501669
"No lightweighting","Light truck","PHEV40","Wrought Aluminum",2030,41.6389740305979
"No lightweighting","Light truck","FCV","Cast Aluminum",2030,143.148784643456
"No lightweighting","Light truck","FCV","Cast Iron",2030,21.5882216512249
"No lightweighting","Light truck","FCV","HSS/AHSS",2030,428.000916750416
"No lightweighting","Light truck","FCV","Steel",2030,790.463826807824
"No lightweighting","Light truck","FCV","Other",2030,972.031194996379
"No lightweighting","Light truck","FCV","Wrought Aluminum",2030,81.1800849560855
