"Data","Unit","LWscen","Size","Technology","Fuel type","Year","value"
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2016,0.351833826713772
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2017,0.344726072638746
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2018,0.337899813774612
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2019,0.331338652342096
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2020,0.325027439916532
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2021,0.321412871185269
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2022,0.31786832217003
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2023,0.314391831389353
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2024,0.310981509489938
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2025,0.307635535966453
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2026,0.303696340264254
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2027,0.299803978251983
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2028,0.295957744246758
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2029,0.292156945837962
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2030,0.288400903584886
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2031,0.28739181505441
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2032,0.286388902381304
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2033,0.285392111436508
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2034,0.284401387535037
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2035,0.283416676639397
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2036,0.282437926509071
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2037,0.281465084346938
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2038,0.280498097975721
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2039,0.279536916962115
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2040,0.278581490316144
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2041,0.277631767641445
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2042,0.276687700234749
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2043,0.275749238836622
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2044,0.274816334756325
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2045,0.273888940947373
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2046,0.273888940947373
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2047,0.273888940947373
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2048,0.273888940947373
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2049,0.273888940947373
"FRV","L/100km100kg","BAU","Car","ICEV-G","E10",2050,0.273888940947373
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2016,0.361223808025619
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2017,0.351626286178513
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2018,0.342408864206539
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2019,0.3335494003694
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2020,0.325027439916532
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2021,0.321412871185269
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2022,0.31786832217003
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2023,0.314391831389353
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2024,0.310981509489938
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2025,0.307635535966453
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2026,0.305729315135862
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2027,0.303842557795181
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2028,0.301974986835488
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2029,0.300126330231648
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2030,0.298296320927841
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2031,0.297250696387555
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2032,0.296211473699269
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2033,0.295178596740572
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2034,0.294152008824205
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2035,0.293131653934102
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2036,0.292117477905815
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2037,0.291109426009199
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2038,0.290107444156645
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2039,0.289111480057345
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2040,0.288121480854591
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2041,0.287137394307013
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2042,0.286159169917438
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2043,0.285186756623173
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2044,0.284220103951041
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2045,0.283259163121553
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2046,0.283259163121553
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2047,0.283259163121553
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2048,0.283259163121553
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2049,0.283259163121553
"FRV","L/100km100kg","BAU","Light truck","ICEV-G","E10",2050,0.283259163121553
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2016,0.0803574352272159
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2017,0.0801835013847327
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2018,0.0800103188763424
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2019,0.0798378828442813
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2020,0.0796661884725732
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2021,0.0793149696918264
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2022,0.0789660689754013
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2023,0.0786194659638463
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2024,0.0782751405207959
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2025,0.0779330727300429
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2026,0.076639341732092
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2027,0.0753561301288192
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2028,0.0740833375391874
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2029,0.0728208647285065
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2030,0.0715686135930493
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2031,0.071465487774574
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2032,0.0713625849004548
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2033,0.071259904020544
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2034,0.0711574446502306
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2035,0.071055206305872
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2036,0.0709531880462065
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2037,0.0708513893924872
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2038,0.0707498098669177
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2039,0.0706484485370164
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2040,0.0705473049298211
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2041,0.0704463785733024
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2042,0.0703456685436541
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2043,0.0702451743736207
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2044,0.0701448955968612
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2045,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2046,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2047,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2048,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2049,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV100","Electricity",2050,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2016,0.0843089674929393
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2017,0.0831407357589187
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2018,0.0819775503822803
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2019,0.0808193787357137
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2020,0.0796661884725732
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2021,0.0793149696918264
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2022,0.0789660689754013
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2023,0.0786194659638463
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2024,0.0782751405207959
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2025,0.0779330727300429
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2026,0.077593242892655
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2027,0.0772556315241368
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2028,0.0769202193516331
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2029,0.0765869873111766
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2030,0.0762559165449753
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2031,0.0761460366211863
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2032,0.0760363942432342
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2033,0.0759269883987426
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2034,0.0758178185713614
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2035,0.0757088842457724
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2036,0.0756001844190668
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2037,0.075491718581143
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2038,0.075383486222912
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2039,0.0752754863508201
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2040,0.0751677184609292
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2041,0.0750601820502948
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2042,0.0749528761346072
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2043,0.0748458002160082
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2044,0.0747389537976146
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2045,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2046,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2047,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2048,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2049,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV100","Electricity",2050,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2016,0.0803574352272159
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2017,0.0801835013847327
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2018,0.0800103188763424
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2019,0.0798378828442813
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2020,0.0796661884725732
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2021,0.0793149696918264
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2022,0.0789660689754013
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2023,0.0786194659638463
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2024,0.0782751405207959
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2025,0.0779330727300429
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2026,0.076639341732092
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2027,0.0753561301288192
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2028,0.0740833375391874
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2029,0.0728208647285065
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2030,0.0715686135930493
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2031,0.071465487774574
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2032,0.0713625849004548
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2033,0.071259904020544
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2034,0.0711574446502306
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2035,0.071055206305872
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2036,0.0709531880462065
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2037,0.0708513893924872
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2038,0.0707498098669178
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2039,0.0706484485370164
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2040,0.0705473049298211
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2041,0.0704463785733024
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2042,0.0703456685436542
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2043,0.0702451743736207
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2044,0.0701448955968612
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2045,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2046,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2047,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2048,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2049,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Car","BEV300","Electricity",2050,0.0700448312981424
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2016,0.0843089674929393
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2017,0.0831407357589187
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2018,0.0819775503822803
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2019,0.0808193787357137
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2020,0.0796661884725732
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2021,0.0793149696918264
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2022,0.0789660689754013
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2023,0.0786194659638463
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2024,0.0782751405207959
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2025,0.0779330727300429
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2026,0.077593242892655
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2027,0.0772556315241368
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2028,0.0769202193516331
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2029,0.0765869873111766
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2030,0.0762559165449753
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2031,0.0761460366211863
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2032,0.0760363942432342
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2033,0.0759269883987426
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2034,0.0758178185713614
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2035,0.0757088842457724
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2036,0.0756001844190668
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2037,0.075491718581143
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2038,0.075383486222912
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2039,0.07527548635082
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2040,0.0751677184609292
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2041,0.0750601820502948
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2042,0.0749528761346072
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2043,0.0748458002160082
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2044,0.0747389537976147
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2045,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2046,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2047,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2048,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2049,0.0746323359042513
"FRV","kWh/100km100kg","BAU","Light truck","BEV300","Electricity",2050,0.0746323359042513
"FRV","L/100km100kg","BAU","Car","FFV","E85",2016,0.339580907375481
"FRV","L/100km100kg","BAU","Car","FFV","E85",2017,0.329737982524018
"FRV","L/100km100kg","BAU","Car","FFV","E85",2018,0.320449588650102
"FRV","L/100km100kg","BAU","Car","FFV","E85",2019,0.311670147865168
"FRV","L/100km100kg","BAU","Car","FFV","E85",2020,0.303358943922096
"FRV","L/100km100kg","BAU","Car","FFV","E85",2021,0.301502339341934
"FRV","L/100km100kg","BAU","Car","FFV","E85",2022,0.299664409446637
"FRV","L/100km100kg","BAU","Car","FFV","E85",2023,0.297844892895177
"FRV","L/100km100kg","BAU","Car","FFV","E85",2024,0.296043533051556
"FRV","L/100km100kg","BAU","Car","FFV","E85",2025,0.294260077880955
"FRV","L/100km100kg","BAU","Car","FFV","E85",2026,0.291812570427827
"FRV","L/100km100kg","BAU","Car","FFV","E85",2027,0.289376013791045
"FRV","L/100km100kg","BAU","Car","FFV","E85",2028,0.286950334639248
"FRV","L/100km100kg","BAU","Car","FFV","E85",2029,0.284535460294364
"FRV","L/100km100kg","BAU","Car","FFV","E85",2030,0.282131318724345
"FRV","L/100km100kg","BAU","Car","FFV","E85",2031,0.281162223683123
"FRV","L/100km100kg","BAU","Car","FFV","E85",2032,0.280198940518732
"FRV","L/100km100kg","BAU","Car","FFV","E85",2033,0.279241419379686
"FRV","L/100km100kg","BAU","Car","FFV","E85",2034,0.278289609861568
"FRV","L/100km100kg","BAU","Car","FFV","E85",2035,0.277343462144319
"FRV","L/100km100kg","BAU","Car","FFV","E85",2036,0.27640292807939
"FRV","L/100km100kg","BAU","Car","FFV","E85",2037,0.275467958965969
"FRV","L/100km100kg","BAU","Car","FFV","E85",2038,0.274538506663177
