"Data","Unit","LWscen","Size","Technology","Fuel type","Year","value"
"FRV","L/100km100kg","BAU","Car","FFV","E85",2039,0.273614524653596
"FRV","L/100km100kg","BAU","Car","FFV","E85",2040,0.272695965868701
"FRV","L/100km100kg","BAU","Car","FFV","E85",2041,0.271782783776701
"FRV","L/100km100kg","BAU","Car","FFV","E85",2042,0.270874933423095
"FRV","L/100km100kg","BAU","Car","FFV","E85",2043,0.269972369303887
"FRV","L/100km100kg","BAU","Car","FFV","E85",2044,0.26907504642976
"FRV","L/100km100kg","BAU","Car","FFV","E85",2045,0.268182921344303
"FRV","L/100km100kg","BAU","Car","FFV","E85",2046,0.268182921344303
"FRV","L/100km100kg","BAU","Car","FFV","E85",2047,0.268182921344303
"FRV","L/100km100kg","BAU","Car","FFV","E85",2048,0.268182921344303
"FRV","L/100km100kg","BAU","Car","FFV","E85",2049,0.268182921344303
"FRV","L/100km100kg","BAU","Car","FFV","E85",2050,0.268182921344303
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2016,0.348643874412787
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2017,0.336338186779447
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2018,0.324725777322634
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2019,0.313749664274412
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2020,0.303358943922097
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2021,0.301502339341934
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2022,0.299664409446637
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2023,0.297844892895177
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2024,0.296043533051556
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2025,0.294260077880955
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2026,0.293765994108806
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2027,0.293274121002305
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2028,0.292784443757886
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2029,0.292296947703866
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2030,0.291811618298975
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2031,0.290807400940973
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2032,0.289809208422197
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2033,0.288816989052198
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2034,0.287830690578469
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2035,0.286850261354287
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2036,0.285875651454837
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2037,0.284906810393802
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2038,0.283943688265331
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2039,0.282986236835791
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2040,0.282034407311123
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2041,0.28108815145367
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2042,0.280147422650265
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2043,0.27921217372885
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2044,0.278282358050906
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2045,0.27735793055652
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2046,0.27735793055652
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2047,0.27735793055652
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2048,0.27735793055652
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2049,0.27735793055652
"FRV","L/100km100kg","BAU","Light truck","FFV","E85",2050,0.27735793055652
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2016,0.314542683790192
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2017,0.311670147865168
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2018,0.308849603540596
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2019,0.306079651939335
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2020,0.303358943922096
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2021,0.300174135203863
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2022,0.297047253032255
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2023,0.293976777403032
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2024,0.290961240638654
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2025,0.287999225160083
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2026,0.284393606772882
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2027,0.280829042919579
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2028,0.277304945239609
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2029,0.273820735848132
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2030,0.27037584711083
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2031,0.269853340517633
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2032,0.26933249999275
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2033,0.268813316581275
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2034,0.268295783715582
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2035,0.267779894860117
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2036,0.267265641200733
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2037,0.266753016287388
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2038,0.266242013701364
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2039,0.265732624766455
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2040,0.265224843147695
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2041,0.264718662540714
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2042,0.264214074404494
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2043,0.2637110725167
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2044,0.26320965068489
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2045,0.262709800500541
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2046,0.262709800500541
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2047,0.262709800500541
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2048,0.262709800500541
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2049,0.262709800500541
"FRV","L/100km100kg","BAU","Car","ICEV-D","Diesel",2050,0.262709800500541
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2016,0.322937413626591
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2017,0.317908697092902
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2018,0.312970998053035
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2019,0.308121867605813
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2020,0.303358943922096
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2021,0.300174135203863
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2022,0.297047253032255
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2023,0.293976777403032
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2024,0.290961240638654
"FRV","L/100km100kg","BAU","Light truck","ICEV-D","Diesel",2025,0.287999225160083
