"Year","Region","value","Unit"
2031,"IAI Area 8",18.2918415064721,"kg CO2eq / kg prim alu"
2031,"UN-EUROPE",8.39362372022016,"kg CO2eq / kg prim alu"
2031,"UN-OCEANIA",19.8943283815318,"kg CO2eq / kg prim alu"
2032,"CA-QC",7.27377120674868,"kg CO2eq / kg prim alu"
2032,"CN",23.0458587751931,"kg CO2eq / kg prim alu"
2032,"IAI Area 1",13.7463012787224,"kg CO2eq / kg prim alu"
2032,"IAI Area 2, without Quebec",18.9100115786092,"kg CO2eq / kg prim alu"
2032,"IAI Area 3",11.9023971297661,"kg CO2eq / kg prim alu"
2032,"IAI Area 4&5 without China",27.4846128400736,"kg CO2eq / kg prim alu"
2032,"IAI Area 8",18.2564679125362,"kg CO2eq / kg prim alu"
2032,"UN-EUROPE",8.38990568666373,"kg CO2eq / kg prim alu"
2032,"UN-OCEANIA",19.8478002677238,"kg CO2eq / kg prim alu"
2033,"CA-QC",7.27324139301003,"kg CO2eq / kg prim alu"
2033,"CN",22.9627060661062,"kg CO2eq / kg prim alu"
2033,"IAI Area 1",13.7214960847128,"kg CO2eq / kg prim alu"
2033,"IAI Area 2, without Quebec",18.8622285072037,"kg CO2eq / kg prim alu"
2033,"IAI Area 3",11.8881913852427,"kg CO2eq / kg prim alu"
2033,"IAI Area 4&5 without China",27.4543464214671,"kg CO2eq / kg prim alu"
2033,"IAI Area 8",18.2211993689074,"kg CO2eq / kg prim alu"
2033,"UN-EUROPE",8.38619496280021,"kg CO2eq / kg prim alu"
2033,"UN-OCEANIA",19.8014324472652,"kg CO2eq / kg prim alu"
2034,"CA-QC",7.27271361210286,"kg CO2eq / kg prim alu"
2034,"CN",22.8799691205648,"kg CO2eq / kg prim alu"
2034,"IAI Area 1",13.6967741557185,"kg CO2eq / kg prim alu"
2034,"IAI Area 2, without Quebec",18.8146287736848,"kg CO2eq / kg prim alu"
2034,"IAI Area 3",11.8740230045555,"kg CO2eq / kg prim alu"
2034,"IAI Area 4&5 without China",27.4241235163525,"kg CO2eq / kg prim alu"
2034,"IAI Area 8",18.186035563614,"kg CO2eq / kg prim alu"
2034,"UN-EUROPE",8.38249153425867,"kg CO2eq / kg prim alu"
2034,"UN-OCEANIA",19.7552243679317,"kg CO2eq / kg prim alu"
2035,"CA-QC",7.27218785622741,"kg CO2eq / kg prim alu"
2035,"CN",22.7976458597511,"kg CO2eq / kg prim alu"
2035,"IAI Area 1",13.6721352122391,"kg CO2eq / kg prim alu"
2035,"IAI Area 2, without Quebec",18.7672116746072,"kg CO2eq / kg prim alu"
2035,"IAI Area 3",11.8598918894302,"kg CO2eq / kg prim alu"
2035,"IAI Area 4&5 without China",27.3939440621711,"kg CO2eq / kg prim alu"
2035,"IAI Area 8",18.1509761856103,"kg CO2eq / kg prim alu"
2035,"UN-EUROPE",8.37879538669642,"kg CO2eq / kg prim alu"
2035,"UN-OCEANIA",19.7091754794014,"kg CO2eq / kg prim alu"
