"Scenario","Size","Technology","Subcomponent","bat_impro","fc_impro","frv_impro","Case","Year","value"
"BAU","Car","BEV300","Body","n","n","n","No improvements",2022,4.25460586929273
"BAU","Car","FFV","Body","n","n","n","No improvements",2022,4.45011737850854
"BAU","Car","HEV","Body","n","n","n","No improvements",2022,4.50812505096934
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2022,4.4499375319715
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2022,4.49469620733953
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2022,5.45363115972981
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2022,5.70424136699739
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2022,5.77859665624243
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2022,5.70401083643628
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2022,5.76138332031707
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2022,0.792824763292899
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2022,0.22686983316909
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2022,0.259677568061392
"BAU","Car","FFV","Engine","n","n","n","No improvements",2022,2.60405406343457
"BAU","Car","HEV","Engine","n","n","n","No improvements",2022,1.96344288116904
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2022,2.60325711990632
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2022,2.01909523131434
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2022,0.683174624716749
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2022,0.309425881403122
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2022,0.323644900255182
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2022,0.327863640070497
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2022,0.323631820507025
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2022,0.326886996897422
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2022,0.697514481277118
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2022,0.697301014260631
"BAU","Car","HEV","Generator","n","n","n","No improvements",2022,0.457194745417517
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2022,0.703301549992808
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2022,22.396208233157
"BAU","Car","FFV","Interior","n","n","n","No improvements",2022,22.4282010255741
"BAU","Car","HEV","Interior","n","n","n","No improvements",2022,22.4376931901585
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2022,22.4281715961407
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2022,22.4354957430191
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2022,0.676869115569314
"BAU","Car","FFV","Tires","n","n","n","No improvements",2022,0.707973219308183
"BAU","Car","HEV","Tires","n","n","n","No improvements",2022,0.717201712654209
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2022,0.707944607359106
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2022,0.715065305713097
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2022,1.41032457509678
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2022,0.296784110973448
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2022,0.569946160956441
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2022,2.70747646227721
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2022,2.83189287723273
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2022,2.86880685061683
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2022,2.83177842943643
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2022,2.86026122285244
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2022,0.676869115569321
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2022,0.707973219308176
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2022,0.717201712654209
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2022,0.70794460735911
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2022,0.715065305713093
"BAU","Car","BEV300","Body","n","n","n","No improvements",2023,4.86223129433216
"BAU","Car","FFV","Body","n","n","n","No improvements",2023,5.08539812368713
"BAU","Car","HEV","Body","n","n","n","No improvements",2023,5.15163478956924
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2023,5.08519206300718
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2023,5.13643084422631
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2023,6.23249647728045
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2023,6.51855577672626
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2023,6.60345913935686
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2023,6.51829164440022
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2023,6.58397044578106
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2023,0.905730800346149
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2023,0.259105906103315
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2023,0.296624521018693
"BAU","Car","FFV","Engine","n","n","n","No improvements",2023,2.97406635909894
"BAU","Car","HEV","Engine","n","n","n","No improvements",2023,2.24242967740992
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2023,2.9731532543602
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2023,2.30637232299617
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2023,0.780173153305519
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2023,0.353616821405993
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2023,0.369847136268163
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2023,0.37466434833231
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2023,0.369832150036899
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2023,0.373558606852832
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2023,0.796624917615787
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2023,0.79638033598934
"BAU","Car","HEV","Generator","n","n","n","No improvements",2023,0.522157825579164
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2023,0.803367371913318
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2023,25.5956378481635
"BAU","Car","FFV","Interior","n","n","n","No improvements",2023,25.6321560566033
"BAU","Car","HEV","Interior","n","n","n","No improvements",2023,25.6429947837476
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2023,25.6321223375829
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2023,25.6405068654188
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2023,0.773536796825596
"BAU","Car","FFV","Tires","n","n","n","No improvements",2023,0.809040610586589
"BAU","Car","HEV","Tires","n","n","n","No improvements",2023,0.819578261976915
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2023,0.809007828205701
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2023,0.817159452490536
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2023,1.61116865326562
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2023,0.338954346272772
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2023,0.651038163451155
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2023,3.09414718730234
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2023,3.23616244234636
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2023,3.27831304790767
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2023,3.23603131282279
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2023,3.26863780996221
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2023,0.773536796825603
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2023,0.809040610586582
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2023,0.819578261976918
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2023,0.809007828205701
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2023,0.817159452490532
"BAU","Car","BEV300","Body","n","n","n","No improvements",2024,5.46981335749706
"BAU","Car","FFV","Body","n","n","n","No improvements",2024,5.72056823190474
"BAU","Car","HEV","Body","n","n","n","No improvements",2024,5.79501969423706
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2024,5.72033583115228
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2024,5.77807554627634
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2024,7.01130621279185
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2024,7.33272836998691
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2024,7.42816160806746
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2024,7.33243047447718
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2024,7.40644229113616
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2024,1.01854917020476
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2024,0.291299254255108
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2024,0.333534535182146
"BAU","Car","FFV","Engine","n","n","n","No improvements",2024,3.34358839561546
"BAU","Car","HEV","Engine","n","n","n","No improvements",2024,2.52104671241483
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2024,3.34255857164138
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2024,2.59336220102657
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2024,0.87702481966209
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2024,0.397804607817989
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2024,0.416041325956712
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2024,0.421455977762697
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2024,0.416024424083822
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2024,0.420223676092832
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2024,0.895604034539851
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2024,0.895328188832522
"BAU","Car","HEV","Generator","n","n","n","No improvements",2024,0.587034805505475
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2024,0.903333150109738
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2024,28.7950603675905
"BAU","Car","FFV","Interior","n","n","n","No improvements",2024,28.8360929834026
"BAU","Car","HEV","Interior","n","n","n","No improvements",2024,28.8482759499659
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2024,28.8360549541885
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2024,28.8455032712088
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2024,0.870197579601832
"BAU","Car","FFV","Tires","n","n","n","No improvements",2024,0.910090400530297
"BAU","Car","HEV","Tires","n","n","n","No improvements",2024,0.92193495135589
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2024,0.910053427683337
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2024,0.919239291453042
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2024,1.81185678373359
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2024,0.381068690330871
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2024,0.73204909185116
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2024,3.48079031840729
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2024,3.64036160212119
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2024,3.68773980542358
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2024,3.64021371073333
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2024,3.67695716581225
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2024,0.870197579601836
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2024,0.91009040053029
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2024,0.921934951355894
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2024,0.910053427683337
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2024,0.919239291453039
"BAU","Car","BEV300","Body","n","n","n","No improvements",2025,6.07735222010632
"BAU","Car","FFV","Body","n","n","n","No improvements",2025,6.35562833459619
"BAU","Car","HEV","Body","n","n","n","No improvements",2025,6.43828048005662
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2025,6.35536946929284
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2025,6.41963072892094
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2025,7.79006057304548
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2025,8.1467599561642
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2025,8.25270497898168
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2025,8.14642813791193
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2025,8.22879938888963
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2025,1.13128019901654
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2025,0.323450122019469
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2025,0.370407781181129
"BAU","Car","FFV","Engine","n","n","n","No improvements",2025,3.71262297102476
"BAU","Car","HEV","Engine","n","n","n","No improvements",2025,2.79929610129807
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2025,3.71147587622119
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2025,2.88006619211609
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2025,0.973730469525727
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2025,0.441989252371386
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2025,0.46222751524337
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2025,0.468238580367753
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2025,0.462208688675858
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2025,0.466882234830621
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2025,0.994452581524484
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2025,0.99414532398783
"BAU","Car","HEV","Generator","n","n","n","No improvements",2025,0.651826177708422
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2025,1.00319934670866
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2025,31.9944758178356
"BAU","Car","FFV","Interior","n","n","n","No improvements",2025,32.0400119092976
"BAU","Car","HEV","Interior","n","n","n","No improvements",2025,32.0535368058273
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2025,32.0399695495206
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2025,32.0504850283688
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2025,0.966851489562387
"BAU","Car","FFV","Tires","n","n","n","No improvements",2025,1.01112268959485
"BAU","Car","HEV","Tires","n","n","n","No improvements",2025,1.02427189455446
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2025,1.01108150647843
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2025,1.02130488869196
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2025,2.01238954667215
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2025,0.423127462857757
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2025,0.812979320657647
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2025,3.86740595824953
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2025,4.0444907583794
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2025,4.09708757821787
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2025,4.04432602591369
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2025,4.08521955476792
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2025,0.966851489562394
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2025,1.01112268959484
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2025,1.02427189455447
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2025,1.01108150647843
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2025,1.02130488869195
"BAU","Car","BEV300","Body","n","n","n","No improvements",2026,6.68484804249448
"BAU","Car","FFV","Body","n","n","n","No improvements",2026,6.99057905724686
"BAU","Car","HEV","Body","n","n","n","No improvements",2026,7.08141785534553
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2026,6.99029360434474
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2026,7.06109680444047
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2026,8.56875976356122
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2026,8.96065133701637
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2026,9.07709016003383
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2026,8.96028543829669
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2026,9.05104226751007
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2026,1.24392421093906
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2026,0.355558751482025
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2026,0.407244428350921
"BAU","Car","FFV","Engine","n","n","n","No improvements",2026,4.08117285700342
"BAU","Car","HEV","Engine","n","n","n","No improvements",2026,3.07717993918754
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2026,4.07990794611601
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2026,3.16648561291319
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2026,1.07029094059281
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2026,0.486170766726893
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2026,0.508405749617964
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2026,0.515012207661492
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2026,0.508384989406906
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2026,0.513534313050222
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2026,1.09317130098306
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2026,1.0928324855668
"BAU","Car","HEV","Generator","n","n","n","No improvements",2026,0.716532430046087
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2026,1.10296642033179
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2026,35.1938842251355
"BAU","Car","FFV","Interior","n","n","n","No improvements",2026,35.2439129366404
"BAU","Car","HEV","Interior","n","n","n","No improvements",2026,35.2587774672382
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2026,35.2438662261655
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2026,35.2554522043629
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2026,1.06349855221505
"BAU","Car","FFV","Tires","n","n","n","No improvements",2026,1.11213757728927
"BAU","Car","HEV","Tires","n","n","n","No improvements",2026,1.12658920425952
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2026,1.1120921643276
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2026,1.12335630979732
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2026,2.2127675187123
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2026,0.465130980542376
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2026,0.893829221531512
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2026,4.25399420886018
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2026,4.44855030915707
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2026,4.50635681703808
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2026,4.44836865731038
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2026,4.49342523918939
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2026,1.06349855221506
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2026,1.11213757728926
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2026,1.12658920425952
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2026,1.1120921643276
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2026,1.12335630979732
"BAU","Car","BEV300","Body","n","n","n","No improvements",2027,7.2923009840199
"BAU","Car","FFV","Body","n","n","n","No improvements",2027,7.62542101947071
"BAU","Car","HEV","Body","n","n","n","No improvements",2027,7.72443252174446
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2027,7.62510885733235
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2027,7.70247418199801
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2027,9.34740398860743
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2027,9.77440330677598
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2027,9.90131805059968
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2027,9.77400317167172
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2027,9.87317145147017
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2027,1.35648152815614
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2027,0.3876253824495
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2027,0.444044644746477
"BAU","Car","FFV","Engine","n","n","n","No improvements",2027,4.44924079921125
"BAU","Car","HEV","Engine","n","n","n","No improvements",2027,3.35470030148818
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2027,4.44785753323447
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2027,3.45262177011119
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2027,1.16670706262332
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2027,0.530349162474188
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2027,0.554576074143341
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2027,0.561776910672315
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2027,0.554553371442367
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2027,0.560179940508952
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2027,1.19176092836015
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2027,1.19139041068782
"BAU","Car","HEV","Generator","n","n","n","No improvements",2027,0.781154045783985
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2027,1.20263482613319
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2027,38.3932856155669
"BAU","Car","FFV","Interior","n","n","n","No improvements",2027,38.4477961668224
"BAU","Car","HEV","Interior","n","n","n","No improvements",2027,38.4639980490126
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2027,38.4477450857453
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2027,38.4604048661451
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2027,1.16013879291227
"BAU","Car","FFV","Tires","n","n","n","No improvements",2027,1.21313516218851
"BAU","Car","HEV","Tires","n","n","n","No improvements",2027,1.22888699209571
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2027,1.21308550003018
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2027,1.22539361986329
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2027,2.41299127297404
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2027,0.50707955709246
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2027,0.974599163323546
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2027,4.64055517164905
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2027,4.85254064875404
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2027,4.91554796838284
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2027,4.85234200012069
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2027,4.90157447945329
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2027,1.16013879291228
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2027,1.2131351621885
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2027,1.22888699209571
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2027,1.21308550003018
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2027,1.22539361986329
"BAU","Car","BEV300","Body","n","n","n","No improvements",2028,7.89971120307268
"BAU","Car","FFV","Body","n","n","n","No improvements",2028,8.26015483508718
"BAU","Car","HEV","Body","n","n","n","No improvements",2028,8.36732517430505
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2028,8.25981584346528
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2028,8.34376326767222
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2028,10.1259934512114
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2028,10.588016652248
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2028,10.7253895416092
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2028,10.5875821266239
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2028,10.6951874612888
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2028,1.46895247089438
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2028,0.419650252479645
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2028,0.480808597155807
"BAU","Car","FFV","Engine","n","n","n","No improvements",2028,4.81682951763065
"BAU","Car","HEV","Engine","n","n","n","No improvements",2028,3.63185924414137
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2028,4.81532736371946
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2028,3.73847596055245
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2028,1.26297965754574
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2028,0.574524451132575
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2028,0.600738533460905
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2028,0.608532739949446
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2028,0.600713879524768
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2028,0.606819146739802
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2028,1.29022219222249
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2028,1.28981982956772
"BAU","Car","HEV","Generator","n","n","n","No improvements",2028,0.845691503655466
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2028,1.30220501583564
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2028,41.5926800150482
"BAU","Car","FFV","Interior","n","n","n","No improvements",2028,41.6516617002869
"BAU","Car","HEV","Interior","n","n","n","No improvements",2028,41.6691986648861
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2028,41.6516062289306
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2028,41.6653430801645
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2028,1.25677223685248
"BAU","Car","FFV","Tires","n","n","n","No improvements",2028,1.31411554194568
"BAU","Car","HEV","Tires","n","n","n","No improvements",2028,1.33116536863943
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2028,1.31406161146041
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2028,1.32741688349327
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2028,2.61306137909588
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2028,0.548973503273714
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2028,1.0552895121038
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2028,5.02708894740989
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2028,5.2564621677827
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2028,5.32466147455777
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2028,5.25624644584163
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2028,5.30966753397321
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2028,1.25677223685249
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2028,1.31411554194567
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2028,1.33116536863944
