"Scenario","Size","Technology","Subcomponent","bat_impro","fc_impro","frv_impro","Case","Year","value"
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2028,1.31406161146041
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2028,1.32741688349327
"BAU","Car","BEV300","Body","n","n","n","No improvements",2029,8.50707885708357
"BAU","Car","FFV","Body","n","n","n","No improvements",2029,8.89478111219711
"BAU","Car","HEV","Body","n","n","n","No improvements",2029,9.01009650157613
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2029,8.89441517221519
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2029,8.98496446449008
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2029,10.9045283531709
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2029,11.4014921529071
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2029,11.5493055156567
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2029,11.4010230843852
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2029,11.5170908135734
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2029,1.58133735744059
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2029,0.451633596910646
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2029,0.517536451113529
"BAU","Car","FFV","Engine","n","n","n","No improvements",2029,5.18394170690317
"BAU","Car","HEV","Engine","n","n","n","No improvements",2029,3.90865880387935
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2029,5.18232013828751
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2029,4.02404947133374
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2029,1.35910953955982
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2029,0.618696644151555
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2029,0.646893171796165
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2029,0.655279745569167
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2029,0.646866557979308
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2029,0.653451961053825
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2029,1.38855581434904
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2029,1.38812146561273
"BAU","Car","HEV","Generator","n","n","n","No improvements",2029,0.910145277920982
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2029,1.40167743776724
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2029,44.7920674493409
"BAU","Car","FFV","Interior","n","n","n","No improvements",2029,44.8555096365413
"BAU","Car","HEV","Interior","n","n","n","No improvements",2029,44.8743794275305
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2029,44.8554497554533
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2029,44.870266912371
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2029,1.35339890908149
"BAU","Car","FFV","Tires","n","n","n","No improvements",2029,1.41507881330406
"BAU","Car","HEV","Tires","n","n","n","No improvements",2029,1.43342444343257
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2029,1.41502059557972
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2029,1.4294261648052
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2029,2.81297840326559
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2029,0.590813126948312
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2029,1.1359006311914
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2029,5.41359563632597
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2029,5.66031525321625
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2029,5.7336977737303
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2029,5.66008238231885
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2029,5.7177046592209
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2029,1.35339890908151
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2029,1.41507881330406
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2029,1.43342444343258
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2029,1.41502059557972
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2029,1.42942616480519
"BAU","Car","BEV300","Body","n","n","n","No improvements",2030,9.11440410253186
"BAU","Car","FFV","Body","n","n","n","No improvements",2030,9.52930045325661
"BAU","Car","HEV","Body","n","n","n","No improvements",2030,9.65274718568884
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2030,9.5289074473896
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2030,9.62607817245839
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2030,11.6830088950636
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2030,12.2148305809923
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2030,12.3730668471102
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2030,12.2143268189269
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2030,12.3388820210602
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2030,1.69363650415772
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2030,0.483575648890124
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2030,0.554228370913847
"BAU","Car","FFV","Engine","n","n","n","No improvements",2030,5.55058003665818
"BAU","Car","HEV","Engine","n","n","n","No improvements",2030,4.18510099847603
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2030,5.54883853255566
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2030,4.30934357990719
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2030,1.45509751523797
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2030,0.662865752911422
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2030,0.693040032964127
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2030,0.702017977141004
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2030,0.693011450719254
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2030,0.700078412542432
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2030,1.48676250981914
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2030,1.48629603550599
"BAU","Car","HEV","Generator","n","n","n","No improvements",2030,0.97451583842642
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2030,1.50105253689662
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2030,47.9914479440506
"BAU","Car","FFV","Interior","n","n","n","No improvements",2030,48.0593400741691
"BAU","Car","HEV","Interior","n","n","n","No improvements",2030,48.0795404485671
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2030,48.0592757641182
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2030,48.0751764282204
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2030,1.45001883449371
"BAU","Car","FFV","Tires","n","n","n","No improvements",2030,1.51602507210899
"BAU","Car","HEV","Tires","n","n","n","No improvements",2030,1.53566432499596
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2030,1.51596254844837
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2030,1.53142152743652
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2030,3.01274290824873
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2030,0.632598733112765
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2030,1.21643288118293
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2030,5.80007533797482
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2030,6.06410028843594
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2030,6.14265729998385
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2030,6.06385019379344
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2030,6.12568610974623
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2030,1.45001883449372
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2030,1.51602507210898
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2030,1.53566432499596
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2030,1.51596254844837
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2030,1.53142152743652
"BAU","Car","BEV300","Body","n","n","n","No improvements",2031,9.72168709495321
"BAU","Car","FFV","Body","n","n","n","No improvements",2031,10.1637134551507
"BAU","Car","HEV","Body","n","n","n","No improvements",2031,10.2952779024399
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2031,10.1632932672061
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2031,10.2671047885955
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2031,12.4614352762583
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2031,13.0280327016022
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2031,13.1966744022184
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2031,13.0274940970554
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2031,13.1605615926539
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2031,1.80585022550125
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2031,0.515476639403566
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2031,0.590884519623437
"BAU","Car","FFV","Engine","n","n","n","No improvements",2031,5.91674715183797
"BAU","Car","HEV","Engine","n","n","n","No improvements",2031,4.46118782699315
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2031,5.91488519737126
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2031,4.59435955418027
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2031,1.55094438362478
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2031,0.707031788723889
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2031,0.739179160374611
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2031,0.748747483813808
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2031,0.739148601251365
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2031,0.746698530079669
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2031,1.58484298709946
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2031,1.58434424929588
"BAU","Car","HEV","Generator","n","n","n","No improvements",2031,1.03880365066054
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2031,1.60033075486779
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2031,51.1908215246287
"BAU","Car","FFV","Interior","n","n","n","No improvements",2031,51.2631531108428
"BAU","Car","HEV","Interior","n","n","n","No improvements",2031,51.2846818385809
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2031,51.2630843528155
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2031,51.2800716926792
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2031,1.54663203783347
"BAU","Car","FFV","Tires","n","n","n","No improvements",2031,1.61695441331943
"BAU","Car","HEV","Tires","n","n","n","No improvements",2031,1.63788512084271
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2031,1.61688756523736
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2031,1.63340303454923
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2031,3.21235545341764
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2031,0.674330623935148
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2031,1.2968866199808
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2031,6.18652815133383
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2031,6.46781765327771
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2031,6.55154048337087
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2031,6.46755026094941
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2031,6.53361213819706
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2031,1.54663203783348
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2031,1.61695441331942
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2031,1.63788512084272
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2031,1.61688756523736
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2031,1.63340303454923
"BAU","Car","BEV300","Body","n","n","n","No improvements",2032,10.3289279889477
"BAU","Car","FFV","Body","n","n","n","No improvements",2032,10.7980207092652
"BAU","Car","HEV","Body","n","n","n","No improvements",2032,10.9376893213736
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2032,10.7975732243641
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2032,10.9080447069629
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2032,13.2398076949239
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2032,13.8410992727852
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2032,14.0201290392154
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2032,13.8405256785033
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2032,13.9821300334704
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2032,1.91797883403517
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2032,0.54733679730235
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2032,0.627505059094638
"BAU","Car","FFV","Engine","n","n","n","No improvements",2032,6.28244567301499
"BAU","Car","HEV","Engine","n","n","n","No improvements",2032,4.73692127002283
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2032,6.28046275912834
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2032,4.87909865261861
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2032,1.64665093633497
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2032,0.751194762832569
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2032,0.78531059703748
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2032,0.79546831428172
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2032,0.785278052681043
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2032,0.793312342324576
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2032,1.682797948129
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2032,1.68226681048081
"BAU","Car","HEV","Generator","n","n","n","No improvements",2032,1.10300917581134
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2032,1.69951253003591
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2032,54.3901882163732
"BAU","Car","FFV","Interior","n","n","n","No improvements",2032,54.4669488433342
"BAU","Car","HEV","Interior","n","n","n","No improvements",2032,54.4898037071336
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2032,54.4668756185322
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2032,54.4849527702302
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2032,1.64323854369623
"BAU","Car","FFV","Tires","n","n","n","No improvements",2032,1.71786693101945
"BAU","Car","HEV","Tires","n","n","n","No improvements",2032,1.74008693749126
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2032,1.71779574023977
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2032,1.73537074883496
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2032,3.41181659478005
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2032,0.71600909879178
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2032,1.37726220282217
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2032,6.57295417478488
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2032,6.87146772407779
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2032,6.96034774996509
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2032,6.87118296095902
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2032,6.94148299533997
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2032,1.64323854369624
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2032,1.71786693101944
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2032,1.74008693749128
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2032,1.71779574023977
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2032,1.73537074883496
"BAU","Car","BEV300","Body","n","n","n","No improvements",2033,10.9361269381878
"BAU","Car","FFV","Body","n","n","n","No improvements",2033,11.4322228015567
"BAU","Car","HEV","Body","n","n","n","No improvements",2033,11.5799821058629
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2033,11.4317479061161
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2033,11.5488983186954
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2033,14.0181263480408
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2033,14.6540310456317
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2033,14.8434316084244
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2033,14.6534223160216
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2033,14.8035878448731
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2033,2.03002264044788
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2033,0.5791563493312
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2033,0.664090149977568
"BAU","Car","FFV","Engine","n","n","n","No improvements",2033,6.64767819670584
"BAU","Car","HEV","Engine","n","n","n","No improvements",2033,5.01230328992534
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2033,6.64557382008493
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2033,5.16356212434005
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2033,1.74221795764953
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2033,0.795354686413667
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2033,0.831434385567775
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2033,0.84218051679003
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2033,0.831399847717542
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2033,0.839919877723311
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2033,1.78062808840334
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2033,1.78006441609418
"BAU","Car","HEV","Generator","n","n","n","No improvements",2033,1.16713287082145
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2033,1.79859829750009
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2033,57.5895480444307
"BAU","Car","FFV","Interior","n","n","n","No improvements",2033,57.6707273675273
"BAU","Car","HEV","Interior","n","n","n","No improvements",2033,57.6949061627774
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2033,57.6706496573644
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2033,57.6898197248773
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2033,1.73983837652988
"BAU","Car","FFV","Tires","n","n","n","No improvements",2033,1.81876271842947
"BAU","Car","HEV","Tires","n","n","n","No improvements",2033,1.8422698804782
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2033,1.81868716688212
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2033,1.83732473251968
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2033,3.61112688500728
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2033,0.757634454303094
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2033,1.45755998230553
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2033,6.9593535061195
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2033,7.27505087371787
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2033,7.36907952191284
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2033,7.27474866752843
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2033,7.34929893007887
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2033,1.7398383765299
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2033,1.81876271842946
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2033,1.84226988047821
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2033,1.81868716688212
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2033,1.83732473251968
"BAU","Car","BEV300","Body","n","n","n","No improvements",2034,11.543284095426
"BAU","Car","FFV","Body","n","n","n","No improvements",2034,12.0663203126232
"BAU","Car","HEV","Body","n","n","n","No improvements",2034,12.2221569131886
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2034,12.0658178943371
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2034,12.1896660120319
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2034,14.7963914314097
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2034,15.4668287643623
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2034,15.66658295236
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2034,15.4661847554686
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2034,15.6249355245135
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2034,2.14198195356772
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2034,0.610935520155362
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2034,0.700639951732981
"BAU","Car","FFV","Engine","n","n","n","No improvements",2034,7.01244729568018
"BAU","Car","HEV","Engine","n","n","n","No improvements",2034,5.28733583106384
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2034,7.01022095867083
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2034,5.44775120921474
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2034,1.83764622461058
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2034,0.839511570576448
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2034,0.877550568190799
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2034,0.888884139140984
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2034,0.877514028679073
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2034,0.886521164511421
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2034,1.87833409705717
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2034,1.87773775678684
"BAU","Car","HEV","Generator","n","n","n","No improvements",2034,1.23117518844288
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2034,1.89758848913818
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2034,60.7889010337969
"BAU","Car","FFV","Interior","n","n","n","No improvements",2034,60.8744887784291
"BAU","Car","HEV","Interior","n","n","n","No improvements",2034,60.899989313067
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2034,60.8744065645278
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2034,60.8946726201506
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2034,1.83643156063596
"BAU","Car","FFV","Tires","n","n","n","No improvements",2034,1.91964186791732
"BAU","Car","HEV","Tires","n","n","n","No improvements",2034,1.94443405437092
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2034,1.91956193773547
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2034,1.93926504736868
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2034,3.81028687346179
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2034,0.799206984369242
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2034,1.53778030841894
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2034,7.34572624254382
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2034,7.67856747166928
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2034,7.77773621748371
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2034,7.67824775094185
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2034,7.75706018947487
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2034,1.83643156063597
"BAU","Car","FFV","Wheels","n","n","n","No improvements",2034,1.91964186791732
"BAU","Car","HEV","Wheels","n","n","n","No improvements",2034,1.94443405437093
"BAU","Car","ICEV-G","Wheels","n","n","n","No improvements",2034,1.91956193773547
"BAU","Car","PHEV40","Wheels","n","n","n","No improvements",2034,1.93926504736868
"BAU","Car","BEV300","Body","n","n","n","No improvements",2035,12.1503996125027
"BAU","Car","FFV","Body","n","n","n","No improvements",2035,12.7003138177715
"BAU","Car","HEV","Body","n","n","n","No improvements",2035,12.8642143946171
"BAU","Car","ICEV-G","Body","n","n","n","No improvements",2035,12.6997837655944
"BAU","Car","PHEV40","Body","n","n","n","No improvements",2035,12.8303481723454
"BAU","Car","BEV300","Chassis","n","n","n","No improvements",2035,15.5746031396624
"BAU","Car","FFV","Chassis","n","n","n","No improvements",2035,16.279493166416
"BAU","Car","HEV","Chassis","n","n","n","No improvements",2035,16.4895839058274
"BAU","Car","ICEV-G","Chassis","n","n","n","No improvements",2035,16.2788137358986
"BAU","Car","PHEV40","Chassis","n","n","n","No improvements",2035,16.4461735663698
"BAU","Car","BEV300","Electronic Controller","n","n","n","No improvements",2035,2.25385708037923
"BAU","Car","HEV","Electronic Controller","n","n","n","No improvements",2035,0.642674532387119
"BAU","Car","PHEV40","Electronic Controller","n","n","n","No improvements",2035,0.737154622644475
"BAU","Car","FFV","Engine","n","n","n","No improvements",2035,7.37675551926182
"BAU","Car","HEV","Engine","n","n","n","No improvements",2035,5.56202082003432
"BAU","Car","ICEV-G","Engine","n","n","n","No improvements",2035,7.37440672979446
"BAU","Car","PHEV40","Engine","n","n","n","No improvements",2035,5.73166713795979
"BAU","Car","HEV","EV Battery","n","n","n","No improvements",2035,1.93293650711421
"BAU","Car","BEV300","Exterior","n","n","n","No improvements",2035,0.883665426363841
"BAU","Car","FFV","Exterior","n","n","n","No improvements",2035,0.923659186747038
"BAU","Car","HEV","Exterior","n","n","n","No improvements",2035,0.935579228699417
"BAU","Car","ICEV-G","Exterior","n","n","n","No improvements",2035,0.923620637497791
"BAU","Car","PHEV40","Exterior","n","n","n","No improvements",2035,0.933116230716038
"BAU","Car","FFV","Fuel storage system","n","n","n","No improvements",2035,1.9759166569451
"BAU","Car","ICEV-G","Fuel storage system","n","n","n","No improvements",2035,1.97528751690924
"BAU","Car","HEV","Generator","n","n","n","No improvements",2035,1.29513657729041
"BAU","Car","PHEV40","Generator","n","n","n","No improvements",2035,1.9964835336399
"BAU","Car","BEV300","Interior","n","n","n","No improvements",2035,63.9882472093185
"BAU","Car","FFV","Interior","n","n","n","No improvements",2035,64.0782331701807
"BAU","Car","HEV","Interior","n","n","n","No improvements",2035,64.1050532645735
"BAU","Car","ICEV-G","Interior","n","n","n","No improvements",2035,64.0781464343699
"BAU","Car","PHEV40","Interior","n","n","n","No improvements",2035,64.0995115191109
"BAU","Car","BEV300","Tires","n","n","n","No improvements",2035,1.93301812017087
"BAU","Car","FFV","Tires","n","n","n","No improvements",2035,2.0205044710091
"BAU","Car","HEV","Tires","n","n","n","No improvements",2035,2.04657956277999
"BAU","Car","ICEV-G","Tires","n","n","n","No improvements",2035,2.02042014452642
"BAU","Car","PHEV40","Tires","n","n","n","No improvements",2035,2.04119175469127
"BAU","Car","BEV300","Traction Motor","n","n","n","No improvements",2035,4.00929710622626
"BAU","Car","HEV","Traction Motor","n","n","n","No improvements",2035,0.840726980204728
"BAU","Car","PHEV40","Traction Motor","n","n","n","No improvements",2035,1.61792352856673
"BAU","Car","BEV300","Transmission","n","n","n","No improvements",2035,7.73207248068346
"BAU","Car","FFV","Transmission","n","n","n","No improvements",2035,8.08201788403639
"BAU","Car","HEV","Transmission","n","n","n","No improvements",2035,8.18631825111999
"BAU","Car","ICEV-G","Transmission","n","n","n","No improvements",2035,8.08168057810563
"BAU","Car","PHEV40","Transmission","n","n","n","No improvements",2035,8.16476701876523
"BAU","Car","BEV300","Wheels","n","n","n","No improvements",2035,1.93301812017089
