"Material","Scenario","rec_scen","Case","Year","value","Type"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2045,143777969.666842,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2045,0,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2045,50022555.6672201,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2045,2632808951.1375,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2045,130639260.301366,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2045,1663024188.74024,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2045,3179272576.14325,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2045,227480911.388085,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2045,160118120.845816,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2046,10076571445.9612,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2046,6868829987.89485,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2046,816427859.248438,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2046,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2046,2005853435.38994,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2046,5074835724.14343,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2046,6401701291.44354,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2046,0,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2046,6176274108.53264,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2046,12276846274.4785,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2046,864834926.343669,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2046,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2046,3145803989.02137,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2046,731160391.396559,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2046,201521425.01859,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2046,162928657.0396,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2046,0,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2046,5003898.3103447,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2046,2514278781.95653,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2046,190765003.124516,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2046,1516737122.15453,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2046,2981737366.29985,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2046,221008195.628647,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2046,179306435.082371,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2047,10159922030.6081,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2047,6923574800.16238,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2047,824041620.070439,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2047,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2047,2023722776.55774,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2047,5116410128.27635,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2047,6456104774.64788,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2047,0,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2047,6227215749.9305,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2047,12374994742.9286,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2047,872743124.175341,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2047,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2047,2850957179.62262,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2047,717686030.924879,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2047,186803814.047447,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2047,175187461.026571,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2047,0,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2047,71723931.4182768,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2047,2257360800.52368,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2047,225460614.809767,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2047,1391642055.73181,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2047,2730788832.93615,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2047,204029127.746017,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2047,190304725.377052,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2048,10159878679.2193,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2048,6921274302.7522,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2048,824791894.935455,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2048,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2048,2024906179.57026,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2048,5115645254.00609,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2048,6457475114.62544,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2048,0,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2048,6227036880.88335,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2048,12371459219.1525,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2048,873385257.622773,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2048,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2048,2487234462.17515,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2048,617267779.351246,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2048,164597677.108008,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2048,176861848.517034,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2048,0,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2048,57755088.3003407,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2048,1972124150.20879,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2048,254749851.780162,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2048,1212569761.11777,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2048,2372601450.14981,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2048,179399741.322266,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2048,190734846.233838,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2049,10271088069.851,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2049,6994712467.87659,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2049,834655337.791985,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2049,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2049,2048346712.95587,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2049,5170995054.36659,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2049,6529574680.03639,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2049,0,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2049,6295052601.99205,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2049,12503232334.8455,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2049,883676774.011117,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2049,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2049,2249735764.03481,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2049,562955275.428972,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2049,150973282.611757,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2049,191462487.193698,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2049,0,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2049,62087194.2645121,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2049,1782205727.04311,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2049,313177834.718904,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2049,1099081982.0461,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2049,2144582402.46766,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2049,164125507.760382,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2049,205032602.813338,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2050,10372678992.1193,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2050,7061351331.85396,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2050,843686778.409271,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2050,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2050,2069838346.39829,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2050,5221198560.12628,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2050,6595557596.45702,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2050,0,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2050,6357165853.27305,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2050,12623096444.3503,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2050,893087028.47377,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2050,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2050,1991775996.22007,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2050,503713899.344837,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2050,135921343.233738,"Primary material production"
