"Scenario","Size","Technology","Subcomponent","feature_wgt","Case","Year","value"
"BAU","Light truck","PHEV20","Wheels","n","Low",2033,-1.53461639483463
"BAU","Car","PHEV40","Wheels","n","Low",2033,-2.15782463724932
"BAU","Light truck","PHEV40","Wheels","n","Low",2033,-4.40531819981738
"BAU","Car","BEV100","Body","n","Low",2034,-18.5492974488092
"BAU","Light truck","BEV100","Body","n","Low",2034,-37.4764701772261
"BAU","Car","BEV300","Body","n","Low",2034,-82.0852959095076
"BAU","Light truck","BEV300","Body","n","Low",2034,-127.753213574272
"BAU","Car","PHEV20","Body","n","Low",2034,-6.26531033110035
"BAU","Light truck","PHEV20","Body","n","Low",2034,-9.63752380698429
"BAU","Car","PHEV40","Body","n","Low",2034,-13.5579307736904
"BAU","Light truck","PHEV40","Body","n","Low",2034,-27.6794323906972
"BAU","Car","BEV100","Chassis","n","Low",2034,-23.7768267298372
"BAU","Light truck","BEV100","Chassis","n","Low",2034,-48.0380208635356
"BAU","Car","BEV300","Chassis","n","Low",2034,-105.218424756732
"BAU","Light truck","BEV300","Chassis","n","Low",2034,-163.756391945203
"BAU","Car","PHEV20","Chassis","n","Low",2034,-8.03098869713756
"BAU","Light truck","PHEV20","Chassis","n","Low",2034,-12.3535532434979
"BAU","Car","PHEV40","Chassis","n","Low",2034,-17.3788021735488
"BAU","Light truck","PHEV40","Chassis","n","Low",2034,-35.4799997008028
"BAU","Car","BEV100","Electronic Controller","n","Low",2034,-6.68786356835453
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2034,-13.4087586556852
"BAU","Car","BEV300","Electronic Controller","n","Low",2034,-24.4884870745565
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2034,-36.9992802323765
"BAU","Car","PHEV20","Electronic Controller","n","Low",2034,-0.567331168106683
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2034,-0.964175745429635
"BAU","Car","PHEV40","Electronic Controller","n","Low",2034,-1.25831981737579
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2034,-2.71850168906181
"BAU","Car","PHEV20","Engine","n","Low",2034,-4.31522814577775
"BAU","Light truck","PHEV20","Engine","n","Low",2034,-6.39984939496864
"BAU","Car","PHEV40","Engine","n","Low",2034,-9.78393151822593
"BAU","Light truck","PHEV40","Engine","n","Low",2034,-18.5965693187326
"BAU","Car","BEV100","EV Battery","n","Low",2034,-89.3451259163223
"BAU","Light truck","BEV100","EV Battery","n","Low",2034,-180.322137236047
"BAU","Car","BEV300","EV Battery","n","Low",2034,-393.120030045814
"BAU","Light truck","BEV300","EV Battery","n","Low",2034,-611.463137573545
"BAU","Car","PHEV20","EV Battery","n","Low",2034,-28.4947771468885
"BAU","Light truck","PHEV20","EV Battery","n","Low",2034,-43.6534412785502
"BAU","Car","PHEV40","EV Battery","n","Low",2034,-58.9588912891259
"BAU","Light truck","PHEV40","EV Battery","n","Low",2034,-120.346199919328
"BAU","Car","BEV100","Exterior","n","Low",2034,-1.34903981445885
"BAU","Light truck","BEV100","Exterior","n","Low",2034,-2.72556146743465
"BAU","Car","BEV300","Exterior","n","Low",2034,-5.96983970250962
"BAU","Light truck","BEV300","Exterior","n","Low",2034,-9.29114280540165
"BAU","Car","PHEV20","Exterior","n","Low",2034,-0.455658933170959
"BAU","Light truck","PHEV20","Exterior","n","Low",2034,-0.700910822326108
"BAU","Car","PHEV40","Exterior","n","Low",2034,-0.986031328995665
"BAU","Light truck","PHEV40","Exterior","n","Low",2034,-2.01304962841435
"BAU","Car","PHEV20","Generator","n","Low",2034,-1.06676030186814
"BAU","Light truck","PHEV20","Generator","n","Low",2034,-1.77660596143115
"BAU","Car","PHEV40","Generator","n","Low",2034,-3.40798893240537
"BAU","Light truck","PHEV40","Generator","n","Low",2034,-7.48333066407233
"BAU","Car","BEV100","Interior","n","Low",2034,-3.0353395825326
"BAU","Light truck","BEV100","Interior","n","Low",2034,-6.13251330172781
"BAU","Car","BEV300","Interior","n","Low",2034,-13.4321393306466
"BAU","Light truck","BEV300","Interior","n","Low",2034,-20.9050713121536
"BAU","Car","PHEV20","Interior","n","Low",2034,-1.02523259963459
"BAU","Light truck","PHEV20","Interior","n","Low",2034,-1.57704935023372
"BAU","Car","PHEV40","Interior","n","Low",2034,-2.21857049024038
"BAU","Light truck","PHEV40","Interior","n","Low",2034,-4.52936166393226
"BAU","Car","BEV100","Tires","n","Low",2034,-2.95102459412871
"BAU","Light truck","BEV100","Tires","n","Low",2034,-5.96216571001325
"BAU","Car","BEV300","Tires","n","Low",2034,-13.0590243492398
"BAU","Light truck","BEV300","Tires","n","Low",2034,-20.324374886816
"BAU","Car","PHEV20","Tires","n","Low",2034,-0.996753916311437
"BAU","Light truck","PHEV20","Tires","n","Low",2034,-1.53324242383838
"BAU","Car","PHEV40","Tires","n","Low",2034,-2.15694353217803
"BAU","Light truck","PHEV40","Tires","n","Low",2034,-4.4035460621564
"BAU","Car","BEV100","Traction Motor","n","Low",2034,-8.18033618226818
"BAU","Light truck","BEV100","Traction Motor","n","Low",2034,-16.8187274675926
"BAU","Car","BEV300","Traction Motor","n","Low",2034,-43.5615998984989
"BAU","Light truck","BEV300","Traction Motor","n","Low",2034,-69.2783639113497
"BAU","Car","PHEV20","Traction Motor","n","Low",2034,-0.755555824813911
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2034,-1.35128864431189
"BAU","Car","PHEV40","Traction Motor","n","Low",2034,-2.76178860778325
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2034,-6.36348220381281
"BAU","Car","BEV100","Transmission","n","Low",2034,-11.8040983765149
"BAU","Light truck","BEV100","Transmission","n","Low",2034,-23.848662840053
"BAU","Car","BEV300","Transmission","n","Low",2034,-52.2360973969594
"BAU","Light truck","BEV300","Transmission","n","Low",2034,-81.2974995472639
"BAU","Car","PHEV20","Transmission","n","Low",2034,-3.98701566524575
"BAU","Light truck","PHEV20","Transmission","n","Low",2034,-6.13296969535357
"BAU","Car","PHEV40","Transmission","n","Low",2034,-8.62777412871216
"BAU","Light truck","PHEV40","Transmission","n","Low",2034,-17.6141842486255
"BAU","Car","BEV100","Wheels","n","Low",2034,-2.95102459412871
"BAU","Light truck","BEV100","Wheels","n","Low",2034,-5.96216571001327
"BAU","Car","BEV300","Wheels","n","Low",2034,-13.0590243492398
"BAU","Light truck","BEV300","Wheels","n","Low",2034,-20.324374886816
"BAU","Car","PHEV20","Wheels","n","Low",2034,-0.996753916311444
"BAU","Light truck","PHEV20","Wheels","n","Low",2034,-1.53324242383838
"BAU","Car","PHEV40","Wheels","n","Low",2034,-2.15694353217802
"BAU","Light truck","PHEV40","Wheels","n","Low",2034,-4.4035460621564
"BAU","Car","BEV100","Body","n","Low",2035,-18.5492596913364
"BAU","Light truck","BEV100","Body","n","Low",2035,-37.4763953367789
"BAU","Car","BEV300","Body","n","Low",2035,-82.0852008495212
"BAU","Light truck","BEV300","Body","n","Low",2035,-127.769409696891
"BAU","Car","PHEV20","Body","n","Low",2035,-6.26218534451237
"BAU","Light truck","PHEV20","Body","n","Low",2035,-9.6277390670333
"BAU","Car","PHEV40","Body","n","Low",2035,-13.5508926470328
"BAU","Light truck","PHEV40","Body","n","Low",2035,-27.665276850337
"BAU","Car","BEV100","Chassis","n","Low",2035,-23.776778331622
"BAU","Light truck","BEV100","Chassis","n","Low",2035,-48.0379249316895
"BAU","Car","BEV300","Chassis","n","Low",2035,-105.218302907113
"BAU","Light truck","BEV300","Chassis","n","Low",2035,-163.777152429651
"BAU","Car","PHEV20","Chassis","n","Low",2035,-8.02698303251117
"BAU","Light truck","PHEV20","Chassis","n","Low",2035,-12.3410109859242
"BAU","Car","PHEV40","Chassis","n","Low",2035,-17.3697805748329
"BAU","Light truck","PHEV40","Chassis","n","Low",2035,-35.4618548717958
"BAU","Car","BEV100","Electronic Controller","n","Low",2035,-6.68785507849014
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2035,-13.4087420441498
"BAU","Car","BEV300","Electronic Controller","n","Low",2035,-24.4884695877776
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2035,-37.0021444652271
"BAU","Car","PHEV20","Electronic Controller","n","Low",2035,-0.567151039075803
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2035,-0.963564355664488
"BAU","Car","PHEV40","Electronic Controller","n","Low",2035,-1.25791267428159
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2035,-2.71763874430547
"BAU","Car","PHEV20","Engine","n","Low",2035,-4.31385805030686
"BAU","Light truck","PHEV20","Engine","n","Low",2035,-6.39579121113951
"BAU","Car","PHEV40","Engine","n","Low",2035,-9.78076582052586
"BAU","Light truck","PHEV40","Engine","n","Low",2035,-18.5906661360919
"BAU","Car","BEV100","EV Battery","n","Low",2035,-89.3449326623133
"BAU","Light truck","BEV100","EV Battery","n","Low",2035,-180.321754216341
"BAU","Car","BEV300","EV Battery","n","Low",2035,-393.119544574843
"BAU","Light truck","BEV300","EV Battery","n","Low",2035,-611.54590304216
"BAU","Car","PHEV20","EV Battery","n","Low",2035,-28.4793492183785
"BAU","Light truck","PHEV20","EV Battery","n","Low",2035,-43.605121821247
"BAU","Car","PHEV40","EV Battery","n","Low",2035,-58.924918953479
"BAU","Light truck","PHEV40","EV Battery","n","Low",2035,-120.277833095889
"BAU","Car","BEV100","Exterior","n","Low",2035,-1.34903706846082
"BAU","Light truck","BEV100","Exterior","n","Low",2035,-2.72555602449303
"BAU","Car","BEV300","Exterior","n","Low",2035,-5.96983278905606
"BAU","Light truck","BEV300","Exterior","n","Low",2035,-9.29232070522851
"BAU","Car","PHEV20","Exterior","n","Low",2035,-0.455431661419105
"BAU","Light truck","PHEV20","Exterior","n","Low",2035,-0.700199204875133
"BAU","Car","PHEV40","Exterior","n","Low",2035,-0.985519465238745
"BAU","Light truck","PHEV40","Exterior","n","Low",2035,-2.01202013456998
"BAU","Car","PHEV20","Generator","n","Low",2035,-1.06642160286805
"BAU","Light truck","PHEV20","Generator","n","Low",2035,-1.77547940467357
"BAU","Car","PHEV40","Generator","n","Low",2035,-3.40688624043485
"BAU","Light truck","PHEV40","Generator","n","Low",2035,-7.48095520078587
"BAU","Car","BEV100","Interior","n","Low",2035,-3.03533340403703
"BAU","Light truck","BEV100","Interior","n","Low",2035,-6.1325010551092
"BAU","Car","BEV300","Interior","n","Low",2035,-13.4321237753761
"BAU","Light truck","BEV300","Interior","n","Low",2035,-20.907721586764
"BAU","Car","PHEV20","Interior","n","Low",2035,-1.02472123819294
"BAU","Light truck","PHEV20","Interior","n","Low",2035,-1.575448210969
"BAU","Car","PHEV40","Interior","n","Low",2035,-2.21741879678729
"BAU","Light truck","PHEV40","Interior","n","Low",2035,-4.52704530278245
"BAU","Car","BEV100","Tires","n","Low",2035,-2.95101858725804
"BAU","Light truck","BEV100","Tires","n","Low",2035,-5.96215380357845
"BAU","Car","BEV300","Tires","n","Low",2035,-13.0590092260602
"BAU","Light truck","BEV300","Tires","n","Low",2035,-20.3269515426872
"BAU","Car","PHEV20","Tires","n","Low",2035,-0.996256759354257
"BAU","Light truck","PHEV20","Tires","n","Low",2035,-1.53168576066437
"BAU","Car","PHEV40","Tires","n","Low",2035,-2.15582383020975
"BAU","Light truck","PHEV40","Tires","n","Low",2035,-4.40129404437184
"BAU","Car","BEV100","Traction Motor","n","Low",2035,-8.18032579779424
"BAU","Light truck","BEV100","Traction Motor","n","Low",2035,-16.8187066315932
"BAU","Car","BEV300","Traction Motor","n","Low",2035,-43.5615687919604
"BAU","Light truck","BEV300","Traction Motor","n","Low",2035,-69.2837269715094
"BAU","Car","PHEV20","Traction Motor","n","Low",2035,-0.755315933995028
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2035,-1.35043178387871
"BAU","Car","PHEV40","Traction Motor","n","Low",2035,-2.76089500097217
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2035,-6.36146221845766
"BAU","Car","BEV100","Transmission","n","Low",2035,-11.8040743490322
"BAU","Light truck","BEV100","Transmission","n","Low",2035,-23.8486152143138
"BAU","Car","BEV300","Transmission","n","Low",2035,-52.2360369042407
"BAU","Light truck","BEV300","Transmission","n","Low",2035,-81.307806170749
"BAU","Car","PHEV20","Transmission","n","Low",2035,-3.98502703741703
"BAU","Light truck","PHEV20","Transmission","n","Low",2035,-6.12674304265747
"BAU","Car","PHEV40","Transmission","n","Low",2035,-8.62329532083905
"BAU","Light truck","PHEV40","Transmission","n","Low",2035,-17.6051761774873
"BAU","Car","BEV100","Wheels","n","Low",2035,-2.95101858725803
"BAU","Light truck","BEV100","Wheels","n","Low",2035,-5.96215380357847
"BAU","Car","BEV300","Wheels","n","Low",2035,-13.0590092260602
"BAU","Light truck","BEV300","Wheels","n","Low",2035,-20.3269515426872
"BAU","Car","PHEV20","Wheels","n","Low",2035,-0.996256759354264
"BAU","Light truck","PHEV20","Wheels","n","Low",2035,-1.53168576066436
"BAU","Car","PHEV40","Wheels","n","Low",2035,-2.15582383020974
"BAU","Light truck","PHEV40","Wheels","n","Low",2035,-4.40129404437184
"BAU","Car","BEV100","Body","n","Low",2036,-18.5492328446358
"BAU","Light truck","BEV100","Body","n","Low",2036,-37.4763421229666
"BAU","Car","BEV300","Body","n","Low",2036,-82.085141902171
"BAU","Light truck","BEV300","Body","n","Low",2036,-127.782904398493
"BAU","Car","PHEV20","Body","n","Low",2036,-6.25929658697811
"BAU","Light truck","PHEV20","Body","n","Low",2036,-9.61791161595806
"BAU","Car","PHEV40","Body","n","Low",2036,-13.5445248006287
"BAU","Light truck","PHEV40","Body","n","Low",2036,-27.6524694367445
"BAU","Car","BEV100","Chassis","n","Low",2036,-23.7767439190331
"BAU","Light truck","BEV100","Chassis","n","Low",2036,-48.0378567212574
"BAU","Car","BEV300","Chassis","n","Low",2036,-105.218227347328
"BAU","Light truck","BEV300","Chassis","n","Low",2036,-163.794450183523
"BAU","Car","PHEV20","Chassis","n","Low",2036,-8.02328017058096
"BAU","Light truck","PHEV20","Chassis","n","Low",2036,-12.3284139804551
"BAU","Car","PHEV40","Chassis","n","Low",2036,-17.3616181535331
"BAU","Light truck","PHEV40","Chassis","n","Low",2036,-35.4454380961908
"BAU","Car","BEV100","Electronic Controller","n","Low",2036,-6.68784904194125
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2036,-13.408730232849
"BAU","Car","BEV300","Electronic Controller","n","Low",2036,-24.4884587441078
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2036,-37.0045310252781
"BAU","Car","PHEV20","Electronic Controller","n","Low",2036,-0.566984527486156
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2036,-0.962950305160405
"BAU","Car","PHEV40","Electronic Controller","n","Low",2036,-1.25754430961389
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2036,-2.71685799758158
"BAU","Car","PHEV20","Engine","n","Low",2036,-4.31259153166903
"BAU","Light truck","PHEV20","Engine","n","Low",2036,-6.39171536628893
"BAU","Car","PHEV40","Engine","n","Low",2036,-9.77790164034474
"BAU","Light truck","PHEV40","Engine","n","Low",2036,-18.5853252490034
"BAU","Car","BEV100","EV Battery","n","Low",2036,-89.3447952528905
"BAU","Light truck","BEV100","EV Battery","n","Low",2036,-180.321481877791
"BAU","Car","BEV300","EV Battery","n","Low",2036,-393.119243530957
"BAU","Light truck","BEV300","EV Battery","n","Low",2036,-611.614863515449
"BAU","Car","PHEV20","EV Battery","n","Low",2036,-28.4650875329856
"BAU","Light truck","PHEV20","EV Battery","n","Low",2036,-43.5565913585793
"BAU","Car","PHEV40","EV Battery","n","Low",2036,-58.8941819403394
"BAU","Light truck","PHEV40","EV Battery","n","Low",2036,-120.215977120716
"BAU","Car","BEV100","Exterior","n","Low",2036,-1.34903511597351
"BAU","Light truck","BEV100","Exterior","n","Low",2036,-2.72555215439759
"BAU","Car","BEV300","Exterior","n","Low",2036,-5.96982850197605
"BAU","Light truck","BEV300","Exterior","n","Low",2036,-9.29330213807228
"BAU","Car","PHEV20","Exterior","n","Low",2036,-0.45522156996207
"BAU","Light truck","PHEV20","Exterior","n","Low",2036,-0.699484481160574
"BAU","Car","PHEV40","Exterior","n","Low",2036,-0.985056349136627
"BAU","Light truck","PHEV40","Exterior","n","Low",2036,-2.0110886863087
"BAU","Car","PHEV20","Generator","n","Low",2036,-1.0661085089229
"BAU","Light truck","PHEV20","Generator","n","Low",2036,-1.77434794519499
"BAU","Car","PHEV40","Generator","n","Low",2036,-3.40588857458452
"BAU","Light truck","PHEV40","Generator","n","Low",2036,-7.47880600738154
"BAU","Car","BEV100","Interior","n","Low",2036,-3.03532901094059
"BAU","Light truck","BEV100","Interior","n","Low",2036,-6.13249234739445
"BAU","Car","BEV300","Interior","n","Low",2036,-13.4321141294461
"BAU","Light truck","BEV300","Interior","n","Low",2036,-20.9099298106625
"BAU","Car","PHEV20","Interior","n","Low",2036,-1.02424853241459
"BAU","Light truck","PHEV20","Interior","n","Low",2036,-1.57384008261124
"BAU","Car","PHEV40","Interior","n","Low",2036,-2.21637678555754
"BAU","Light truck","PHEV40","Interior","n","Low",2036,-4.52494954419456
"BAU","Car","BEV100","Tires","n","Low",2036,-2.95101431619203
"BAU","Light truck","BEV100","Tires","n","Low",2036,-5.96214533774468
"BAU","Car","BEV300","Tires","n","Low",2036,-13.0589998480727
"BAU","Light truck","BEV300","Tires","n","Low",2036,-20.329098427033
"BAU","Car","PHEV20","Tires","n","Low",2036,-0.995797184291995
"BAU","Light truck","PHEV20","Tires","n","Low",2036,-1.53012230253877
"BAU","Car","PHEV40","Tires","n","Low",2036,-2.15481076373639
"BAU","Light truck","PHEV40","Tires","n","Low",2036,-4.39925650130029
"BAU","Car","BEV100","Traction Motor","n","Low",2036,-8.18031841412099
"BAU","Light truck","BEV100","Traction Motor","n","Low",2036,-16.8186918165716
"BAU","Car","BEV300","Traction Motor","n","Low",2036,-43.5615495025856
"BAU","Light truck","BEV300","Traction Motor","n","Low",2036,-69.28819562535
"BAU","Car","PHEV20","Traction Motor","n","Low",2036,-0.755094178504535
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2036,-1.34957119443001
"BAU","Car","PHEV40","Traction Motor","n","Low",2036,-2.76008650592289
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2036,-6.35963464266355
"BAU","Car","BEV100","Transmission","n","Low",2036,-11.8040572647682
"BAU","Light truck","BEV100","Transmission","n","Low",2036,-23.8485813509788
"BAU","Car","BEV300","Transmission","n","Low",2036,-52.2359993922906
"BAU","Light truck","BEV300","Transmission","n","Low",2036,-81.3163937081319
"BAU","Car","PHEV20","Transmission","n","Low",2036,-3.98318873716796
"BAU","Light truck","PHEV20","Transmission","n","Low",2036,-6.1204892101551
"BAU","Car","PHEV40","Transmission","n","Low",2036,-8.61924305494557
"BAU","Light truck","PHEV40","Transmission","n","Low",2036,-17.5970260052011
"BAU","Car","BEV100","Wheels","n","Low",2036,-2.95101431619203
"BAU","Light truck","BEV100","Wheels","n","Low",2036,-5.9621453377447
"BAU","Car","BEV300","Wheels","n","Low",2036,-13.0589998480727
"BAU","Light truck","BEV300","Wheels","n","Low",2036,-20.329098427033
"BAU","Car","PHEV20","Wheels","n","Low",2036,-0.995797184292002
"BAU","Light truck","PHEV20","Wheels","n","Low",2036,-1.53012230253876
"BAU","Car","PHEV40","Wheels","n","Low",2036,-2.15481076373638
"BAU","Light truck","PHEV40","Wheels","n","Low",2036,-4.39925650130029
"BAU","Car","BEV100","Body","n","Low",2037,-18.5492159038986
"BAU","Light truck","BEV100","Body","n","Low",2037,-37.4763085441211
"BAU","Car","BEV300","Body","n","Low",2037,-82.0851329893723
"BAU","Light truck","BEV300","Body","n","Low",2037,-127.793988271078
"BAU","Car","PHEV20","Body","n","Low",2037,-6.2577561787557
"BAU","Light truck","PHEV20","Body","n","Low",2037,-9.60919937800952
"BAU","Car","PHEV40","Body","n","Low",2037,-13.5421331959797
"BAU","Light truck","PHEV40","Body","n","Low",2037,-27.6476592966327
"BAU","Car","BEV100","Chassis","n","Low",2037,-23.7767222040882
"BAU","Light truck","BEV100","Chassis","n","Low",2037,-48.0378136792828
"BAU","Car","BEV300","Chassis","n","Low",2037,-105.218215922741
"BAU","Light truck","BEV300","Chassis","n","Low",2037,-163.808657692928
"BAU","Car","PHEV20","Chassis","n","Low",2037,-8.02130564731402
"BAU","Light truck","PHEV20","Chassis","n","Low",2037,-12.3172464754483
"BAU","Car","PHEV40","Chassis","n","Low",2037,-17.3585525512103
"BAU","Light truck","PHEV40","Chassis","n","Low",2037,-35.4392723711384
"BAU","Car","BEV100","Electronic Controller","n","Low",2037,-6.68784523277361
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2037,-13.4087227797123
"BAU","Car","BEV300","Electronic Controller","n","Low",2037,-24.4884571045523
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2037,-37.0064912707708
"BAU","Car","PHEV20","Electronic Controller","n","Low",2037,-0.566895736864488
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2037,-0.96240594399228
"BAU","Car","PHEV40","Electronic Controller","n","Low",2037,-1.25740596243752
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2037,-2.71656477406409
"BAU","Car","PHEV20","Engine","n","Low",2037,-4.31191617341048
"BAU","Light truck","PHEV20","Engine","n","Low",2037,-6.38810209401055
"BAU","Car","PHEV40","Engine","n","Low",2037,-9.77682593663201
"BAU","Light truck","PHEV40","Engine","n","Low",2037,-18.5833193825032
"BAU","Car","BEV100","EV Battery","n","Low",2037,-89.3447085451431
"BAU","Light truck","BEV100","EV Battery","n","Low",2037,-180.321310027406
"BAU","Car","BEV300","EV Battery","n","Low",2037,-393.119198013329
"BAU","Light truck","BEV300","EV Battery","n","Low",2037,-611.671504069432
"BAU","Car","PHEV20","EV Battery","n","Low",2037,-28.4574825914521
"BAU","Light truck","PHEV20","EV Battery","n","Low",2037,-43.5135680240672
"BAU","Car","PHEV40","EV Battery","n","Low",2037,-58.8826378635684
"BAU","Light truck","PHEV40","EV Battery","n","Low",2037,-120.192745516432
"BAU","Car","BEV100","Exterior","n","Low",2037,-1.34903388391989
"BAU","Light truck","BEV100","Exterior","n","Low",2037,-2.72554971229975
"BAU","Car","BEV300","Exterior","n","Low",2037,-5.9698278537725
"BAU","Light truck","BEV300","Exterior","n","Low",2037,-9.29410823789666
"BAU","Car","PHEV20","Exterior","n","Low",2037,-0.45510954027317
"BAU","Light truck","PHEV20","Exterior","n","Low",2037,-0.698850863855228
"BAU","Car","PHEV40","Exterior","n","Low",2037,-0.984882414253065
"BAU","Light truck","PHEV40","Exterior","n","Low",2037,-2.01073885793695
"BAU","Car","PHEV20","Generator","n","Low",2037,-1.06594155474217
"BAU","Light truck","PHEV20","Generator","n","Low",2037,-1.77334489642401
"BAU","Car","PHEV40","Generator","n","Low",2037,-3.40551387998035
"BAU","Light truck","PHEV40","Generator","n","Low",2037,-7.47799883902529
"BAU","Car","BEV100","Interior","n","Low",2037,-3.03532623881992
"BAU","Light truck","BEV100","Interior","n","Low",2037,-6.13248685267433
"BAU","Car","BEV300","Interior","n","Low",2037,-13.4321126709881
"BAU","Light truck","BEV300","Interior","n","Low",2037,-20.9117435352674
"BAU","Car","PHEV20","Interior","n","Low",2037,-1.02399646561452
"BAU","Light truck","PHEV20","Interior","n","Low",2037,-1.57241444367418
"BAU","Car","PHEV40","Interior","n","Low",2037,-2.21598543206952
"BAU","Light truck","PHEV40","Interior","n","Low",2037,-4.5241624303581
"BAU","Car","BEV100","Tires","n","Low",2037,-2.95101162107475
"BAU","Light truck","BEV100","Tires","n","Low",2037,-5.96213999565563
"BAU","Car","BEV300","Tires","n","Low",2037,-13.0589984301274
"BAU","Light truck","BEV300","Tires","n","Low",2037,-20.3308617703988
"BAU","Car","PHEV20","Tires","n","Low",2037,-0.995552119347515
"BAU","Light truck","PHEV20","Tires","n","Low",2037,-1.52873626468331
"BAU","Car","PHEV40","Tires","n","Low",2037,-2.15443028117859
"BAU","Light truck","PHEV40","Tires","n","Low",2037,-4.39849125173707
"BAU","Car","BEV100","Traction Motor","n","Low",2037,-8.18031375489439
"BAU","Light truck","BEV100","Traction Motor","n","Low",2037,-16.8186824680347
"BAU","Car","BEV300","Traction Motor","n","Low",2037,-43.5615465860452
"BAU","Light truck","BEV300","Traction Motor","n","Low",2037,-69.2918660373078
"BAU","Car","PHEV20","Traction Motor","n","Low",2037,-0.754975929631286
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2037,-1.34880827432091
"BAU","Car","PHEV40","Traction Motor","n","Low",2037,-2.75978285843176
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2037,-6.35894826360308
"BAU","Car","BEV100","Transmission","n","Low",2037,-11.8040464842991
"BAU","Light truck","BEV100","Transmission","n","Low",2037,-23.8485599826226
"BAU","Car","BEV300","Transmission","n","Low",2037,-52.2359937205096
"BAU","Light truck","BEV300","Transmission","n","Low",2037,-81.3234470815952
"BAU","Car","PHEV20","Transmission","n","Low",2037,-3.98220847739006
"BAU","Light truck","PHEV20","Transmission","n","Low",2037,-6.11494505873327
"BAU","Car","PHEV40","Transmission","n","Low",2037,-8.61772112471439
"BAU","Light truck","PHEV40","Transmission","n","Low",2037,-17.5939650069482
"BAU","Car","BEV100","Wheels","n","Low",2037,-2.95101162107475
"BAU","Light truck","BEV100","Wheels","n","Low",2037,-5.96213999565565
"BAU","Car","BEV300","Wheels","n","Low",2037,-13.0589984301274
"BAU","Light truck","BEV300","Wheels","n","Low",2037,-20.3308617703988
"BAU","Car","PHEV20","Wheels","n","Low",2037,-0.995552119347522
"BAU","Light truck","PHEV20","Wheels","n","Low",2037,-1.52873626468331
"BAU","Car","PHEV40","Wheels","n","Low",2037,-2.15443028117858
"BAU","Light truck","PHEV40","Wheels","n","Low",2037,-4.39849125173706
"BAU","Car","BEV100","Body","n","Low",2038,-18.5492049153801
"BAU","Light truck","BEV100","Body","n","Low",2038,-37.476286763383
"BAU","Car","BEV300","Body","n","Low",2038,-82.0851388103524
"BAU","Light truck","BEV300","Body","n","Low",2038,-127.804962614755
"BAU","Car","PHEV20","Body","n","Low",2038,-6.25514573797534
"BAU","Light truck","PHEV20","Body","n","Low",2038,-9.59882161721453
"BAU","Car","PHEV40","Body","n","Low",2038,-13.5344936138043
"BAU","Light truck","PHEV40","Body","n","Low",2038,-27.6322941097994
"BAU","Car","BEV100","Chassis","n","Low",2038,-23.7767081188054
"BAU","Light truck","BEV100","Chassis","n","Low",2038,-48.0377857603366
"BAU","Car","BEV300","Chassis","n","Low",2038,-105.218223384179
"BAU","Light truck","BEV300","Chassis","n","Low",2038,-163.822724806186
"BAU","Car","PHEV20","Chassis","n","Low",2038,-8.01795953685928
"BAU","Light truck","PHEV20","Chassis","n","Low",2038,-12.3039440729746
"BAU","Car","PHEV40","Chassis","n","Low",2038,-17.3487599958762
"BAU","Light truck","PHEV40","Chassis","n","Low",2038,-35.4195769952885
"BAU","Car","BEV100","Electronic Controller","n","Low",2038,-6.68784276197732
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2038,-13.4087179452753
"BAU","Car","BEV300","Electronic Controller","n","Low",2038,-24.4884581753512
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2038,-37.0084321809771
"BAU","Car","PHEV20","Electronic Controller","n","Low",2038,-0.566745268868232
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2038,-0.961757524375919
"BAU","Car","PHEV40","Electronic Controller","n","Low",2038,-1.25696403653712
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2038,-2.71562812426669
"BAU","Car","PHEV20","Engine","n","Low",2038,-4.3107716853778
"BAU","Light truck","PHEV20","Engine","n","Low",2038,-6.38379811944043
"BAU","Car","PHEV40","Engine","n","Low",2038,-9.77338978893258
