"Scenario","Size","Technology","Subcomponent","feature_wgt","Case","Year","value"
"BAU","Car","PHEV40","Interior","n","Low",2022,-1.4895004180141
"BAU","Light truck","PHEV40","Interior","n","Low",2022,-3.05404833182982
"BAU","Car","BEV100","Tires","n","Low",2022,-1.90475961067707
"BAU","Light truck","BEV100","Tires","n","Low",2022,-3.87142670072072
"BAU","Car","BEV300","Tires","n","Low",2022,-8.82480096692439
"BAU","Light truck","BEV300","Tires","n","Low",2022,-14.1236748324697
"BAU","Car","PHEV20","Tires","n","Low",2022,-0.649474810711656
"BAU","Light truck","PHEV20","Tires","n","Low",2022,-1.02983543833373
"BAU","Car","PHEV40","Tires","n","Low",2022,-1.44812540640255
"BAU","Light truck","PHEV40","Tires","n","Low",2022,-2.96921365594572
"BAU","Car","BEV100","Traction Motor","n","Low",2022,-5.30194194645728
"BAU","Light truck","BEV100","Traction Motor","n","Low",2022,-10.9251317945292
"BAU","Car","BEV300","Traction Motor","n","Low",2022,-29.5279079868328
"BAU","Light truck","BEV300","Traction Motor","n","Low",2022,-48.4058339365846
"BAU","Car","PHEV20","Traction Motor","n","Low",2022,-0.492693038923804
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2022,-0.913515629723257
"BAU","Car","PHEV40","Traction Motor","n","Low",2022,-1.8597987473041
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2022,-4.29038747955835
"BAU","Car","BEV100","Transmission","n","Low",2022,-7.61903844270827
"BAU","Light truck","BEV100","Transmission","n","Low",2022,-15.4857068028829
"BAU","Car","BEV300","Transmission","n","Low",2022,-35.2992038676975
"BAU","Light truck","BEV300","Transmission","n","Low",2022,-56.4946993298789
"BAU","Car","PHEV20","Transmission","n","Low",2022,-2.59789924284659
"BAU","Light truck","PHEV20","Transmission","n","Low",2022,-4.11934175333494
"BAU","Car","PHEV40","Transmission","n","Low",2022,-5.79250162561021
"BAU","Light truck","PHEV40","Transmission","n","Low",2022,-11.8768546237828
"BAU","Car","BEV100","Wheels","n","Low",2022,-1.90475961067706
"BAU","Light truck","BEV100","Wheels","n","Low",2022,-3.87142670072073
"BAU","Car","BEV300","Wheels","n","Low",2022,-8.8248009669244
"BAU","Light truck","BEV300","Wheels","n","Low",2022,-14.1236748324697
"BAU","Car","PHEV20","Wheels","n","Low",2022,-0.649474810711659
"BAU","Light truck","PHEV20","Wheels","n","Low",2022,-1.02983543833373
"BAU","Car","PHEV40","Wheels","n","Low",2022,-1.44812540640255
"BAU","Light truck","PHEV40","Wheels","n","Low",2022,-2.96921365594572
"BAU","Car","BEV100","Body","n","Low",2023,-13.2642581488811
"BAU","Light truck","BEV100","Body","n","Low",2023,-26.923823229077
"BAU","Car","BEV300","Body","n","Low",2023,-60.7875182090157
"BAU","Light truck","BEV300","Body","n","Low",2023,-95.9801321521776
"BAU","Car","PHEV20","Body","n","Low",2023,-4.52373259148413
"BAU","Light truck","PHEV20","Body","n","Low",2023,-7.00794532825478
"BAU","Car","PHEV40","Body","n","Low",2023,-9.95199971993321
"BAU","Light truck","PHEV40","Body","n","Low",2023,-20.3846995875485
"BAU","Car","BEV100","Chassis","n","Low",2023,-17.0023672635659
"BAU","Light truck","BEV100","Chassis","n","Low",2023,-34.5114461390896
"BAU","Car","BEV300","Chassis","n","Low",2023,-77.9185460679199
"BAU","Light truck","BEV300","Chassis","n","Low",2023,-123.029078485973
"BAU","Car","PHEV20","Chassis","n","Low",2023,-5.79860268544763
"BAU","Light truck","PHEV20","Chassis","n","Low",2023,-8.98291173894455
"BAU","Car","PHEV40","Chassis","n","Low",2023,-12.75665418646
"BAU","Light truck","PHEV40","Chassis","n","Low",2023,-26.1294785622214
"BAU","Car","BEV100","Electronic Controller","n","Low",2023,-4.80249859211862
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2023,-9.63566887919015
"BAU","Car","BEV300","Electronic Controller","n","Low",2023,-18.1821995467036
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2023,-27.9202988362394
"BAU","Car","PHEV20","Electronic Controller","n","Low",2023,-0.40976445911874
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2023,-0.703970403434717
"BAU","Car","PHEV40","Electronic Controller","n","Low",2023,-0.926444808468275
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2023,-2.00161231969056
"BAU","Car","PHEV20","Engine","n","Low",2023,-3.11674596167438
"BAU","Light truck","PHEV20","Engine","n","Low",2023,-4.67270057544323
"BAU","Car","PHEV40","Engine","n","Low",2023,-7.20347278672986
"BAU","Light truck","PHEV40","Engine","n","Low",2023,-13.6925139322612
"BAU","Car","BEV100","EV Battery","n","Low",2023,-63.8442847451974
"BAU","Light truck","BEV100","EV Battery","n","Low",2023,-129.541158486288
"BAU","Car","BEV300","EV Battery","n","Low",2023,-290.989535279702
"BAU","Light truck","BEV300","EV Battery","n","Low",2023,-459.034879074455
"BAU","Car","PHEV20","EV Battery","n","Low",2023,-20.5724433639628
"BAU","Light truck","PHEV20","EV Battery","n","Low",2023,-31.7114808487269
"BAU","Car","PHEV40","EV Battery","n","Low",2023,-43.2396940197742
"BAU","Light truck","PHEV40","EV Battery","n","Low",2023,-88.6355183103698
"BAU","Car","BEV100","Exterior","n","Low",2023,-0.964673319918624
"BAU","Light truck","BEV100","Exterior","n","Low",2023,-1.95809623484198
"BAU","Car","BEV300","Exterior","n","Low",2023,-4.42091041520113
"BAU","Light truck","BEV300","Exterior","n","Low",2023,-6.98037324743112
"BAU","Car","PHEV20","Exterior","n","Low",2023,-0.32899873392612
"BAU","Light truck","PHEV20","Exterior","n","Low",2023,-0.509668751145782
"BAU","Car","PHEV40","Exterior","n","Low",2023,-0.723781797813338
"BAU","Light truck","PHEV40","Exterior","n","Low",2023,-1.48252360636716
"BAU","Car","PHEV20","Generator","n","Low",2023,-0.770485534160066
"BAU","Light truck","PHEV20","Generator","n","Low",2023,-1.29714735238013
"BAU","Car","PHEV40","Generator","n","Low",2023,-2.50915038462063
"BAU","Light truck","PHEV40","Generator","n","Low",2023,-5.5099200084347
"BAU","Car","BEV100","Interior","n","Low",2023,-2.17051496981702
"BAU","Light truck","BEV100","Interior","n","Low",2023,-4.40571652839435
"BAU","Car","BEV300","Interior","n","Low",2023,-9.94704843420251
"BAU","Light truck","BEV300","Interior","n","Low",2023,-15.70583980672
"BAU","Car","PHEV20","Interior","n","Low",2023,-0.740247151333733
"BAU","Light truck","PHEV20","Interior","n","Low",2023,-1.14675469007796
"BAU","Car","PHEV40","Interior","n","Low",2023,-1.62850904508005
"BAU","Light truck","PHEV40","Interior","n","Low",2023,-3.33567811432607
"BAU","Car","BEV100","Tires","n","Low",2023,-2.11022288732201
"BAU","Light truck","BEV100","Tires","n","Low",2023,-4.28333551371679
"BAU","Car","BEV300","Tires","n","Low",2023,-9.67074153325248
"BAU","Light truck","BEV300","Tires","n","Low",2023,-15.2695664787555
"BAU","Car","PHEV20","Tires","n","Low",2023,-0.719684730463378
"BAU","Light truck","PHEV20","Tires","n","Low",2023,-1.11490039313143
"BAU","Car","PHEV40","Tires","n","Low",2023,-1.58327268271666
"BAU","Light truck","PHEV40","Tires","n","Low",2023,-3.2430203889282
"BAU","Car","BEV100","Traction Motor","n","Low",2023,-5.87423062639803
"BAU","Light truck","BEV100","Traction Motor","n","Low",2023,-12.0861067760624
"BAU","Car","BEV300","Traction Motor","n","Low",2023,-32.3435947478806
"BAU","Light truck","BEV300","Traction Motor","n","Low",2023,-52.2786554533574
"BAU","Car","PHEV20","Traction Motor","n","Low",2023,-0.545712876875918
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2023,-0.986611846027166
"BAU","Car","PHEV40","Traction Motor","n","Low",2023,-2.03338188148672
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2023,-4.68538402110721
"BAU","Car","BEV100","Transmission","n","Low",2023,-8.44089154928802
"BAU","Light truck","BEV100","Transmission","n","Low",2023,-17.1333420548672
"BAU","Car","BEV300","Transmission","n","Low",2023,-38.6829661330099
"BAU","Light truck","BEV300","Transmission","n","Low",2023,-61.0782659150222
"BAU","Car","PHEV20","Transmission","n","Low",2023,-2.87873892185348
"BAU","Light truck","PHEV20","Transmission","n","Low",2023,-4.45960157252571
"BAU","Car","PHEV40","Transmission","n","Low",2023,-6.33309073086667
"BAU","Light truck","PHEV40","Transmission","n","Low",2023,-12.9720815557128
"BAU","Car","BEV100","Wheels","n","Low",2023,-2.110222887322
"BAU","Light truck","BEV100","Wheels","n","Low",2023,-4.28333551371681
"BAU","Car","BEV300","Wheels","n","Low",2023,-9.67074153325248
"BAU","Light truck","BEV300","Wheels","n","Low",2023,-15.2695664787555
"BAU","Car","PHEV20","Wheels","n","Low",2023,-0.719684730463385
"BAU","Light truck","PHEV20","Wheels","n","Low",2023,-1.11490039313142
"BAU","Car","PHEV40","Wheels","n","Low",2023,-1.58327268271666
"BAU","Light truck","PHEV40","Wheels","n","Low",2023,-3.2430203889282
"BAU","Car","BEV100","Body","n","Low",2024,-14.2833429554696
"BAU","Light truck","BEV100","Body","n","Low",2024,-28.9588608230293
"BAU","Car","BEV300","Body","n","Low",2024,-65.4616397101159
"BAU","Light truck","BEV300","Body","n","Low",2024,-102.855795751578
"BAU","Car","PHEV20","Body","n","Low",2024,-4.90323744887866
"BAU","Light truck","PHEV20","Body","n","Low",2024,-7.47929183022745
"BAU","Car","PHEV40","Body","n","Low",2024,-10.7140326211644
"BAU","Light truck","PHEV40","Body","n","Low",2024,-21.9257284805194
"BAU","Car","BEV100","Chassis","n","Low",2024,-18.3086486974657
"BAU","Light truck","BEV100","Chassis","n","Low",2024,-37.1199943277014
"BAU","Car","BEV300","Chassis","n","Low",2024,-83.9099199920576
"BAU","Light truck","BEV300","Chassis","n","Low",2024,-131.84242909975
"BAU","Car","PHEV20","Chassis","n","Low",2024,-6.28505891174433
"BAU","Light truck","PHEV20","Chassis","n","Low",2024,-9.58709225510944
"BAU","Car","PHEV40","Chassis","n","Low",2024,-13.7334418144018
"BAU","Light truck","PHEV40","Chassis","n","Low",2024,-28.1047974159387
"BAU","Car","BEV100","Electronic Controller","n","Low",2024,-5.17174466176751
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2024,-10.3632073088324
"BAU","Car","BEV300","Electronic Controller","n","Low",2024,-19.5727973835457
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2024,-29.8920593545221
"BAU","Car","PHEV20","Electronic Controller","n","Low",2024,-0.444004921052752
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2024,-0.74995875542848
"BAU","Car","PHEV40","Electronic Controller","n","Low",2024,-0.997391477862664
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2024,-2.15269702055704
"BAU","Car","PHEV20","Engine","n","Low",2024,-3.37718538994548
"BAU","Light truck","PHEV20","Engine","n","Low",2024,-4.97795460001086
"BAU","Car","PHEV40","Engine","n","Low",2024,-7.75511104690489
"BAU","Light truck","PHEV40","Engine","n","Low",2024,-14.7260454264546
"BAU","Car","BEV100","EV Battery","n","Low",2024,-68.7487948887594
"BAU","Light truck","BEV100","EV Battery","n","Low",2024,-139.334273222376
"BAU","Car","BEV300","EV Battery","n","Low",2024,-313.385322452845
"BAU","Light truck","BEV300","EV Battery","n","Low",2024,-491.99987380274
"BAU","Car","PHEV20","EV Battery","n","Low",2024,-22.2999074777502
"BAU","Light truck","PHEV20","EV Battery","n","Low",2024,-33.8591574312057
"BAU","Car","PHEV40","EV Battery","n","Low",2024,-46.5504836841176
"BAU","Light truck","PHEV40","EV Battery","n","Low",2024,-95.3391257791455
"BAU","Car","BEV100","Exterior","n","Low",2024,-1.03878857857961
"BAU","Light truck","BEV100","Exterior","n","Low",2024,-2.10609896894761
"BAU","Car","BEV300","Exterior","n","Low",2024,-4.76084652437207
"BAU","Light truck","BEV300","Exterior","n","Low",2024,-7.48042150920572
"BAU","Car","PHEV20","Exterior","n","Low",2024,-0.356599087191185
"BAU","Light truck","PHEV20","Exterior","n","Low",2024,-0.543948496743795
"BAU","Car","PHEV40","Exterior","n","Low",2024,-0.779202372448339
"BAU","Light truck","PHEV40","Exterior","n","Low",2024,-1.59459843494686
"BAU","Car","PHEV20","Generator","n","Low",2024,-0.834868327777293
"BAU","Light truck","PHEV20","Generator","n","Low",2024,-1.38188624017709
"BAU","Car","PHEV40","Generator","n","Low",2024,-2.70129983720681
"BAU","Light truck","PHEV40","Generator","n","Low",2024,-5.9258170370867
"BAU","Car","BEV100","Interior","n","Low",2024,-2.33727430180426
"BAU","Light truck","BEV100","Interior","n","Low",2024,-4.73872268013196
"BAU","Car","BEV300","Interior","n","Low",2024,-10.7119046798371
"BAU","Light truck","BEV300","Interior","n","Low",2024,-16.8309483957129
"BAU","Car","PHEV20","Interior","n","Low",2024,-0.802347946180134
"BAU","Light truck","PHEV20","Interior","n","Low",2024,-1.22388411767352
"BAU","Car","PHEV40","Interior","n","Low",2024,-1.75320533800883
"BAU","Light truck","PHEV40","Interior","n","Low",2024,-3.58784647863038
"BAU","Car","BEV100","Tires","n","Low",2024,-2.2723500156429
"BAU","Light truck","BEV100","Tires","n","Low",2024,-4.60709149457284
"BAU","Car","BEV300","Tires","n","Low",2024,-10.4143517720639
"BAU","Light truck","BEV300","Tires","n","Low",2024,-16.3634220513874
"BAU","Car","PHEV20","Tires","n","Low",2024,-0.780060503230697
"BAU","Light truck","PHEV20","Tires","n","Low",2024,-1.18988733662707
"BAU","Car","PHEV40","Tires","n","Low",2024,-1.70450518973071
"BAU","Light truck","PHEV40","Tires","n","Low",2024,-3.48818407644631
"BAU","Car","BEV100","Traction Motor","n","Low",2024,-6.32587814474779
"BAU","Light truck","BEV100","Traction Motor","n","Low",2024,-12.9986648199917
"BAU","Car","BEV300","Traction Motor","n","Low",2024,-34.8172741713504
"BAU","Light truck","BEV300","Traction Motor","n","Low",2024,-55.9706284288772
"BAU","Car","PHEV20","Traction Motor","n","Low",2024,-0.591313368992182
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2024,-1.05106434663649
"BAU","Car","PHEV40","Traction Motor","n","Low",2024,-2.18909722554146
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2024,-5.039043836402
"BAU","Car","BEV100","Transmission","n","Low",2024,-9.0894000625716
"BAU","Light truck","BEV100","Transmission","n","Low",2024,-18.4283659782914
"BAU","Car","BEV300","Transmission","n","Low",2024,-41.6574070882555
"BAU","Light truck","BEV300","Transmission","n","Low",2024,-65.4536882055498
"BAU","Car","PHEV20","Transmission","n","Low",2024,-3.12024201292277
"BAU","Light truck","PHEV20","Transmission","n","Low",2024,-4.75954934650829
"BAU","Car","PHEV40","Transmission","n","Low",2024,-6.8180207589229
"BAU","Light truck","PHEV40","Transmission","n","Low",2024,-13.9527363057852
"BAU","Car","BEV100","Wheels","n","Low",2024,-2.2723500156429
"BAU","Light truck","BEV100","Wheels","n","Low",2024,-4.60709149457286
"BAU","Car","BEV300","Wheels","n","Low",2024,-10.4143517720639
"BAU","Light truck","BEV300","Wheels","n","Low",2024,-16.3634220513874
"BAU","Car","PHEV20","Wheels","n","Low",2024,-0.780060503230704
"BAU","Light truck","PHEV20","Wheels","n","Low",2024,-1.18988733662707
"BAU","Car","PHEV40","Wheels","n","Low",2024,-1.70450518973072
"BAU","Light truck","PHEV40","Wheels","n","Low",2024,-3.48818407644631
"BAU","Car","BEV100","Body","n","Low",2025,-15.4080337679166
"BAU","Light truck","BEV100","Body","n","Low",2025,-31.2059738004531
"BAU","Car","BEV300","Body","n","Low",2025,-69.1795540861403
"BAU","Light truck","BEV300","Body","n","Low",2025,-108.418712148559
"BAU","Car","PHEV20","Body","n","Low",2025,-5.25832140052427
"BAU","Light truck","PHEV20","Body","n","Low",2025,-8.18277654483711
"BAU","Car","PHEV40","Body","n","Low",2025,-11.4780878703147
"BAU","Light truck","PHEV40","Body","n","Low",2025,-23.4699806326012
"BAU","Car","BEV100","Chassis","n","Low",2025,-19.7502978297841
"BAU","Light truck","BEV100","Chassis","n","Low",2025,-40.0003845987627
"BAU","Car","BEV300","Chassis","n","Low",2025,-88.6756102376887
"BAU","Light truck","BEV300","Chassis","n","Low",2025,-138.973076481334
"BAU","Car","PHEV20","Chassis","n","Low",2025,-6.74021197703559
"BAU","Light truck","PHEV20","Chassis","n","Low",2025,-10.4888317529274
"BAU","Car","PHEV40","Chassis","n","Low",2025,-14.7128217246762
"BAU","Light truck","PHEV40","Chassis","n","Low",2025,-30.0842479017888
"BAU","Car","BEV100","Electronic Controller","n","Low",2025,-5.57929378440545
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2025,-11.1665461645232
"BAU","Car","BEV300","Electronic Controller","n","Low",2025,-20.6784907643545
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2025,-31.4856878231348
"BAU","Car","PHEV20","Electronic Controller","n","Low",2025,-0.476046364355174
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2025,-0.820804663015707
"BAU","Car","PHEV40","Electronic Controller","n","Low",2025,-1.06852733104801
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2025,-2.30408766362676
"BAU","Car","PHEV20","Engine","n","Low",2025,-3.62089866667486
"BAU","Light truck","PHEV20","Engine","n","Low",2025,-5.4482040757494
"BAU","Car","PHEV40","Engine","n","Low",2025,-8.30822028546675
"BAU","Light truck","PHEV40","Engine","n","Low",2025,-15.761669792399
"BAU","Car","BEV100","EV Battery","n","Low",2025,-74.1614649076124
"BAU","Light truck","BEV100","EV Battery","n","Low",2025,-150.14798843476
"BAU","Car","BEV300","EV Battery","n","Low",2025,-331.200673851957
"BAU","Light truck","BEV300","EV Battery","n","Low",2025,-518.675771882572
"BAU","Car","PHEV20","EV Battery","n","Low",2025,-23.9161591085525
"BAU","Light truck","PHEV20","EV Battery","n","Low",2025,-37.0405349851834
"BAU","Car","PHEV40","EV Battery","n","Low",2025,-49.8700475010615
"BAU","Light truck","PHEV40","EV Battery","n","Low",2025,-102.056884959073
"BAU","Car","BEV100","Exterior","n","Low",2025,-1.1205842740303
"BAU","Light truck","BEV100","Exterior","n","Low",2025,-2.2695253673057
"BAU","Car","BEV300","Exterior","n","Low",2025,-5.03124029717384
"BAU","Light truck","BEV300","Exterior","n","Low",2025,-7.88499724716795
"BAU","Car","PHEV20","Exterior","n","Low",2025,-0.382423374583603
"BAU","Light truck","PHEV20","Exterior","n","Low",2025,-0.595111021442683
"BAU","Car","PHEV40","Exterior","n","Low",2025,-0.834770026931984
"BAU","Light truck","PHEV40","Exterior","n","Low",2025,-1.70690768237099
"BAU","Car","PHEV20","Generator","n","Low",2025,-0.895116277565869
"BAU","Light truck","PHEV20","Generator","n","Low",2025,-1.51242806552283
"BAU","Car","PHEV40","Generator","n","Low",2025,-2.89396166848788
"BAU","Light truck","PHEV40","Generator","n","Low",2025,-6.34255624534089
"BAU","Car","BEV100","Interior","n","Low",2025,-2.5213146165683
"BAU","Light truck","BEV100","Interior","n","Low",2025,-5.10643207643767
"BAU","Car","BEV300","Interior","n","Low",2025,-11.3202906686411
"BAU","Light truck","BEV300","Interior","n","Low",2025,-17.7412438061279
"BAU","Car","PHEV20","Interior","n","Low",2025,-0.860452592813033
"BAU","Light truck","PHEV20","Interior","n","Low",2025,-1.33899979824599
"BAU","Car","PHEV40","Interior","n","Low",2025,-1.87823256059704
"BAU","Light truck","PHEV40","Interior","n","Low",2025,-3.84054228533464
"BAU","Car","BEV100","Tires","n","Low",2025,-2.45127809944128
"BAU","Light truck","BEV100","Tires","n","Low",2025,-4.96458674098116
"BAU","Car","BEV300","Tires","n","Low",2025,-11.0058381500678
"BAU","Light truck","BEV300","Tires","n","Low",2025,-17.2484314781798
"BAU","Car","PHEV20","Tires","n","Low",2025,-0.836551131901601
"BAU","Light truck","PHEV20","Tires","n","Low",2025,-1.30180535940588
"BAU","Car","PHEV40","Tires","n","Low",2025,-1.8260594339137
"BAU","Light truck","PHEV40","Tires","n","Low",2025,-3.73386055518657
"BAU","Car","BEV100","Traction Motor","n","Low",2025,-6.82437647682231
"BAU","Light truck","BEV100","Traction Motor","n","Low",2025,-14.0063000250794
"BAU","Car","BEV300","Traction Motor","n","Low",2025,-36.7841483403656
"BAU","Light truck","BEV300","Traction Motor","n","Low",2025,-58.9545776380142
"BAU","Car","PHEV20","Traction Motor","n","Low",2025,-0.633985269433303
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2025,-1.15035461697608
"BAU","Car","PHEV40","Traction Motor","n","Low",2025,-2.3452277944313
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2025,-5.39341980271983
"BAU","Car","BEV100","Transmission","n","Low",2025,-9.80511239776511
"BAU","Light truck","BEV100","Transmission","n","Low",2025,-19.8583469639246
"BAU","Car","BEV300","Transmission","n","Low",2025,-44.023352600271
"BAU","Light truck","BEV300","Transmission","n","Low",2025,-68.9937259127192
"BAU","Car","PHEV20","Transmission","n","Low",2025,-3.34620452760637
"BAU","Light truck","PHEV20","Transmission","n","Low",2025,-5.20722143762356
"BAU","Car","PHEV40","Transmission","n","Low",2025,-7.30423773565487
"BAU","Light truck","PHEV40","Transmission","n","Low",2025,-14.9354422207462
"BAU","Car","BEV100","Wheels","n","Low",2025,-2.45127809944127
"BAU","Light truck","BEV100","Wheels","n","Low",2025,-4.96458674098117
"BAU","Car","BEV300","Wheels","n","Low",2025,-11.0058381500678
"BAU","Light truck","BEV300","Wheels","n","Low",2025,-17.2484314781798
"BAU","Car","PHEV20","Wheels","n","Low",2025,-0.836551131901608
"BAU","Light truck","PHEV20","Wheels","n","Low",2025,-1.30180535940588
"BAU","Car","PHEV40","Wheels","n","Low",2025,-1.82605943391371
"BAU","Light truck","PHEV40","Wheels","n","Low",2025,-3.73386055518658
"BAU","Car","BEV100","Body","n","Low",2026,-16.1352378072464
"BAU","Light truck","BEV100","Body","n","Low",2026,-32.6620313258089
"BAU","Car","BEV300","Body","n","Low",2026,-72.20824645237
"BAU","Light truck","BEV300","Body","n","Low",2026,-112.944233764446
"BAU","Car","PHEV20","Body","n","Low",2026,-5.54942045827568
"BAU","Light truck","PHEV20","Body","n","Low",2026,-8.69917893067839
"BAU","Car","PHEV40","Body","n","Low",2026,-12.1194301345831
"BAU","Light truck","PHEV40","Body","n","Low",2026,-24.7633528504496
"BAU","Car","BEV100","Chassis","n","Low",2026,-20.6824411892885
"BAU","Light truck","BEV100","Chassis","n","Low",2026,-41.8667856085371
"BAU","Car","BEV300","Chassis","n","Low",2026,-92.5578431798559
"BAU","Light truck","BEV300","Chassis","n","Low",2026,-144.77397237079
"BAU","Car","PHEV20","Chassis","n","Low",2026,-7.11334804197145
"BAU","Light truck","PHEV20","Chassis","n","Low",2026,-11.150765720233
"BAU","Car","PHEV40","Chassis","n","Low",2026,-15.5349058997839
"BAU","Light truck","PHEV40","Chassis","n","Low",2026,-31.7421159264854
"BAU","Car","BEV100","Electronic Controller","n","Low",2026,-5.83566265016231
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2026,-11.6871334481511
"BAU","Car","BEV300","Electronic Controller","n","Low",2026,-21.5721647873671
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2026,-32.7811042604733
"BAU","Car","PHEV20","Electronic Controller","n","Low",2026,-0.502318294476584
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2026,-0.871205898708617
"BAU","Car","PHEV40","Electronic Controller","n","Low",2026,-1.12824132350832
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2026,-2.43087971300381
"BAU","Car","PHEV20","Engine","n","Low",2026,-3.82072793514629
"BAU","Light truck","PHEV20","Engine","n","Low",2026,-5.7827492240628
"BAU","Car","PHEV40","Engine","n","Low",2026,-8.77252006430194
"BAU","Light truck","PHEV40","Engine","n","Low",2026,-16.6290215195625
"BAU","Car","BEV100","EV Battery","n","Low",2026,-77.6770800676525
"BAU","Light truck","BEV100","EV Battery","n","Low",2026,-157.154819719845
"BAU","Car","BEV300","EV Battery","n","Low",2026,-345.73302288424
"BAU","Light truck","BEV300","EV Battery","n","Low",2026,-540.379989051097
"BAU","Car","PHEV20","EV Battery","n","Low",2026,-25.241117661973
"BAU","Light truck","PHEV20","EV Battery","n","Low",2026,-39.393323816519
"BAU","Car","PHEV40","EV Battery","n","Low",2026,-52.6564222985034
"BAU","Light truck","PHEV40","EV Battery","n","Low",2026,-107.683320350073
"BAU","Car","BEV100","Exterior","n","Low",2026,-1.17347184052701
"BAU","Light truck","BEV100","Exterior","n","Low",2026,-2.37542046005886
"BAU","Car","BEV300","Exterior","n","Low",2026,-5.25150883289964
"BAU","Light truck","BEV300","Exterior","n","Low",2026,-8.21412609195976
"BAU","Car","PHEV20","Exterior","n","Low",2026,-0.403594215147344
"BAU","Light truck","PHEV20","Exterior","n","Low",2026,-0.632667558594775
"BAU","Car","PHEV40","Exterior","n","Low",2026,-0.881413100696953
"BAU","Light truck","PHEV40","Exterior","n","Low",2026,-1.80097111639633
"BAU","Car","PHEV20","Generator","n","Low",2026,-0.944515735382531
"BAU","Light truck","PHEV20","Generator","n","Low",2026,-1.60529820483089
"BAU","Car","PHEV40","Generator","n","Low",2026,-3.05568893575677
"BAU","Light truck","PHEV40","Generator","n","Low",2026,-6.69158189975985
"BAU","Car","BEV100","Interior","n","Low",2026,-2.64031164118589
"BAU","Light truck","BEV100","Interior","n","Low",2026,-5.3446960351323
"BAU","Car","BEV300","Interior","n","Low",2026,-11.8158948740241
"BAU","Light truck","BEV300","Interior","n","Low",2026,-18.4817837069094
"BAU","Car","PHEV20","Interior","n","Low",2026,-0.90808698408145
"BAU","Light truck","PHEV20","Interior","n","Low",2026,-1.42350200683819
"BAU","Car","PHEV40","Interior","n","Low",2026,-1.98317947656824
"BAU","Light truck","PHEV40","Interior","n","Low",2026,-4.05218501189168
"BAU","Car","BEV100","Tires","n","Low",2026,-2.56696965115282
"BAU","Light truck","BEV100","Tires","n","Low",2026,-5.1962322563787
"BAU","Car","BEV300","Tires","n","Low",2026,-11.4876755719679
"BAU","Light truck","BEV300","Tires","n","Low",2026,-17.9684008261619
"BAU","Car","PHEV20","Tires","n","Low",2026,-0.882862345634777
"BAU","Light truck","PHEV20","Tires","n","Low",2026,-1.38396028442608
"BAU","Car","PHEV40","Tires","n","Low",2026,-1.92809115777458
"BAU","Light truck","PHEV40","Tires","n","Low",2026,-3.939624317117
"BAU","Car","BEV100","Traction Motor","n","Low",2026,-7.1379569628958
"BAU","Light truck","BEV100","Traction Motor","n","Low",2026,-14.6592773715484
"BAU","Car","BEV300","Traction Motor","n","Low",2026,-38.373869669888
"BAU","Light truck","BEV300","Traction Motor","n","Low",2026,-61.3801472923165
"BAU","Car","PHEV20","Traction Motor","n","Low",2026,-0.668973493152045
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2026,-1.22099175732519
"BAU","Car","PHEV40","Traction Motor","n","Low",2026,-2.4762894067693
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2026,-5.69021525921788
"BAU","Car","BEV100","Transmission","n","Low",2026,-10.2678786046113
"BAU","Light truck","BEV100","Transmission","n","Low",2026,-20.7849290255148
"BAU","Car","BEV300","Transmission","n","Low",2026,-45.9507022878717
"BAU","Light truck","BEV300","Transmission","n","Low",2026,-71.8736033046475
"BAU","Car","PHEV20","Transmission","n","Low",2026,-3.53144938253909
"BAU","Light truck","PHEV20","Transmission","n","Low",2026,-5.53584113770438
"BAU","Car","PHEV40","Transmission","n","Low",2026,-7.71236463109838
"BAU","Light truck","PHEV40","Transmission","n","Low",2026,-15.7584972684679
"BAU","Car","BEV100","Wheels","n","Low",2026,-2.56696965115282
"BAU","Light truck","BEV100","Wheels","n","Low",2026,-5.19623225637871
"BAU","Car","BEV300","Wheels","n","Low",2026,-11.4876755719679
"BAU","Light truck","BEV300","Wheels","n","Low",2026,-17.9684008261619
