"Year","Value","Data_type","Region","Source","Unit","Aeo_year","Aeo_case"
2038,33.596607,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2039,34.305374,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2040,34.305374,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2041,34.305374,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2042,34.305382,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2043,34.305382,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2044,34.305382,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2045,34.305386,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2046,34.305386,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2047,34.305386,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2048,34.305386,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2049,34.305374,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2050,34.305382,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Nuclear","billion kilowatthours",2018,"LOP"
2016,9.626,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2017,9.153863,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2018,9.434058,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2019,9.38133,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2020,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2021,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2022,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2023,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2024,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2025,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2026,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2027,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2028,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2029,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2030,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2031,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2032,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2033,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2034,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2035,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2036,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2037,9.3286,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2038,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2039,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2040,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2041,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2042,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2043,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2044,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2045,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2046,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2047,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2048,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2049,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2050,0,"Electricity Generation","Western Electricity / Northwest Power Pool","Nuclear","billion kilowatthours",2018,"LOP"
2016,2.789936,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2017,0.491736,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2018,0.472687,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2019,0.402735,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2020,0.426332,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2021,0.429061,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2022,0.430332,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2023,0.433391,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2024,0.489507,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2025,0.497334,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2026,0.492561,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2027,0.512927,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2028,0.393416,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2029,0.414128,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2030,0.374462,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2031,0.285891,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2032,0.250487,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2033,0.264048,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2034,0.280753,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2035,0.321771,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2036,0.329959,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2037,0.303503,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2038,0.313096,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2039,0.391153,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2040,0.456294,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2041,0.4573,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2042,0.420689,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2043,0.401098,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2044,0.396911,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2045,0.396854,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2046,0.404332,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2047,0.404205,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2048,0.404387,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2049,0.400639,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2050,0.403962,"Electricity Generation","Florida Reliability Coordinating Council","Petroleum","billion kilowatthours",2018,"LOP"
2016,0.103,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2017,0.170942,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2018,0.171173,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2019,0.172048,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2020,0.17143,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2021,0.170589,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2022,0.171124,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2023,0.172341,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2024,0.172945,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2025,0.1734,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2026,0.173754,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2027,0.173986,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2028,0.174005,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2029,0.176107,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2030,0.176292,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2031,0.176592,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2032,0.176472,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2033,0.176302,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2034,0.176565,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2035,0.176607,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2036,0.176424,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2037,0.177838,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2038,0.177736,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2039,0.177745,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2040,0.177629,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2041,0.177617,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2042,0.177763,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2043,0.177783,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2044,0.177812,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2045,0.177554,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2046,0.177541,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2047,0.177524,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2048,0.177508,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2049,0.177486,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2050,0.17746,"Electricity Generation","Midwest Reliability Council / East","Petroleum","billion kilowatthours",2018,"LOP"
2016,0.284208,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2017,0.422308,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2018,0.424265,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2019,0.427206,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2020,0.397751,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2021,0.387492,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2022,0.38572,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2023,0.401846,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2024,0.399194,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2025,0.402631,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2026,0.403852,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2027,0.405677,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2028,0.408254,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2029,0.411064,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2030,0.413292,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2031,0.414045,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2032,0.411367,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2033,0.411668,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2034,0.410559,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2035,0.411788,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2036,0.410812,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2037,0.41288,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2038,0.415542,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2039,0.415416,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2040,0.417034,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2041,0.414719,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2042,0.414929,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2043,0.415737,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2044,0.416177,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2045,0.417256,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2046,0.425147,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2047,0.424634,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2048,0.416498,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2049,0.417579,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2050,0.421005,"Electricity Generation","Midwest Reliability Council / West","Petroleum","billion kilowatthours",2018,"LOP"
2016,0.31772,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2017,0.232349,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2018,0.231563,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2019,0.04908,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2020,0.049518,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2021,0.031615,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2022,0.12443,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2023,0.034366,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2024,0.033655,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2025,0.03643,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2026,0.045374,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2027,0.056801,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2028,0.069943,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2029,0.090786,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2030,0.092208,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2031,0.094379,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2032,0.074556,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2033,0.076293,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2034,0.087582,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2035,0.086472,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2036,0.092615,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2037,0.095929,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2038,0.140687,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2039,0.142371,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2040,0.231148,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2041,0.230527,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2042,0.22435,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2043,0.22373,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2044,0.222942,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2045,0.221943,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2046,0.221872,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2047,0.220934,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2048,0.220356,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2049,0.220177,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2050,0.199979,"Electricity Generation","Northeast Power Coordinating Council / Long Island","Petroleum","billion kilowatthours",2018,"LOP"
2016,0.638344,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2017,0.136489,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2018,0.131338,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2019,0.016665,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2020,0.016842,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2021,0.016504,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2022,0.00948,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2023,0.009816,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2024,0.009723,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2025,0.010142,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2026,0.010033,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2027,0.009957,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2028,0.009619,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2029,0.00984,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2030,0.009824,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2031,0.010541,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2032,0.010433,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2033,0.010633,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2034,0.010523,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2035,0.010511,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2036,0.010565,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2037,0.010574,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2038,0.012126,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2039,0.011911,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2040,0.011824,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2041,0.011939,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2042,0.011755,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2043,0.011447,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2044,0.011546,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2045,0.011618,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2046,0.011775,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2047,0.012138,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2048,0.013824,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2049,0.013385,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2050,0.01489,"Electricity Generation","Northeast Power Coordinating Council / New England","Petroleum","billion kilowatthours",2018,"LOP"
2016,0.188779,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2017,0.305898,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2018,0.304847,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2019,0.307794,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2020,0.309245,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2021,0.307835,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2022,0.329053,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2023,0.30883,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2024,0.330222,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2025,0.309519,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2026,0.309574,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2027,0.310749,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2028,0.309714,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2029,0.310877,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2030,0.310879,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2031,0.105538,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2032,0.105889,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2033,0.106013,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2034,0.106112,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
2035,0.10617,"Electricity Generation","Northeast Power Coordinating Council / NYC-Westchester","Petroleum","billion kilowatthours",2018,"LOP"
