"Year","Value","Data_type","Region","Source","Unit","Aeo_year","Aeo_case"
2036,0.052949,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0.055861,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0.058937,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0.068025,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0.075885,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0.085125,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2042,0.094741,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2043,0.105869,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2044,0.117331,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2045,0.128749,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2046,0.140218,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2047,0.151884,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2048,0.163399,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2049,0.175803,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2050,0.190294,"Electricity Generation","Reliability First Corporation / Michigan","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2029,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2030,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2031,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2032,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2033,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2034,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2035,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2036,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2042,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2043,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2044,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2045,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2046,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2047,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2048,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2049,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2050,0,"Electricity Generation","Reliability First Corporation / West","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2029,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2030,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2031,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2032,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2033,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2034,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2035,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2036,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2042,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2043,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2044,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2045,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2046,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2047,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2048,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2049,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2050,0,"Electricity Generation","SERC Reliability Corporation / Central","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2029,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2030,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2031,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2032,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2033,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2034,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2035,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2036,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2042,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2043,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2044,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2045,0,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2046,0.006501,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2047,0.010931,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2048,0.014648,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2049,0.018159,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2050,0.022955,"Electricity Generation","SERC Reliability Corporation / Delta","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2029,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2030,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2031,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2032,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2033,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2034,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2035,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2036,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2042,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2043,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2044,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2045,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2046,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2047,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2048,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2049,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2050,0,"Electricity Generation","SERC Reliability Corporation / Gateway","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2029,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2030,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2031,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2032,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2033,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2034,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2035,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2036,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2042,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2043,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2044,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2045,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2046,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2047,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2048,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2049,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2050,0,"Electricity Generation","SERC Reliability Corporation / Southeastern","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2029,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2030,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2031,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2032,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2033,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2034,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2035,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2036,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2042,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2043,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2044,0,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2045,0.008665,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2046,0.017732,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2047,0.026927,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2048,0.036416,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2049,0.046034,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2050,0.05641,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Distributed Generation","billion kilowatthours",2018,"REF"
2016,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2017,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2018,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2019,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2020,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2021,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2022,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2023,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2024,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2025,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2026,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2027,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2028,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2029,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2030,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2031,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2032,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2033,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2034,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2035,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2036,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2037,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2038,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2039,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2040,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2041,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
2042,0,"Electricity Generation","Southwest Power Pool / North","Distributed Generation","billion kilowatthours",2018,"REF"
