"Year","Value","Data_type","Region","Source","Unit","Aeo_year","Aeo_case"
2044,35.571529,"Electricity Generation","Northeast Power Coordinating Council / Upstate New York","Renewables","billion kilowatthours",2018,"REF"
2045,35.569588,"Electricity Generation","Northeast Power Coordinating Council / Upstate New York","Renewables","billion kilowatthours",2018,"REF"
2046,35.582226,"Electricity Generation","Northeast Power Coordinating Council / Upstate New York","Renewables","billion kilowatthours",2018,"REF"
2047,35.597984,"Electricity Generation","Northeast Power Coordinating Council / Upstate New York","Renewables","billion kilowatthours",2018,"REF"
2048,35.604095,"Electricity Generation","Northeast Power Coordinating Council / Upstate New York","Renewables","billion kilowatthours",2018,"REF"
2049,35.630257,"Electricity Generation","Northeast Power Coordinating Council / Upstate New York","Renewables","billion kilowatthours",2018,"REF"
2050,35.66431,"Electricity Generation","Northeast Power Coordinating Council / Upstate New York","Renewables","billion kilowatthours",2018,"REF"
2016,10.326725,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2017,12.339971,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2018,11.963766,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2019,12.68704,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2020,13.02857,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2021,13.033326,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2022,13.040496,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2023,12.635653,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2024,12.632021,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2025,12.63175,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2026,12.629388,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2027,12.626374,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2028,12.926476,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2029,12.953933,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2030,13.007216,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2031,13.86071,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2032,14.053307,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2033,14.060313,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2034,14.070148,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2035,14.059616,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2036,14.082171,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2037,14.069983,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2038,14.061903,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2039,14.05688,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2040,14.037119,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2041,14.053335,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2042,14.039841,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2043,14.098351,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2044,14.112507,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2045,14.116357,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2046,14.114042,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2047,14.182878,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2048,14.279056,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2049,14.371929,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2050,14.391447,"Electricity Generation","Reliability First Corporation / East","Renewables","billion kilowatthours",2018,"REF"
2016,6.851998,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2017,6.951277,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2018,7.472523,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2019,8.032948,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2020,9.377231,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2021,9.842299,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2022,9.746884,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2023,9.64724,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2024,9.649728,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2025,9.708797,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2026,9.737133,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2027,9.800127,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2028,9.720751,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2029,9.719519,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2030,9.71807,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2031,9.768908,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2032,9.716805,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2033,9.716548,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2034,9.717772,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2035,9.769757,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2036,9.806981,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2037,9.810595,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2038,9.849865,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2039,9.853788,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2040,9.856829,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2041,9.862483,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2042,9.918831,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2043,10.006478,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2044,10.10078,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2045,10.175682,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2046,10.33272,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2047,10.361127,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2048,10.418463,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2049,10.522818,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2050,10.634355,"Electricity Generation","Reliability First Corporation / Michigan","Renewables","billion kilowatthours",2018,"REF"
2016,23.53721,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2017,25.592766,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2018,25.899965,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2019,28.681355,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2020,30.9743,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2021,30.968431,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2022,30.967016,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2023,30.952955,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2024,30.952204,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2025,30.94746,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2026,30.987314,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2027,30.97151,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2028,30.967365,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2029,30.969402,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2030,30.970957,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2031,30.964102,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2032,30.940351,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2033,30.940302,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2034,30.875584,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2035,30.857857,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2036,30.994766,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2037,31.064964,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2038,31.093634,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2039,31.093149,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2040,31.089523,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2041,31.110054,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2042,31.111576,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2043,31.089083,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2044,31.080872,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2045,31.079983,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2046,31.079,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2047,31.301651,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2048,31.457705,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2049,31.582659,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2050,31.644218,"Electricity Generation","Reliability First Corporation / West","Renewables","billion kilowatthours",2018,"REF"
2016,15.33405,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2017,17.031267,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2018,15.345562,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2019,16.225447,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2020,17.070932,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2021,17.071074,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2022,17.071318,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2023,17.07118,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2024,17.070957,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2025,20.307148,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2026,21.453609,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2027,21.53162,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2028,21.537365,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2029,21.539635,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2030,21.539331,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2031,23.55213,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2032,31.416924,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2033,36.504318,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2034,39.597286,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2035,45.24081,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2036,46.46257,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2037,47.808464,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2038,48.135532,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2039,49.319839,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2040,50.807915,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2041,51.19009,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2042,53.212921,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2043,54.964108,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2044,59.017319,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2045,62.700363,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2046,70.196152,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2047,71.602737,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2048,71.818069,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2049,71.808952,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2050,71.737434,"Electricity Generation","SERC Reliability Corporation / Central","Renewables","billion kilowatthours",2018,"REF"
2016,2.758452,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2017,2.705895,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2018,2.616178,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2019,4.284335,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2020,4.806314,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2021,5.267245,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2022,5.378961,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2023,5.391247,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2024,5.545057,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2025,5.605946,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2026,5.748983,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2027,5.789573,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2028,5.89424,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2029,5.962069,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2030,5.975111,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2031,5.984936,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2032,6.648906,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2033,10.394408,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2034,13.984214,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2035,16.752516,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2036,18.615864,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2037,18.960493,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2038,19.019003,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2039,19.156546,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2040,19.231985,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2041,19.432114,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2042,19.480465,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2043,19.487535,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2044,19.503809,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2045,19.494232,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2046,19.513935,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2047,19.566307,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2048,19.604479,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2049,19.643848,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2050,19.698513,"Electricity Generation","SERC Reliability Corporation / Delta","Renewables","billion kilowatthours",2018,"REF"
2016,5.751,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2017,7.789536,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2018,8.854128,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2019,10.474325,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2020,12.24312,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2021,12.240023,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2022,12.24091,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2023,12.240873,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2024,12.242089,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2025,12.242564,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2026,12.281992,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2027,12.644024,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2028,13.079636,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2029,13.502497,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2030,13.796255,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2031,14.128088,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2032,14.47283,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2033,14.689384,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2034,14.935795,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2035,15.203316,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2036,15.478859,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2037,15.764116,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2038,16.148674,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2039,16.480045,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2040,16.736477,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2041,17.027088,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2042,17.08588,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2043,17.128454,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2044,17.13792,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2045,17.13961,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2046,17.2488,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2047,17.271311,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2048,17.271294,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2049,17.256943,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2050,17.261961,"Electricity Generation","SERC Reliability Corporation / Gateway","Renewables","billion kilowatthours",2018,"REF"
2016,8.275099,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2017,8.232685,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2018,8.113253,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2019,9.369585,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2020,10.568264,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2021,9.606989,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2022,9.427354,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2023,10.181746,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2024,10.504643,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2025,10.620024,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2026,12.4788,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2027,13.291646,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2028,13.372107,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2029,12.326726,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2030,18.404848,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2031,25.223675,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2032,29.047062,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2033,32.676765,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2034,38.127266,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2035,39.407421,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2036,39.528809,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2037,39.156693,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2038,39.505352,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2039,40.181843,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2040,40.93512,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2041,42.244968,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2042,43.610336,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2043,43.605865,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2044,46.796619,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2045,50.096088,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2046,50.798496,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2047,51.193863,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2048,54.541473,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2049,56.705032,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2050,58.095528,"Electricity Generation","SERC Reliability Corporation / Southeastern","Renewables","billion kilowatthours",2018,"REF"
2016,13.622707,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Renewables","billion kilowatthours",2018,"REF"
2017,15.102741,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Renewables","billion kilowatthours",2018,"REF"
2018,15.658889,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Renewables","billion kilowatthours",2018,"REF"
2019,29.76071,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Renewables","billion kilowatthours",2018,"REF"
2020,33.560825,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Renewables","billion kilowatthours",2018,"REF"
