barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,eng_dscr,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,make,model,VClass,year,Sales,youSaveSpend,tCharger,sCharger,atvType,fuelType2,rangeA,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr,startStop,phevCity,phevHwy,phevComb
0.21,0,0,10,94,94.4056,0,0,0,36,0,0,-1,0,0,95,95.4404,0,0,35,0,0,,,Rear-Wheel Drive,2,,10,700,0,Electricity,Electricity,10,-1,97,96.714,0,0,0,35,0,26,94,36017,0,0,N,FALSE,0,0,208,205.7,0,210.7,0,Automatic (A1),118.6,0,121.5,0,Tesla,Model S (60 kW-hr battery pack),Large Cars,2015,,3250,,,EV,,,225 kW AC Induction (60 kW-hr battery pack),TSL,standard charger,3.75,80 amp dual charger,N,0,0,0
0.198,0,0,12,101,100.8098,0,0,0,33,0,0,-1,0,0,101,101.2486,0,0,33,0,0,,,All-Wheel Drive,6,,10,650,0,Electricity,Electricity,10,-1,102,101.79,0,0,0,33,0,26,94,36126,0,0,N,FALSE,0,0,240,242.8,0,246.4,0,Automatic (A1),133.7,0,135,0,Tesla,Model S AWD - 70D,Large Cars,2015,,3500,,,EV,,,140 (front) 140 (rear) (70 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.204,0,0,12,95,95.3056,0,0,0,35,0,0,-1,0,0,100,99.8433,0,0,34,0,0,,,All-Wheel Drive,7,,10,650,0,Electricity,Electricity,10,-1,106,106.0124,0,0,0,32,0,26,94,36786,0,0,N,FALSE,0,0,270,257.1,0,285.3,0,Automatic (A1),126.4,0,140.6,0,Tesla,Model S AWD - 90D,Large Cars,2015,,3500,,,EV,,,140 (front) 140 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.216,0,0,12,89,89.3714,0,0,0,38,0,0,-1,0,0,93,92.9112,0,0,36,0,0,,,All-Wheel Drive,8,,10,700,0,Electricity,Electricity,10,-1,98,97.6374,0,0,0,35,0,26,94,36787,0,0,N,FALSE,0,0,253,242.3,0,265.5,0,Automatic (A1),121.1,0,132.3,0,Tesla,Model S AWD - P90D,Large Cars,2015,,3250,,,EV,,,164 (front) 350 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.228,0,0,12,88,87.8784,0,0,0,38,0,0,-1,0,0,89,88.8876,0,0,38,0,0,,,Rear-Wheel Drive,71,,10,750,0,Electricity,Electricity,10,-1,90,90.1072,0,0,0,37,0,26,94,37236,0,0,N,FALSE,0,0,265,262.7,0,266.8,0,Automatic (A1),110.4,0,113.2,0,Tesla,Model S (90 kW-hr battery pack),Large Cars,2015,,3000,,,EV,,,285 kW AC Induction (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
4.744612482,3.469578947,0,1.5,51,50.5282,90,90.2714,0.35,26,0.317,133,-1,0,133,50,49.7021,95,95.3887,29,0.1907,0.288,4,1.8,Front-Wheel Drive,85,PHEV,-1,700,0,Regular Gas and Electricity,Regular Gasoline,-1,-1,49,48.7284,102,102.4898,0,33,0.251,22,94,32484,0,0,Y,TRUE,0,0,0,0,12.15,0,9.1,Automatic (variable gear ratios),70.9,128.9591,68.4,146.414,Toyota,Prius Plug-in Hybrid,Midsize Cars,2012,12736,3250,,,Plug-in Hybrid,Electricity,11,18 kW,TYX,,0,,Y,59,56,58
0.18,0,0,7,126,126.3678,0,0,0,27,0,0,-1,0,0,112,112.2077,0,0,30,0,0,,0,Rear-Wheel Drive,141,,10,600,0,Electricity,Electricity,10,-1,99,98.6914,0,0,0,34,0,13,85,36023,0,0,N,FALSE,0,0,62,68.5545,0,54.8184,0,Automatic (A1),180.5254,0,140.9876,0,Mitsubishi,i-MiEV,Subcompact Cars,2016,,3750,,,EV,,,49 kW DCPM,MTX,,0,,N,0,0,0
0.264,0,0,6,78,78.4283,0,0,0,43,0,0,-1,0,0,76,76.169,0,0,44,0,0,,,Front-Wheel Drive,86,,-1,850,0,Electricity,Electricity,-1,-1,74,73.5784,0,0,0,46,0,0,0,33308,0,0,Y,FALSE,0,0,103,107,0,98.9,0,Automatic (variable gear ratios),112.0404,0,105.112,0,Toyota,RAV4 EV,Sport Utility Vehicle - 2WD,2012,,2500,,,EV,,,115 kW AC Induction,TYX,,0,,N,0,0,0
4.737143959,3.469578947,0,1.5,51,50.5282,90,90.2714,0.35,26,0.32,133,-1,0,133,50,49.7021,95,95.3887,29,0.1907,0.29,4,1.8,Front-Wheel Drive,43,PHEV,10,700,0,Regular Gas and Electricity,Regular Gasoline,10,-1,49,48.7284,102,102.4898,0,33,0.25,22,94,33335,0,0,Y,TRUE,0,0,0,0,12.15,0,9.1,Automatic (variable gear ratios),70.9,128.9591,68.4,146.414,Toyota,Prius Plug-in Hybrid,Midsize Cars,2013,12088,3250,,,Plug-in Hybrid,Electricity,11,18 kW,TYX,,0,,Y,59,56,58
0.264,0,0,6,78,78.4283,0,0,0,43,0,0,-1,0,0,76,76.169,0,0,44,0,0,,,Front-Wheel Drive,93,,10,850,0,Electricity,Electricity,10,-1,74,73.5784,0,0,0,46,0,0,0,33397,0,0,N,FALSE,0,0,103,107,0,98.9,0,Automatic (variable gear ratios),112.0404,0,105.112,0,Toyota,RAV4 EV,Small Sport Utility Vehicle 2WD,2013,,2500,,,EV,,,115 kW AC Induction,TYX,,0,,N,0,0,0
4.877584661,3.745568182,0,2.5,40,40.4488,95,94.5114,0,34,0.4781,129,-1,0,129,38,38.4528,88,87.1498,37,0,0.4506,4,2,Front-Wheel Drive,78,PHEV,10,950,0,Regular Gas and Electricity,Regular Gasoline,10,-1,36,36.2655,81,81.449,0,41,0.4144,0,0,36248,0,8,Y,TRUE,0,103,0,0,21.4,0,17.4,Automatic (variable gear ratios),55,135.0163,51.4,116.3557,Ford,Fusion Energi Plug-in Hybrid,Midsize Cars,2016,,2500,,,Plug-in Hybrid,Electricity,20,68 kW DCPM,FMX,,0,,Y,55,46,51
0.264,0,0,6,78,78.4283,0,0,0,43,0,0,-1,0,0,76,76.169,0,0,44,0,0,,,Front-Wheel Drive,204,,10,850,0,Electricity,Electricity,10,-1,74,73.5784,0,0,0,46,0,0,0,34425,0,0,N,FALSE,0,0,103,107,0,98.9,0,Automatic (variable gear ratios),112.0404,0,105.112,0,Toyota,RAV4 EV,Small Sport Utility Vehicle 2WD,2014,,2500,,,EV,,,115 kW AC Induction,TYX,,0,,N,0,0,0
0.192,0,0,4,120,119.6,0,0,0,28.1744,0,0,-1,0,0,105,105.3754,0,0,31.9856,0,0,,,Front-Wheel Drive,37,,10,600,0,Electricity,Electricity,10,-1,92,92,0,0,0,36.6438,0,0,0,36553,0,19,N,FALSE,0,97,93,103.6,0,79.7,0,Automatic (A1),170.9,0,131.4,0,Kia,Soul Electric,Small Station Wagons,2016,,3750,,,EV,,,81 kW AC PMSM,KMX,,0,,N,0,0,0
9.53202747,0.414,0,3,21,20.8,48,47.9,0,70,0.371,260,-1,0,260,22,22.1,47,47,69,0,0.366,6,3,All-Wheel Drive,441,SIDI; PHEV,6,1950,1350,Premium Gas or Electricity,Premium Gasoline,8,-1,24,24.1,46,46.4,0,69,0.361,0,0,36709,0,0,N,FALSE,0,0,0,0,14.27,0,13.92,Automatic (AM8),26.3,65.5,33.5,66.2,Porsche,Cayenne S e-Hybrid,Standard Sport Utility Vehicle 4WD,2016,,-1750,,S,Plug-in Hybrid,Electricity,14,70 kW DC Brushless,PRX,,0,,Y,25,28,27
7.984573366,6.462941176,0,3,23,22.7,43,43.3,0.8339,51,0.402,229,-1,0,229,25,25.2605,51,51,51,0.5,0.394,6,3,Rear-Wheel Drive,641,SIDI; PHEV,7,1700,0,Premium and Electricity,Premium Gasoline,9,-1,29,29.3,66,65.9,3.00E-04,51,0.384,0,0,36710,0,16,N,TRUE,0,108,0,0,16.64,0,15.6,Automatic (AM-S8),28.9,59.5,41.1,94,Porsche,Panamera S E-Hybrid,Large Cars,2016,,-750,,S,Plug-in Hybrid,Electricity,16,70 kW DC Brushless,PRX,,0,,Y,28,36,31
4.737143959,3.469578947,0,1.5,51,50.5282,90,90.2714,0.35,26,0.32,133,-1,0,133,50,49.7021,95,95.3887,29,0.1907,0.29,4,1.8,Front-Wheel Drive,70,PHEV,10,700,0,Regular Gas and Electricity,Regular Gasoline,10,-1,49,48.7284,102,102.4898,0,33,0.25,22,94,34516,0,0,Y,TRUE,0,0,0,0,12.15,0,9.1,Automatic (variable gear ratios),70.9,128.9591,68.4,146.414,Toyota,Prius Plug-in Hybrid,Midsize Cars,2014,13264,3250,,,Plug-in Hybrid,Electricity,11,18 kW,TYX,,0,,Y,59,56,58
4.737143959,3.469578947,0,1.5,51,50.5282,90,90.2714,0.35,26,0.32,133,-1,0,133,50,49.7021,95,95.3887,29,0.1907,0.29,4,1.8,Front-Wheel Drive,201,PHEV,10,700,0,Regular Gas and Electricity,Regular Gasoline,10,-1,49,48.7284,102,102.4898,0,33,0.25,22,94,35598,0,0,Y,TRUE,0,0,0,0,12.15,0,9.1,Automatic (variable gear ratios),70.9,128.9591,68.4,146.414,Toyota,Prius Plug-in Hybrid,Midsize Cars,2015,4125,3250,,,Plug-in Hybrid,Electricity,11,18 kW AC Induction,TYX,,0,,Y,59,56,58
0.174,0,0,3.7,126,125.5,0,0,0,26.8544,0,0,-1,0,0,116,115.521,0,0,29.1765,0,0,,,Front-Wheel Drive,86,,10,550,0,Electricity,Electricity,10,-1,105,105.3,0,0,0,32.0146,0,17,91,36834,0,0,Y,FALSE,0,0,83,88.9,0,75.2,0,Automatic (A1),179.3,0,150.4,0,Volkswagen,e-Golf,Compact Cars,2016,,4000,,,EV,,,85 kW AC PMSM,VGA,7.2 kW charger,7,3.6 kW charger,N,0,0,0
0.192,0,0,6,122,121.66,0,0,0,27.7043,0,0,-1,0,0,107,106.9856,0,0,31.5042,0,0,,,Rear-Wheel Drive,705,,10,600,0,Electricity,Electricity,10,-1,93,93.24,0,0,0,36.1486,0,0,0,36860,0,0,N,FALSE,0,0,68,76,0,59,0,Automatic (A1),173.8,0,133.2,0,smart,fortwo electric drive convertible,Two Seaters,2016,,3750,,,EV,,,55 kW DCPM,MBX,,0,,N,0,0,0
0.192,0,0,6,122,121.66,0,0,0,27.7043,0,0,-1,0,0,107,106.9856,0,0,31.5042,0,0,,,Rear-Wheel Drive,704,,10,600,0,Electricity,Electricity,10,-1,93,93.24,0,0,0,36.1486,0,0,0,36861,0,0,N,FALSE,0,0,68,76,0,59,0,Automatic (A1),173.8,0,133.2,0,smart,fortwo electric drive coupe,Two Seaters,2016,,3750,,,EV,,,55 kW DCPM,MBX,,0,,N,0,0,0
3.504650431,0.234,0,5,31,30.8,87,87.3,0,38,0.687,91,-1,0,91,32,31.8,85,85.2,39,0,0.677,4,1.4,Front-Wheel Drive,131,PHEV,10,1350,750,Premium Gas or Electricity,Premium Gasoline,10,-1,33,33.1,83,82.8,0,41,0.663,0,0,36862,11,0,N,FALSE,83,0,0,0,41.3,0,38.2,Automatic (variable gear ratios),42.8,124.8,46.8,118.3,Cadillac,ELR,Subcompact Cars,2016,,2000,,,Plug-in Hybrid,Electricity,40,55 and 174kW 3-Phase AC,GMX,,0,,Y,55,54,55
2.006844186,0.186,0,4.5,43,42.6,113,113,0,29,0.778,51,-1,0,51,42,42.2,106,106,31,0,0.761,4,1.5,Front-Wheel Drive,133,SIDI; PHEV,10,850,600,Regular Gas or Electricity,Regular Gasoline,10,-1,42,41.8,99,99,0,34,0.737,19,90,36863,0,0,Y,FALSE,0,0,0,0,56.77,0,48.86,Automatic (variable gear ratios),58.7,162.1,61.1,141.1,Chevrolet,Volt,Compact Cars,2016,,3500,,,Plug-in Hybrid,Electricity,53,48 and 87 kW 3-Phase AC,GMX,,0,,Y,82,72,77
4.878703541,3.745568182,0,2.5,40,40.4488,95,94.5114,0,34,0.4781,129,-1,0,129,38,38.4528,88,87.1498,37,0,0.4506,4,2,Front-Wheel Drive,99,PHEV,10,950,0,Regular Gas and Electricity,Regular Gasoline,10,-1,36,36.2655,81,81.449,0,42,0.4144,0,0,36932,0,19,Y,TRUE,0,100,0,0,21.4,0,17.4,Automatic (variable gear ratios),55,135.0163,51.4,116.3557,Ford,C-MAX Energi Plug-in Hybrid,Midsize Cars,2016,,2500,,,Plug-in Hybrid,Electricity,20,68 kW DCPM,FMX,,0,,Y,55,46,51
0.192,0,0,3.6,110,110.04,0,0,0,31,0,0,-1,0,0,105,104.7718,0,0,32,0,0,,,Front-Wheel Drive,57,,10,600,0,Electricity,Electricity,10,-1,99,98.98,0,0,0,34,0,14,91,36978,0,0,N,FALSE,0,0,76,79.7573,0,71.5259,0,Automatic (A1),157.2,0,141.4,0,Ford,Focus Electric,Compact Cars,2016,,3750,,,EV,,,107 kW AC PMSM,FMX,,0,,N,0,0,0
0.222,0,0,12,90,90.2795,0,0,0,37,0,0,-1,0,0,92,92.084,0,0,37,0,0,,,All-Wheel Drive,9,,10,700,0,Electricity,Electricity,10,-1,94,94.3898,0,0,0,36,0,26,94,36979,0,0,N,FALSE,0,0,257,252.4,0,262.7,0,Automatic (A1),123,0,132.6,0,Tesla,Model X AWD - 90D,Standard Sport Utility Vehicle 4WD,2016,,3250,,,EV,,,193 (front) 193 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.228,0,0,12,89,88.5914,0,0,0,38,0,0,-1,0,0,89,89.1811,0,0,38,0,0,,,All-Wheel Drive,10,,10,750,0,Electricity,Electricity,10,-1,90,89.9126,0,0,0,37,0,26,94,36980,0,0,N,FALSE,0,0,250,247.3,0,252.7,0,Automatic (A1),120.7,0,122.5,0,Tesla,Model X AWD - P90D,Standard Sport Utility Vehicle 4WD,2016,,3000,,,EV,,,193 (front) 375 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.168,0,0,7,128,128.2,0,0,0,26.2638,0,0,-1,0,0,119,118.9,0,0,28.3449,0,0,,,Front-Wheel Drive,146,,10,550,0,Electricity,Electricity,10,-1,109,109.2,0,0,0,30.8654,0,0,0,36996,0,11,N,FALSE,0,86,82,87.8,0,74.8,0,Automatic (A1),183.2,0,156,0,Chevrolet,Spark EV,Subcompact Cars,2016,,4000,,,EV,,,105 kW ACPM,GMX,,0,,N,0,0,0
0.24,0,0,3.5,85,85.4,0,0,0,39.4672,0,0,-1,0,0,84,83.7887,0,0,40.2262,0,0,,,Front-Wheel Drive,504,,10,800,0,Electricity,Electricity,10,-1,82,81.9,0,0,0,41.1538,0,0,0,36997,0,22,N,FALSE,0,90,87,89,0,85,0,Automatic (A1),122,0,117,0,Mercedes-Benz,B250e,Midsize Cars,2016,,2750,,,EV,,,132 kW AC Induction,MBX,,0,,N,0,0,0
3.835582552,3.329393939,0,2.7,38,38.5,99,99.2,0,34,0.558,101,-1,0,101,40,39.5843,99,99,34,0,0.556,4,2,Front-Wheel Drive,45,SIDI; PHEV,10,900,0,Regular Gas and Electricity,Regular Gasoline,10,-1,41,41.1,98,97.9,0,34,0.554,0,0,36998,0,10,Y,TRUE,0,106,0,0,27.49,0,27.17,Automatic (AM6),51.9,141.3,58.6,139.8,Hyundai,Sonata Plug-in Hybrid,Midsize Cars,2016,,3000,,,Plug-in Hybrid,Electricity,27,50 kW IPMSM,HYX,,0,,Y,57,60,59
0.18,0,0,8,126,126.4057,0,0,0,26.6635,0,0,-1,0,0,114,113.6836,0,0,29.6496,0,0,,,Front-Wheel Drive,901,,10,600,0,Electricity,Electricity,10,-1,101,101.2312,0,0,0,33.2992,0,24,92,37066,0,0,N,FALSE,0,0,84,92,0,74,0,Automatic (A1),180.5796,0,144.616,0,Nissan,Leaf (24 kW-hr battery pack),Midsize Cars,2016,,3750,,,EV,,,80 kW DCPM,NSX,3.6 kW charger,5,6.6 kW charger,N,0,0,0
0.18,0,0,6,124,123.55,0,0,0,27.2826,0,0,-1,0,0,112,112.4312,0,0,29.9829,0,0,,,Front-Wheel Drive,902,,10,600,0,Electricity,Electricity,10,-1,101,101.29,0,0,0,33.2832,0,24,92,37067,0,0,N,FALSE,0,0,107,116,0,95,0,Automatic (A1),176.5,0,144.7,0,Nissan,Leaf (30 kW-hr battery pack),Midsize Cars,2016,,3750,,,EV,,,80 kW DCPM,NSX,6.6 kW charger,0,,N,0,0,0
9.178873769,5.885892857,0,3,23,23.0713,55,55.1527,0,61,0.338,247,-1,0,247,24,23.8712,56,56.0988,59,0,0.345,4,2,All-Wheel Drive,576,SIDI; PHEV,7,1800,0,Premium and Electricity,Premium Gasoline,8,-1,25,24.8488,57,57.3002,0,57,0.353,0,0,37068,0,0,Y,TRUE,0,0,0,0,13.2,0,13.95,Automatic (S8),29.4,78.7896,37.8484,81.8574,BMW,X5 xDrive40e,Standard Sport Utility Vehicle 4WD,2016,,-1250,T,,Plug-in Hybrid,Electricity,14,83 kW AC Induction,BMX,,0,,Y,28,31,29
5.863279935,3.971204819,0,2.5,33,33,81,80.7,0,42,0.396,158,-1,0,158,35,34.5683,83,83,40,0,0.393,4,1.4,Front-Wheel Drive,101,SIDI; PHEV,9,1250,0,Premium and Electricity,Premium Gasoline,10,-1,37,36.7,86,86.1,0,39,0.389,14,89,37129,0,0,Y,TRUE,0,0,0,0,16.3,0,15.92,Automatic (AM-S6),43.6,114.96,52,123,Audi,A3 e-tron,Compact Cars,2016,,1500,T,,Plug-in Hybrid,Electricity,16,80 kW DCPM,VGA,,0,,Y,42,47,44
5.115502679,3.832674419,0,2.5,37,36.8,86,86.2,0,39,0.422,138,-1,0,138,39,39,86,86,38,0,0.41,4,1.4,Front-Wheel Drive,102,SIDI; PHEV,10,1100,0,Premium and Electricity,Premium Gasoline,10,-1,41,41.4,87,86.5,0,38,0.395,14,89,37130,0,0,N,TRUE,0,0,0,0,17.84,0,16.25,Automatic (AM-S6),49.5,122.52,59,123.63,Audi,A3 e-tron ultra,Compact Cars,2016,,2000,T,,Plug-in Hybrid,Electricity,17,80 kW DCPM,VGA,,0,,Y,48,51,49
4.028975201,0.258,0,5,28,28,80,87.3,0,42,0.66,104,-1,0,104,30,30,80,85.2,43,0,0.64,4,1.4,Front-Wheel Drive,132,PHEV,10,1450,850,Premium Gas or Electricity,Premium Gasoline,10,-1,33,33.1,79,82.8,0,43,0.63,0,0,37131,11,0,N,FALSE,83,0,0,0,37.3,0,34.5,Automatic (variable gear ratios),42.8,124.8,46.8,118.3,Cadillac,ELR Sport,Subcompact Cars,2016,,1500,,,Plug-in Hybrid,Electricity,36,55 and 174kW 3-Phase AC,GMX,,0,,Y,49,52,50
0.18,0,0,4,121,121.03,0,0,0,27.8485,0,0,-1,0,0,112,112.4374,0,0,29.9767,0,0,,,Front-Wheel Drive,3,,10,600,0,Electricity,Electricity,10,-1,103,103.46,0,0,0,32.5778,0,7,72,37156,0,0,N,FALSE,0,0,84,90.02,0,76.65,0,Automatic (A1),172.9,0,147.8,0,Fiat,500e,Minicompact Cars,2016,,3750,,,EV,,,82 kW AC Induction,CRX,,0,,N,0,0,0
8.246834738,5.682931034,0,2.75,24,23.6,54,54.1,0,63,0.337,227,-1,0,227,26,26.1402,58,57.6969,59,0,0.352,6,3,Rear-Wheel Drive,201,SIDI; PHEV,7,1650,0,Premium and Electricity,Premium Gasoline,9,-1,30,30.1,63,62.8,0,54,0.37,0,0,37161,0,9,N,TRUE,0,112,0,0,13.13,0,14.88,Automatic 7-spd,30.2,75.79,42.2,89.65,Mercedes-Benz,S550e,Large Cars,2016,,-500,T,,Plug-in Hybrid,Electricity,14,85 kW DCPM,MBX,,0,,Y,28,36,31
0.162,0,0,4,137,137.48,0,0,0,25,0,0,-1,0,0,124,124.3601,0,0,27,0,0,,,Rear-Wheel Drive,100,,10,550,0,Electricity,Electricity,10,-1,111,111.37,0,0,0,30,0,0,0,37216,0,15,N,FALSE,0,84,81,89,0,71.6,0,Automatic (A1),196.4,0,159.1,0,BMW,i3 BEV,Subcompact Cars,2016,,4000,,,EV,,,125 kW AC Induction,BMX,,0,,N,0,0,0
1.563190372,0.174,0,4,41,41.4014,127,127.093,0,27,0.849,37,-1,0,37,39,39.4492,117,116.9364,29,0,0.834,2,0.6,Rear-Wheel Drive,101,PHEV,10,1100,550,Premium Gas or Electricity,Premium Gasoline,10,-1,37,37.2995,107,106.531,0,32,0.813,0,0,37222,0,15,N,FALSE,0,84,0,0,77.504,0,65.632,Automatic (A1),52.1,181.5609,51.9,152.1878,BMW,i3 REX,Subcompact Cars,2016,,3500,,,Plug-in Hybrid,Electricity,72,125kW,BMX,,0,,Y,97,79,88
7.356924278,4.336973684,0,2,28,28.1135,80,79.5972,0,45,0.3678,198,-1,0,198,28,28.4624,76,76.2018,43,0.1,0.3737,3,1.5,All-Wheel Drive,108,SIDI; PHEV,8,1550,0,Premium and Electricity,Premium Gasoline,9,-1,29,28.8888,72,72.4259,0.1865,41,0.3808,0,0,37223,5,0,N,TRUE,81,0,0,0,14.73,0,15.44,Automatic 6-spd,38.4,113.7102,46.4,103.4655,BMW,i8,Subcompact Cars,2016,,500,T,,Plug-in Hybrid,Electricity,15,96kW,BMX,,0,,Y,37,38,37
8.670674373,6.219056604,0,3,24,23.5958,53,53.792,0.0541,58,0.3502,241,-1,0,241,25,25.0465,53,53.8,58,0.0983,0.3443,4,2,All-Wheel Drive,54,SIDI; PHEV,7,1700,0,Premium and Electricity,Premium Gasoline,8,-1,27,27.0814,54,55.359,0.0442,59,0.3371,0,0,37224,0,0,Y,TRUE,0,0,0,0,13.8,0,13.1,Automatic (S8),30.1753,83.4,37.8794,81.6,Volvo,XC90 AWD PHEV,Standard Sport Utility Vehicle 4WD,2016,,-750,T,S,Plug-in Hybrid,Electricity,14,34 and 65kW DCPM,VVX,,0,,Y,28,32,30
0.228,0,0,10,88,87.8784,0,0,0,38,0,0,-1,0,0,89,88.8676,0,0,38,0,0,,,Rear-Wheel Drive,3,,10,750,0,Electricity,Electricity,10,-1,90,90.1072,0,0,0,37,0,26,94,37233,0,0,N,FALSE,0,0,234,234,0,234.3,0,Automatic (A1),110.4,0,113.2,0,Tesla,Model S (70 kW-hr battery pack),Large Cars,2016,,3000,,,EV,,,285 kW AC Induction (70 kW-hr battery pack),TSL,standard charger,3.75,80 amp dual charger,N,0,0,0
0.228,0,0,12,88,87.9,0,0,0,38,0,0,-1,0,0,89,88.8,0,0,38,0,0,,,Rear-Wheel Drive,1,,10,750,0,Electricity,Electricity,10,-1,90,90.1,0,0,0,37,0,26,94,37234,0,0,N,FALSE,0,0,265,262.7,0,266.8,0,Automatic (A1),110.4,0,113.2,0,Tesla,Model S (85 kW-hr battery pack),Large Cars,2016,,3000,,,EV,,,285 kW AC Induction (85 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.228,0,0,12,88,87.8784,0,0,0,38,0,0,-1,0,0,89,88.8876,0,0,38,0,0,,,Rear-Wheel Drive,71,,10,750,0,Electricity,Electricity,10,-1,90,90.1072,0,0,0,37,0,26,94,37235,0,0,N,FALSE,0,0,265,262.7,0,266.8,0,Automatic (A1),110.4,0,113.2,0,Tesla,Model S (90 kW-hr battery pack),Large Cars,2016,,3000,,,EV,,,285 kW AC Induction (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.174,0,0,4,126,125.6,0,0,0,26.8395,0,0,-1,0,0,116,115.5536,0,0,29.1683,0,0,,,Front-Wheel Drive,109,,10,550,0,Electricity,Electricity,10,-1,105,105.3,0,0,0,32.0146,0,17,91,35849,0,0,Y,FALSE,0,0,83,88.9,0,75.2,0,Automatic (A1),179.4,0,150.4,0,Volkswagen,e-Golf,Compact Cars,2015,4232,4000,,,EV,,,85 kW AC PMSM,VGA,,0,,N,0,0,0
0.198,0,0,12,101,100.8098,0,0,0,33,0,0,-1,0,0,101,101.2486,0,0,33,0,0,,,All-Wheel Drive,6,,10,650,0,Electricity,Electricity,10,-1,102,101.79,0,0,0,33,0,26,94,37238,0,0,Y,FALSE,0,0,240,242.8,0,246.4,0,Automatic (A1),133.7,0,135,0,Tesla,Model S AWD - 70D,Large Cars,2016,,3500,,,EV,,,193 (front) 193 (rear) (70 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.204,0,0,12,95,95.3056,0,0,0,35,0,0,-1,0,0,100,99.8433,0,0,34,0,0,,,All-Wheel Drive,5,,10,650,0,Electricity,Electricity,10,-1,106,106.0124,0,0,0,32,0,26,94,37239,0,0,N,FALSE,0,0,270,257.1,0,285.3,0,Automatic (A1),126.4,0,140.6,0,Tesla,Model S AWD - 85D,Large Cars,2016,,3500,,,EV,,,193 (front) 193 (rear) (85 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.198,0,0,12,101,100.8065,0,0,0,33,0,0,-1,0,0,103,103.3087,0,0,33,0,0,,,All-Wheel Drive,7,,10,650,0,Electricity,Electricity,10,-1,107,106.541,0,0,0,32,0,26,94,37240,0,0,Y,FALSE,0,0,294,285.7,0,303.2,0,Automatic (A1),133.6,0,141.2,0,Tesla,Model S AWD - 90D,Large Cars,2016,,3500,,,EV,,,193 (front) 193 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.216,0,0,12,89,89.3714,0,0,0,38,0,0,-1,0,0,93,92.9112,0,0,36,0,0,,,All-Wheel Drive,4,,10,700,0,Electricity,Electricity,10,-1,98,97.6374,0,0,0,35,0,26,94,37241,0,0,N,FALSE,0,0,253,242.3,0,265.5,0,Automatic (A1),121.1,0,132.3,0,Tesla,Model S AWD - P85D,Large Cars,2016,,3250,,,EV,,,193 (front) 375 (rear) (85 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.21,0,0,12,91,91.3191,0,0,0,37,0,0,-1,0,0,95,94.9536,0,0,35,0,0,,,All-Wheel Drive,8,,10,700,0,Electricity,Electricity,10,-1,100,99.8087,0,0,0,34,0,26,94,37242,0,0,N,FALSE,0,0,270,259.6,0,283.4,0,Automatic (A1),123.7,0,135.2,0,Tesla,Model S AWD - P90D,Large Cars,2016,,3250,,,EV,,,193 (front) 375 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
5.846634032,4.577916667,0,2,28,28.0788,67,66.7972,0,50,0.446,184,-1,0,184,31,31.0051,72,71.5824,47,0,0.463,4,2,Rear-Wheel Drive,330,SIDI; PHEV,9,1400,0,Premium and Electricity,Premium Gasoline,10,-1,36,35.5309,78,78.4515,0,43,0.483,0,0,37289,0,9,Y,TRUE,0,96,0,0,13.65,0,15.27,Automatic (S8),36.4858,95.4246,50.3053,112.0736,BMW,330e,Compact Cars,2016,,1000,T,,Plug-in Hybrid,Electricity,14,65kW,BMX,,0,,Y,35,44,38
